program,provnamn,skol_kod,andel_e
Restaurang- och livsmedelsprogrammet,Svenska 1,16496466,..
Handels- och administrationsprogrammet,Svenska 1,12075195,"40,9"
Restaurang- och livsmedelsprogrammet,Svenska 1,62300682,..
Barn- och fritidsprogrammet,Svenska 1,65265211,..
Bygg- och anläggningsprogrammet,Svenska 1,65265211,..
Fordons- och transportprogrammet,Svenska 1,65265211,..
Handels- och administrationsprogrammet,Svenska 1,65265211,..
Naturbruksprogrammet,Svenska 1,65265211,..
VVS- och fastighetsprogrammet,Svenska 1,65265211,..
Vård- och omsorgsprogrammet,Svenska 1,65265211,..
Vård- och omsorgsprogrammet,Svenska 1,97191332,"37,9"
Bygg- och anläggningsprogrammet,Svenska 1,22811839,"46,4"
El- och energiprogrammet,Svenska 1,33205596,"34,8"
Fordons- och transportprogrammet,Svenska 1,19930101,"55,9"
El- och energiprogrammet,Svenska 1,60727136,..
Hantverksprogrammet,Svenska 1,60727136,..
Hantverksprogrammet,Svenska 1,45132264,"52,0"
VVS- och fastighetsprogrammet,Svenska 1,61647360,..
El- och energiprogrammet,Svenska 1,33657492,..
Fordons- och transportprogrammet,Svenska 1,33657492,..
Industritekniska programmet,Svenska 1,33657492,..
Bygg- och anläggningsprogrammet,Svenska 1,61622991,"54,7"
Barn- och fritidsprogrammet,Svenska 1,66644568,"52,9"
El- och energiprogrammet,Svenska 1,93659517,"35,6"
Barn- och fritidsprogrammet,Svenska 1,61175914,..
Fordons- och transportprogrammet,Svenska 1,61175914,..
Handels- och administrationsprogrammet,Svenska 1,61175914,..
Industritekniska programmet,Svenska 1,61175914,..
Restaurang- och livsmedelsprogrammet,Svenska 1,61175914,..
Vård- och omsorgsprogrammet,Svenska 1,61175914,..
Hantverksprogrammet,Svenska 1,73316818,..
Industritekniska programmet,Svenska 1,27859889,"60,0"
VVS- och fastighetsprogrammet,Svenska 1,45541222,"46,2"
Barn- och fritidsprogrammet,Svenska 1,77713695,..
Fordons- och transportprogrammet,Svenska 1,77713695,..
Naturbruksprogrammet,Svenska 1,63451147,"54,2"
Vård- och omsorgsprogrammet,Svenska 1,17812651,..
El- och energiprogrammet,Svenska 1,57668673,"53,3"
Handels- och administrationsprogrammet,Svenska 1,57668673,..
Handels- och administrationsprogrammet,Svenska 1,69040241,..
Bygg- och anläggningsprogrammet,Svenska 1,91905819,..
El- och energiprogrammet,Svenska 1,91905819,..
Fordons- och transportprogrammet,Svenska 1,91905819,..
Hantverksprogrammet,Svenska 1,91905819,..
VVS- och fastighetsprogrammet,Svenska 1,91905819,..
Hotell- och turismprogrammet,Svenska 1,20855811,..
Bygg- och anläggningsprogrammet,Svenska 1,54882637,..
El- och energiprogrammet,Svenska 1,54882637,..
VVS- och fastighetsprogrammet,Svenska 1,54882637,..
Barn- och fritidsprogrammet,Svenska 1,53923398,..
Bygg- och anläggningsprogrammet,Svenska 1,53923398,"76,5"
Fordons- och transportprogrammet,Svenska 1,53923398,"55,6"
Handels- och administrationsprogrammet,Svenska 1,53923398,"53,3"
Handels- och administrationsprogrammet,Svenska 1,47844862,"50,0"
Vård- och omsorgsprogrammet,Svenska 1,22239675,..
VVS- och fastighetsprogrammet,Svenska 1,72984079,..
Barn- och fritidsprogrammet,Svenska 1,36480690,"70,6"
El- och energiprogrammet,Svenska 1,36480690,..
Hantverksprogrammet,Svenska 1,36480690,"70,0"
Hantverksprogrammet,Svenska 1,24787883,..
El- och energiprogrammet,Svenska 1,52048443,"47,6"
Barn- och fritidsprogrammet,Svenska 1,32550660,"30,0"
Vård- och omsorgsprogrammet,Svenska 1,59599256,"24,0"
Bygg- och anläggningsprogrammet,Svenska 1,69865450,..
El- och energiprogrammet,Svenska 1,69865450,..
Fordons- och transportprogrammet,Svenska 1,69865450,..
Handels- och administrationsprogrammet,Svenska 1,69865450,..
Hantverksprogrammet,Svenska 1,69865450,..
Industritekniska programmet,Svenska 1,69865450,..
VVS- och fastighetsprogrammet,Svenska 1,69865450,"66,7"
Hantverksprogrammet,Svenska 1,31112935,..
Naturbruksprogrammet,Svenska 1,31112935,"21,7"
Barn- och fritidsprogrammet,Svenska 1,37316242,..
Bygg- och anläggningsprogrammet,Svenska 1,37316242,..
El- och energiprogrammet,Svenska 1,37316242,"46,7"
Handels- och administrationsprogrammet,Svenska 1,37316242,..
Hotell- och turismprogrammet,Svenska 1,37316242,..
Restaurang- och livsmedelsprogrammet,Svenska 1,37316242,"25,0"
Bygg- och anläggningsprogrammet,Svenska 1,20173336,"33,3"
Fordons- och transportprogrammet,Svenska 1,20173336,..
Naturbruksprogrammet,Svenska 1,20173336,"27,8"
Bygg- och anläggningsprogrammet,Svenska 1,49872493,..
Fordons- och transportprogrammet,Svenska 1,49872493,..
Hantverksprogrammet,Svenska 1,49872493,..
Industritekniska programmet,Svenska 1,49872493,..
VVS- och fastighetsprogrammet,Svenska 1,49872493,..
Vård- och omsorgsprogrammet,Svenska 1,49872493,.
Bygg- och anläggningsprogrammet,Svenska 1,39147056,"56,5"
Fordons- och transportprogrammet,Svenska 1,39147056,"33,3"
Barn- och fritidsprogrammet,Svenska 1,50393060,..
El- och energiprogrammet,Svenska 1,50393060,..
Handels- och administrationsprogrammet,Svenska 1,50393060,..
Vård- och omsorgsprogrammet,Svenska 1,50393060,..
El- och energiprogrammet,Svenska 1,50146546,..
Handels- och administrationsprogrammet,Svenska 1,50146546,..
Barn- och fritidsprogrammet,Svenska 1,85788659,..
Bygg- och anläggningsprogrammet,Svenska 1,85788659,..
Fordons- och transportprogrammet,Svenska 1,85788659,..
Handels- och administrationsprogrammet,Svenska 1,85788659,..
Barn- och fritidsprogrammet,Svenska 1,95340745,..
Fordons- och transportprogrammet,Svenska 1,95340745,..
Industritekniska programmet,Svenska 1,95340745,..
Vård- och omsorgsprogrammet,Svenska 1,95340745,..
Barn- och fritidsprogrammet,Svenska 1,59521477,"58,3"
Bygg- och anläggningsprogrammet,Svenska 1,59521477,..
El- och energiprogrammet,Svenska 1,59521477,"69,2"
Fordons- och transportprogrammet,Svenska 1,59521477,"66,7"
Industritekniska programmet,Svenska 1,59521477,"55,6"
Hantverksprogrammet,Svenska 1,92442684,"75,0"
Hotell- och turismprogrammet,Svenska 1,92442684,..
Vård- och omsorgsprogrammet,Svenska 1,92442684,"38,9"
Naturbruksprogrammet,Svenska 1,38544187,"33,3"
Handels- och administrationsprogrammet,Svenska 1,54599691,"31,3"
Restaurang- och livsmedelsprogrammet,Svenska 1,54599691,..
Barn- och fritidsprogrammet,Svenska 1,54467211,"60,0"
Bygg- och anläggningsprogrammet,Svenska 1,54467211,"46,5"
El- och energiprogrammet,Svenska 1,54467211,..
Industritekniska programmet,Svenska 1,54467211,"62,5"
VVS- och fastighetsprogrammet,Svenska 1,54467211,..
Naturbruksprogrammet,Svenska 1,23517683,..
Restaurang- och livsmedelsprogrammet,Svenska 1,61119556,..
Bygg- och anläggningsprogrammet,Svenska 1,82251333,"50,0"
Fordons- och transportprogrammet,Svenska 1,82251333,..
Hantverksprogrammet,Svenska 1,82251333,..
VVS- och fastighetsprogrammet,Svenska 1,82251333,..
Vård- och omsorgsprogrammet,Svenska 1,99864908,"60,0"
Handels- och administrationsprogrammet,Svenska 1,27106031,"38,5"
Restaurang- och livsmedelsprogrammet,Svenska 1,27106031,..
El- och energiprogrammet,Svenska 1,59463950,"42,9"
Industritekniska programmet,Svenska 1,59463950,..
El- och energiprogrammet,Svenska 1,44586618,..
Fordons- och transportprogrammet,Svenska 1,44586618,..
Handels- och administrationsprogrammet,Svenska 1,44586618,..
Industritekniska programmet,Svenska 1,44586618,..
Restaurang- och livsmedelsprogrammet,Svenska 1,44586618,..
Handels- och administrationsprogrammet,Svenska 1,57391913,..
Restaurang- och livsmedelsprogrammet,Svenska 1,57391913,..
El- och energiprogrammet,Svenska 1,75374280,.
Industritekniska programmet,Svenska 1,75374280,..
Barn- och fritidsprogrammet,Svenska 1,46148350,..
Handels- och administrationsprogrammet,Svenska 1,46148350,"71,4"
Vård- och omsorgsprogrammet,Svenska 1,46148350,..
El- och energiprogrammet,Svenska 1,50133877,"63,6"
Fordons- och transportprogrammet,Svenska 1,50133877,..
Barn- och fritidsprogrammet,Svenska 1,49868916,"60,0"
El- och energiprogrammet,Svenska 1,49868916,..
Vård- och omsorgsprogrammet,Svenska 1,49868916,"38,5"
Bygg- och anläggningsprogrammet,Svenska 1,90240730,"50,0"
Fordons- och transportprogrammet,Svenska 1,90240730,..
Naturbruksprogrammet,Svenska 1,90240730,..
Barn- och fritidsprogrammet,Svenska 1,84908877,..
Fordons- och transportprogrammet,Svenska 1,84908877,"45,7"
Hotell- och turismprogrammet,Svenska 1,84908877,..
Vård- och omsorgsprogrammet,Svenska 1,84908877,..
Barn- och fritidsprogrammet,Svenska 1,24277564,..
Hantverksprogrammet,Svenska 1,24277564,"41,7"
Vård- och omsorgsprogrammet,Svenska 1,24277564,..
Naturbruksprogrammet,Svenska 1,88956420,..
Bygg- och anläggningsprogrammet,Svenska 1,34002355,..
El- och energiprogrammet,Svenska 1,34002355,..
Fordons- och transportprogrammet,Svenska 1,34002355,..
VVS- och fastighetsprogrammet,Svenska 1,34002355,..
Barn- och fritidsprogrammet,Svenska 1,36355200,"37,5"
Vård- och omsorgsprogrammet,Svenska 1,36355200,"42,9"
Bygg- och anläggningsprogrammet,Svenska 1,96920524,..
Handels- och administrationsprogrammet,Svenska 1,96920524,..
VVS- och fastighetsprogrammet,Svenska 1,96920524,..
El- och energiprogrammet,Svenska 1,18217765,"53,8"
Fordons- och transportprogrammet,Svenska 1,18217765,"57,1"
Industritekniska programmet,Svenska 1,60919765,..
Bygg- och anläggningsprogrammet,Svenska 1,96152872,"64,3"
El- och energiprogrammet,Svenska 1,96152872,"61,5"
Hantverksprogrammet,Svenska 1,96152872,..
Industritekniska programmet,Svenska 1,96152872,"54,5"
Vård- och omsorgsprogrammet,Svenska 1,77835341,"37,5"
Handels- och administrationsprogrammet,Svenska 1,70803636,"38,5"
Restaurang- och livsmedelsprogrammet,Svenska 1,70803636,"45,5"
Handels- och administrationsprogrammet,Svenska 1,23797825,..
Hantverksprogrammet,Svenska 1,44738639,"41,2"
Flygteknikutbildningen,Svenska 1,92009807,..
Fordons- och transportprogrammet,Svenska 1,92009807,"54,8"
Bygg- och anläggningsprogrammet,Svenska 1,10342448,"29,2"
VVS- och fastighetsprogrammet,Svenska 1,10342448,..
El- och energiprogrammet,Svenska 1,43154449,"46,2"
El- och energiprogrammet,Svenska 1,96194948,..
Hantverksprogrammet,Svenska 1,96194948,"60,0"
VVS- och fastighetsprogrammet,Svenska 1,96194948,..
Hantverksprogrammet,Svenska 1,25955541,..
Naturbruksprogrammet,Svenska 1,25955541,"14,6"
Barn- och fritidsprogrammet,Svenska 1,88025221,"56,5"
Hotell- och turismprogrammet,Svenska 1,14799321,"66,7"
Restaurang- och livsmedelsprogrammet,Svenska 1,14799321,"42,9"
Barn- och fritidsprogrammet,Svenska 1,56041699,..
Vård- och omsorgsprogrammet,Svenska 1,56041699,..
Barn- och fritidsprogrammet,Svenska 1,70955448,"63,0"
El- och energiprogrammet,Svenska 1,68824244,..
Industritekniska programmet,Svenska 1,68824244,..
Bygg- och anläggningsprogrammet,Svenska 1,90685868,"64,3"
El- och energiprogrammet,Svenska 1,90685868,"61,9"
Fordons- och transportprogrammet,Svenska 1,90685868,..
Handels- och administrationsprogrammet,Svenska 1,90685868,..
Hantverksprogrammet,Svenska 1,90685868,..
Vård- och omsorgsprogrammet,Svenska 1,90685868,..
Bygg- och anläggningsprogrammet,Svenska 1,24501884,..
Naturbruksprogrammet,Svenska 1,24501884,"30,6"
Fordons- och transportprogrammet,Svenska 1,56084099,"84,0"
Industritekniska programmet,Svenska 1,56084099,..
Handels- och administrationsprogrammet,Svenska 1,80711021,"38,5"
Hantverksprogrammet,Svenska 1,80711021,"28,6"
Hotell- och turismprogrammet,Svenska 1,80711021,"50,0"
Bygg- och anläggningsprogrammet,Svenska 1,17648596,"70,5"
Restaurang- och livsmedelsprogrammet,Svenska 1,16720048,"29,0"
Handels- och administrationsprogrammet,Svenska 1,13960635,..
Bygg- och anläggningsprogrammet,Svenska 1,39341381,..
Handels- och administrationsprogrammet,Svenska 1,39341381,..
Barn- och fritidsprogrammet,Svenska 1,60088179,"60,9"
VVS- och fastighetsprogrammet,Svenska 1,60088179,..
Vård- och omsorgsprogrammet,Svenska 1,60088179,"60,0"
El- och energiprogrammet,Svenska 1,28391147,"51,1"
Bygg- och anläggningsprogrammet,Svenska 1,29209307,..
Fordons- och transportprogrammet,Svenska 1,29209307,..
Vård- och omsorgsprogrammet,Svenska 1,21778322,"37,5"
El- och energiprogrammet,Svenska 1,31380193,..
Handels- och administrationsprogrammet,Svenska 1,31380193,"61,5"
Hantverksprogrammet,Svenska 1,31380193,..
Restaurang- och livsmedelsprogrammet,Svenska 1,31380193,..
Bygg- och anläggningsprogrammet,Svenska 1,90290154,..
El- och energiprogrammet,Svenska 1,90290154,..
Hantverksprogrammet,Svenska 1,90290154,..
VVS- och fastighetsprogrammet,Svenska 1,90290154,"71,4"
Barn- och fritidsprogrammet,Svenska 1,25847233,"50,0"
Handels- och administrationsprogrammet,Svenska 1,25847233,"78,6"
Naturbruksprogrammet,Svenska 1,25847233,..
Vård- och omsorgsprogrammet,Svenska 1,25847233,..
Bygg- och anläggningsprogrammet,Svenska 1,92816527,"53,3"
El- och energiprogrammet,Svenska 1,92816527,"50,0"
Fordons- och transportprogrammet,Svenska 1,92816527,"54,5"
Hantverksprogrammet,Svenska 1,92816527,"43,8"
Hotell- och turismprogrammet,Svenska 1,92816527,..
Restaurang- och livsmedelsprogrammet,Svenska 1,92816527,..
Barn- och fritidsprogrammet,Svenska 1,16848652,..
Handels- och administrationsprogrammet,Svenska 1,16848652,"54,5"
Vård- och omsorgsprogrammet,Svenska 1,16848652,..
El- och energiprogrammet,Svenska 1,94975733,..
Industritekniska programmet,Svenska 1,94975733,"100,0"
Barn- och fritidsprogrammet,Svenska 1,56802300,..
El- och energiprogrammet,Svenska 1,56802300,..
Industritekniska programmet,Svenska 1,56802300,..
Vård- och omsorgsprogrammet,Svenska 1,56802300,..
Fordons- och transportprogrammet,Svenska 1,15149235,..
Hotell- och turismprogrammet,Svenska 1,15149235,..
Restaurang- och livsmedelsprogrammet,Svenska 1,15149235,.
El- och energiprogrammet,Svenska 1,77379848,..
Fordons- och transportprogrammet,Svenska 1,77379848,..
El- och energiprogrammet,Svenska 1,13981977,..
Industritekniska programmet,Svenska 1,13981977,..
Bygg- och anläggningsprogrammet,Svenska 1,24538846,"55,6"
Barn- och fritidsprogrammet,Svenska 1,36886750,..
Handels- och administrationsprogrammet,Svenska 1,36886750,..
Barn- och fritidsprogrammet,Svenska 1,67422309,..
Bygg- och anläggningsprogrammet,Svenska 1,67422309,..
El- och energiprogrammet,Svenska 1,67422309,..
Vård- och omsorgsprogrammet,Svenska 1,67422309,..
Handels- och administrationsprogrammet,Svenska 1,67058407,"57,1"
Bygg- och anläggningsprogrammet,Svenska 1,15791044,..
El- och energiprogrammet,Svenska 1,15791044,..
Naturbruksprogrammet,Svenska 1,15791044,..
Vård- och omsorgsprogrammet,Svenska 1,15791044,..
Hantverksprogrammet,Svenska 1,98696836,..
Barn- och fritidsprogrammet,Svenska 1,82160887,"56,3"
Bygg- och anläggningsprogrammet,Svenska 1,82160887,..
El- och energiprogrammet,Svenska 1,82160887,..
El- och energiprogrammet,Svenska 1,23175129,"54,5"
Industritekniska programmet,Svenska 1,23175129,..
Sjöfartsutbildningen,Svenska 1,77358716,"30,4"
El- och energiprogrammet,Svenska 1,49739986,"81,0"
El- och energiprogrammet,Svenska 1,29225010,"61,5"
Bygg- och anläggningsprogrammet,Svenska 1,33249781,"66,7"
Naturbruksprogrammet,Svenska 1,33249781,"48,7"
Barn- och fritidsprogrammet,Svenska 1,64648566,..
Handels- och administrationsprogrammet,Svenska 1,64648566,..
Hantverksprogrammet,Svenska 1,64648566,"50,0"
Bygg- och anläggningsprogrammet,Svenska 1,18691102,..
El- och energiprogrammet,Svenska 1,18691102,..
Industritekniska programmet,Svenska 1,18691102,..
VVS- och fastighetsprogrammet,Svenska 1,18691102,..
Fordons- och transportprogrammet,Svenska 1,70302356,..
Vård- och omsorgsprogrammet,Svenska 1,65421426,"73,3"
Bygg- och anläggningsprogrammet,Svenska 1,24349146,"48,9"
Barn- och fritidsprogrammet,Svenska 1,15933512,"59,0"
Handels- och administrationsprogrammet,Svenska 1,15933512,"33,3"
Hantverksprogrammet,Svenska 1,15933512,..
Hotell- och turismprogrammet,Svenska 1,15933512,..
Restaurang- och livsmedelsprogrammet,Svenska 1,15933512,"23,8"
Bygg- och anläggningsprogrammet,Svenska 1,47692481,..
Handels- och administrationsprogrammet,Svenska 1,47692481,..
Hotell- och turismprogrammet,Svenska 1,47692481,..
VVS- och fastighetsprogrammet,Svenska 1,47692481,..
Vård- och omsorgsprogrammet,Svenska 1,47692481,..
Barn- och fritidsprogrammet,Svenska 1,64693272,..
Fordons- och transportprogrammet,Svenska 1,64693272,..
Industritekniska programmet,Svenska 1,64693272,..
Naturbruksprogrammet,Svenska 1,64693272,..
Hotell- och turismprogrammet,Svenska 1,18072172,..
Restaurang- och livsmedelsprogrammet,Svenska 1,18072172,..
VVS- och fastighetsprogrammet,Svenska 1,18072172,..
Bygg- och anläggningsprogrammet,Svenska 1,85188855,..
El- och energiprogrammet,Svenska 1,85188855,..
Fordons- och transportprogrammet,Svenska 1,85188855,..
Handels- och administrationsprogrammet,Svenska 1,85188855,..
Hotell- och turismprogrammet,Svenska 1,85188855,..
Industritekniska programmet,Svenska 1,85188855,..
Naturbruksprogrammet,Svenska 1,85188855,..
Restaurang- och livsmedelsprogrammet,Svenska 1,85188855,..
VVS- och fastighetsprogrammet,Svenska 1,85188855,..
El- och energiprogrammet,Svenska 1,39528347,"50,0"
Restaurang- och livsmedelsprogrammet,Svenska 1,39528347,..
Bygg- och anläggningsprogrammet,Svenska 1,85473846,"57,1"
Fordons- och transportprogrammet,Svenska 1,85473846,"39,1"
Handels- och administrationsprogrammet,Svenska 1,85473846,"56,3"
Hantverksprogrammet,Svenska 1,85473846,..
VVS- och fastighetsprogrammet,Svenska 1,29744774,"69,2"
Barn- och fritidsprogrammet,Svenska 1,89690587,..
Vård- och omsorgsprogrammet,Svenska 1,89690587,"70,0"
Industritekniska programmet,Svenska 1,20768651,"78,6"
Bygg- och anläggningsprogrammet,Svenska 1,32239920,"51,2"
El- och energiprogrammet,Svenska 1,32239920,"25,9"
Fordons- och transportprogrammet,Svenska 1,98781765,"54,5"
Vård- och omsorgsprogrammet,Svenska 1,87112995,..
Barn- och fritidsprogrammet,Svenska 1,18686599,..
Barn- och fritidsprogrammet,Svenska 1,93779220,..
Handels- och administrationsprogrammet,Svenska 1,53279140,"43,8"
Hantverksprogrammet,Svenska 1,53279140,"50,0"
Hotell- och turismprogrammet,Svenska 1,53279140,..
Restaurang- och livsmedelsprogrammet,Svenska 1,53279140,..
Barn- och fritidsprogrammet,Svenska 1,80785976,..
El- och energiprogrammet,Svenska 1,80785976,..
Hantverksprogrammet,Svenska 1,80785976,"76,9"
Barn- och fritidsprogrammet,Svenska 1,47559319,"42,1"
Bygg- och anläggningsprogrammet,Svenska 1,56187883,"68,8"
El- och energiprogrammet,Svenska 1,56187883,..
Fordons- och transportprogrammet,Svenska 1,56187883,..
Handels- och administrationsprogrammet,Svenska 1,56187883,..
Hantverksprogrammet,Svenska 1,56187883,"36,4"
Naturbruksprogrammet,Svenska 1,56187883,..
Restaurang- och livsmedelsprogrammet,Svenska 1,56187883,..
El- och energiprogrammet,Svenska 1,51023367,"50,0"
Fordons- och transportprogrammet,Svenska 1,51023367,..
Handels- och administrationsprogrammet,Svenska 1,51023367,..
Restaurang- och livsmedelsprogrammet,Svenska 1,51023367,..
Vård- och omsorgsprogrammet,Svenska 1,51023367,..
Industritekniska programmet,Svenska 1,95069937,"47,1"
Barn- och fritidsprogrammet,Svenska 1,52690153,..
Bygg- och anläggningsprogrammet,Svenska 1,52690153,..
El- och energiprogrammet,Svenska 1,52690153,..
Fordons- och transportprogrammet,Svenska 1,52690153,..
Ekonomiprogrammet,Svenska 3,74776778,..
Teknikprogrammet,Svenska 3,18345915,..
Humanistiska programmet,Svenska 3,68229719,..
Samhällsvetenskapsprogrammet,Svenska 3,68229719,..
Estetiska programmet,Svenska 3,61004230,.
Naturvetenskapsprogrammet,Svenska 3,61004230,.
Naturvetenskapsprogrammet,Svenska 3,71262305,.
