skolkod,antal_elever
82163292,54
88163512,33
31279294,..
36782335,15
69686851,33
95165649,15
35236491,61
50696507,27
38448056,15
83085136,52
85544331,29
19560192,..
21363125,..
78659008,36
18091973,19
88624631,23
35390185,..
40829056,..
65662401,57
75344502,20
32580162,23
61547652,47
62490359,13
64725297,29
43362941,23
23457902,..
27597104,23
77823650,26
52634142,65
32705515,38
23306658,35
26167236,..
11185244,12
56211717,20
32042066,..
92814975,10
20984584,..
61823258,..
39178171,29
25745773,68
43284031,26
26267406,..
53180719,..
56267421,18
34990065,56
32003298,24
42517257,32
86896907,31
14292382,44
54764253,26
97104132,12
46332927,37
86319615,16
22446331,12
76903284,..
34222422,..
98815582,75
59026584,92
52333875,43
92489953,27
82888663,26
11275959,32
50615280,18
19035583,38
80280597,..
89630851,..
14586562,..
65234368,63
76942525,..
25698509,38
16496466,..
65265211,..
61175914,..
63451147,12
31112935,19
20173336,39
38544187,47
23517683,19
88956420,..
14677676,33
98032567,..
25955541,35
24501884,43
25847233,11
34421265,24
33249781,42
64693272,..
61004230,24
71262305,10
55795961,..
84947634,..
48009865,20
18208087,24
19464342,..
60743463,..
32960825,23
91748148,21
42022406,..
65192707,62
43634528,131
53400472,14
97758137,21
26334561,82
40386043,32
59483268,20
21663998,93
20595770,25
45164827,88
34153869,25
17846181,..
75082798,26
34637764,71
48434184,16
95684185,32
17008320,29
25720752,27
55155562,13
23164911,76
19981611,..
19586169,10
24273261,..
59455288,..
25677996,13
35063170,19
31279294,..
36782335,49
23897040,..
20666515,10
54965510,90
84835666,28
64740897,..
78979604,..
85068812,..
78397312,67
89837629,32
12994441,22
88774402,59
75141151,15
84306392,177
26627862,31
72517762,16
38684438,22
35647481,74
69983740,25
66491596,39
12052268,27
71597051,64
40690520,66
21505555,118
70066748,40
19207279,89
53640774,22
72127035,11
74148070,36
19051089,71
98052678,47
16313848,55
11294673,11
86327236,..
83137205,19
54172830,22
65136104,..
56330385,..
20228162,51
53462953,31
60730660,70
82592568,19
78875918,62
86385479,..
49862313,26
42859669,21
99592025,54
47550455,40
47046103,11
58125096,17
82914148,..
20620556,..
17173461,..
30468157,25
61528940,116
92858957,52
86296935,..
44113417,39
39555838,..
85214294,..
82084961,62
51210136,120
80686587,29
91984508,35
40667807,31
88466776,14
57942242,39
77688926,86
29032715,29
48931433,27
96024712,71
30458073,..
27115998,15
79516949,15
87207941,11
46574937,120
63791419,29
81619482,16
90006712,10
39149668,17
38233622,24
48722826,22
98239050,21
61547652,..
87034307,82
78872213,17
76860623,43
64160122,48
56947954,52
72022487,..
71512894,15
28248021,10
44417214,15
88776535,44
71043974,91
57777751,..
89807183,49
96818167,17
67300857,88
99279503,..
63653488,..
84476205,24
69240218,..
12934438,146
43313366,16
82002016,29
23306658,10
69306209,24
94090461,11
80931789,100
69807202,22
75939593,113
56639389,172
95700485,22
53896162,183
17779637,19
66824652,..
49168016,13
60873719,35
21938183,27
69063711,..
12926770,21
68748767,..
23548714,17
48593439,16
91773491,39
30361243,77
25596917,25
65722876,27
65381163,25
84424083,33
78231062,116
10481541,26
68381790,10
13006857,25
16956086,25
58187973,12
31870541,..
44672598,26
31822012,..
83161201,48
16702464,..
36252055,149
58907711,31
71541108,22
69471748,..
76485705,57
93239262,12
75575321,37
24194577,..
51955293,29
51736304,10
95785055,56
68655578,36
37054246,..
39199869,29
59655752,12
41555549,..
81876614,25
67071618,..
75324351,..
61229217,16
59575030,27
77440824,36
14292382,12
87859089,10
98908403,20
16493131,31
83272868,28
45552626,35
16748680,19
65674821,19
38048202,58
65320354,63
76903284,19
49141105,13
26996566,..
27704246,176
69747871,..
79346084,28
14448619,22
43565270,23
52791537,60
85819857,126
54117171,53
48120273,22
94167577,25
53903798,..
69650864,61
41938272,51
76054399,66
60142020,..
70811222,..
17911161,42
35084976,22
77632411,84
49068301,16
38195284,19
97510495,20
89461767,17
94717858,20
53760158,19
37802196,..
36288955,62
74812809,63
88839172,96
95618280,51
26326048,30
37839488,52
59796774,..
75600007,22
73812226,34
82964090,171
24339566,48
65458415,..
52333875,46
69543519,26
24759907,25
31315191,26
56670842,60
48555205,24
31313926,..
30312720,52
32116280,..
53175499,16
52153758,119
22116645,102
30167976,10
50104466,..
28004794,..
32071849,37
41099519,12
59386837,..
21382451,31
43873969,61
24993048,16
66273269,10
11275959,12
58518163,..
37912396,11
45593337,14
10226870,20
32057701,47
30615080,25
70543431,..
23476801,..
86351879,15
74322969,..
90260899,..
31057219,14
27079521,10
64579522,..
34381901,20
55150847,35
53069733,15
99394620,15
76448076,21
84329061,71
82718660,..
31486865,44
97265732,75
61720981,63
98651664,77
33657492,17
37078868,..
16130958,70
77713695,32
16218090,27
23544320,101
49136871,..
20855811,15
53923398,25
74560191,..
47844862,56
72984079,16
52048443,..
61674097,..
32550660,118
93488613,..
45600034,..
59599256,94
26957025,140
90509211,..
11953769,..
50393060,10
95340745,..
54004368,65
31975673,42
82251333,20
63931325,..
57391913,21
46148350,18
50133877,28
74919147,25
24277564,10
44412461,144
18217765,49
49576295,40
49170638,11
25379974,..
88025221,137
18042101,16
56041699,..
70955448,58
46707989,88
61176909,26
21778322,13
62612992,29
94975733,29
56802300,..
15149235,18
13981977,..
67058407,17
15791044,13
64908550,31
77358716,23
92192566,..
56886667,113
65421426,82
62394916,..
72071234,51
64693272,..
65833454,13
34988313,89
38880984,54
18686599,12
47559319,11
20752831,16
51023367,..
34739511,10
52690153,..
61004230,..
19464342,..
43609520,..
83474173,11
91487291,..
88445871,32
23424275,35
40386043,..
33685428,..
75082798,..
34637764,17
15077883,..
19647256,14
16361868,..
19586169,..
25679488,12
31279294,..
36782335,10
90551279,19
93062368,..
15414001,55
38311488,32
74148070,..
32671805,33
79606767,..
65136104,..
80327946,42
86385479,..
70923626,..
47550455,..
20620556,..
19560192,..
46660042,..
40810950,27
17849518,..
66132676,26
19741742,..
97270136,10
30530571,12
11673760,20
38400227,13
60209222,19
23350817,..
87262566,..
41844601,15
57397381,11
72022487,..
44417214,10
86158933,12
78287294,21
32705515,17
23306658,..
31740319,22
63035915,53
50821167,..
92814975,..
68748767,..
20984584,..
11608031,14
76007769,18
88894245,..
47884009,24
75340089,..
31796890,..
69471748,21
60424371,21
37054246,..
18711877,..
28025244,..
16493131,..
48304166,..
68597767,..
38048202,12
40575001,..
12496135,..
42060237,..
56653353,48
31998226,..
24397215,44
30677562,28
79845033,..
21627442,55
16931486,..
19306558,..
37912396,..
29159460,..
89630851,13
69302313,..
27079521,..
14853321,..
92949043,12
71969230,..
61720981,..
16496466,..
62300682,19
61175914,..
61197669,..
37316242,22
54599691,..
27106031,..
63931325,..
57391913,11
70803636,13
14799321,25
16720048,39
31380193,..
92816527,..
15149235,..
82160887,..
15933512,31
12198363,..
18072172,..
85188855,..
39528347,..
53279140,10
56187883,..
51023367,..
68229719,52
71262305,15
55795961,..
84947634,..
48009865,24
82840198,41
19464342,..
60743463,..
97968599,31
42218661,11
74434644,77
36263479,152
19150273,11
53400472,..
97758137,13
26334561,66
40386043,47
59483268,19
32879845,13
88573795,..
20595770,80
82814120,34
45164827,30
10924758,16
34153869,21
17846181,10
75082798,40
23555409,59
72266906,106
34637764,..
19912478,63
15077883,15
48434184,19
51138448,33
93939982,38
25720752,33
55155562,27
31533003,28
16361868,..
19981611,..
19586169,14
24273261,13
59455288,..
25679488,41
35063170,..
31279294,..
36782335,71
20666515,26
21648755,82
11111710,12
49616977,22
54965510,131
54164490,25
20319353,43
92194545,63
64740897,..
78979604,..
85068812,10
78397312,64
36444853,27
89837629,44
12994441,17
88774402,58
75141151,35
28627819,103
26627862,17
48847282,90
72517762,..
38684438,51
31251822,105
90099336,..
69983740,38
12052268,48
71597051,60
40690520,63
97382366,25
10638939,23
21052710,55
88834120,57
19207279,77
53640774,23
72127035,19
68734112,32
92507006,72
44653962,23
50198492,143
16313848,145
11294673,15
86327236,..
41745951,67
83137205,24
28398531,..
66335258,16
54172830,20
75458014,17
65136104,..
56330385,16
20228162,48
53462953,87
60730660,31
82592568,32
86385479,..
49862313,50
99838438,..
42859669,76
99592025,64
34247736,43
76877530,..
47046103,..
58125096,26
82914148,..
20620556,11
17173461,..
30468157,31
66861851,126
92858957,78
44113417,40
67783774,..
39555838,..
85214294,13
82084961,16
73829818,54
18881773,..
78295411,78
12279302,22
50500028,56
18091973,25
88466776,18
40634612,24
37358234,13
21008461,58
53893730,109
42573391,..
64574972,24
45830583,..
48931433,49
30530571,104
78839208,41
30458073,..
68920727,20
27115998,28
79516949,14
96684210,125
87207941,26
23836342,39
12395564,27
39149668,17
48722826,18
40766349,22
67554405,58
73944169,56
94455820,..
62104139,52
78872213,20
58191646,94
63179610,23
64569393,10
48217580,28
57397381,37
72022487,30
71512894,12
28248021,24
44417214,20
25025681,55
71043974,77
57777751,..
61161774,65
75914181,24
99279503,16
63653488,..
25392789,115
69240218,36
38460895,18
31199511,70
43313366,43
37550979,..
70137084,26
23306658,18
11102578,37
17944628,97
94090461,21
64648904,24
75939593,104
26324896,13
56639389,115
95700485,20
53896162,201
17779637,34
71929526,..
60873719,17
28085125,16
21938183,42
69063711,..
77609073,..
35894996,21
12926770,17
68748767,16
23548714,20
48593439,26
91773491,25
30361243,75
25596917,55
65722876,79
65381163,93
31155312,33
84424083,73
78231062,123
10481541,48
68381790,24
13006857,52
16956086,28
58187973,..
31870541,18
44672598,25
31822012,32
99356671,..
16702464,..
29449669,20
62855448,25
91812793,182
58907711,58
68285560,59
58544422,83
69471748,24
49750031,50
93239262,17
75575321,38
28023078,16
24194577,..
57690933,67
12130801,22
95785055,57
68741484,71
37054246,14
72421673,40
15763669,..
59655752,20
41555549,22
85459854,47
67071618,..
75324351,..
61229217,17
18617410,58
40338843,29
14292382,17
87859089,18
98908403,63
16493131,29
83272868,27
11526364,34
45552626,18
16748680,24
92332557,17
78690637,62
30279258,83
76903284,26
49141105,25
18974693,119
26996566,..
69747871,..
31151740,21
79346084,66
89816391,41
43565270,38
77176811,77
52791537,67
52942981,85
48120273,28
94167577,26
27023528,16
53903798,19
97770837,45
69650864,30
59581397,24
41938272,43
29423248,81
33132452,35
70811222,..
17911161,35
35084976,..
77632411,28
49068301,19
59898194,19
38195284,53
97510495,52
89461767,29
94717858,29
36288955,62
74812809,30
88839172,32
48412612,70
75075402,61
26326048,44
37839488,55
59796774,..
17675502,10
75600007,37
73812226,20
88955893,98
63943560,16
85516596,17
16784385,27
89963319,..
24339566,59
65458415,..
95154882,..
28519815,26
69543519,..
24759907,55
31315191,32
42775003,89
48555205,62
32116280,..
57143976,77
53175499,..
64388538,102
52153758,31
22116645,..
99755443,84
30167976,..
50104466,..
28004794,..
32071849,36
79845033,36
41099519,22
59386837,..
21382451,31
36769815,..
43873969,55
35301145,80
59942080,14
66273269,16
11275959,..
58518163,13
37912396,13
45593337,17
19839859,..
30615080,38
25178582,14
23476801,..
56041144,41
74322969,15
90260899,19
31057219,11
27079521,19
64579522,17
34381901,21
55150847,..
90076461,74
53069733,13
95368476,49
76448076,..
86488203,55
25156286,18
28081446,36
92949043,40
91048178,15
82718660,..
12399380,..
31486865,87
97265732,53
61720981,30
50424828,..
47393891,75
48414975,17
47108751,..
33657492,28
82195565,82
77713695,23
64667996,36
23544320,35
69040241,..
63993414,..
20855811,34
53923398,43
74560191,..
47844862,80
72984079,33
36480690,19
32995170,23
52048443,..
61674097,53
32550660,107
93488613,15
45600034,..
59599256,99
26957025,94
90509211,19
50393060,23
85788659,13
95340745,..
59521477,..
92442684,12
54599691,61
31975673,84
99864908,33
63931325,..
57391913,33
46148350,13
49868916,33
74919147,13
78389879,13
24277564,..
44412461,123
36355200,53
70803636,57
77712952,40
10433896,37
49170638,18
46379730,24
25379974,11
88025221,167
18042101,19
56041699,..
45111086,15
70955448,67
67924816,111
56084099,..
13960635,79
61176909,32
21778322,24
85485803,59
88429477,43
56802300,10
15149235,17
24538846,16
67058407,18
15791044,12
65392939,49
77358716,41
49739986,40
92192566,33
56886667,104
64648566,14
65421426,66
62394916,24
72071234,32
15933512,136
64693272,..
18072172,..
65833454,10
28045567,84
18686599,26
93779220,114
80785976,14
47559319,11
56187883,12
20752831,26
51023367,..
52690153,..
36782335,..
96279444,17
19560192,..
31657916,..
85800840,12
20061769,12
77358716,18
18345915,50
71262305,16
55795961,..
48009865,28
18208087,16
60743463,..
32960825,38
91748148,27
42022406,19
65192707,50
69018222,28
12889940,108
40386043,29
21663998,16
88259298,20
17846181,..
75082798,52
23555409,21
30341162,16
16950252,97
15077883,..
48434184,..
56421429,34
17008320,36
25720752,11
55155562,17
23164911,56
36680097,..
95683850,65
89888648,47
35063170,12
31279294,..
36782335,26
23897040,..
37906565,..
90551279,102
69686851,..
85068812,..
16819383,12
89837629,18
72517762,..
79094701,92
66491596,27
12052268,12
53231578,66
96279444,55
40690520,33
35006050,47
21052710,65
58502307,16
97177328,32
70969714,29
81993306,63
47264019,33
16313848,80
86327236,..
28398531,15
79033948,22
68240485,58
78875918,60
86385479,..
49862313,..
99838438,34
42859669,22
99592025,45
47550455,25
58125096,29
30468157,28
72206824,53
92858957,60
44113417,26
39555838,..
82084961,35
46162400,17
67279263,123
18594470,61
40667807,..
88466776,..
40634612,..
14508922,88
29032715,29
19909435,29
96024712,42
27115998,11
41867682,16
79516949,21
46574937,172
39805497,30
81619482,10
90006712,..
39149668,..
48722826,13
53691739,14
43251309,11
87034307,37
78872213,..
80405898,62
51620045,42
86888278,11
56947954,27
72022487,27
71512894,15
28248021,..
44417214,14
88776535,40
71043974,14
89807183,50
39302565,14
79527481,134
69240218,..
86787111,28
77823650,..
82002016,24
97535124,34
69306209,14
12954099,69
90473340,13
51449748,27
12613085,24
53896162,167
66824652,20
49168016,23
60873719,12
69063711,..
77609073,..
52129378,34
65381163,69
68381790,..
13006857,16
16956086,29
31870541,20
44672598,19
83161201,33
16702464,..
29449669,29
36252055,90
14355031,12
53832505,41
69471748,..
43284031,30
26267406,..
51955293,27
51736304,11
44285075,..
68655578,31
37054246,..
39199869,31
88750078,15
41555549,11
81876614,26
67071618,13
75324351,..
59575030,57
77440824,22
51981332,22
87859089,..
98908403,22
16493131,15
11526364,19
38048202,83
26671095,23
65320354,61
76903284,17
15870428,24
26750052,91
12546590,43
54117171,51
94167577,43
27023528,24
17911161,12
35084976,..
49068301,16
94717858,32
46256929,45
73812226,15
15390992,146
63943560,15
78433202,59
31313926,52
30312720,29
32116280,29
57143976,30
93367005,57
50104466,..
79845033,14
41099519,..
59386837,..
17276047,26
48244956,22
13084253,76
58518163,10
27993549,15
37912396,..
45593337,31
67628478,65
37517404,..
25178582,13
86351879,..
74322969,..
90260899,..
31057219,13
27079521,12
64579522,..
53069733,12
99394620,17
31537066,15
21400668,15
84329061,68
91048178,12
31486865,13
97265732,27
61720981,99
82931004,..
28829503,90
33657492,36
33596572,74
57668673,10
20855811,23
53923398,18
72984079,39
36480690,15
52048443,34
50393060,11
95340745,..
59521477,..
66095163,21
54004368,59
31975673,20
59463950,38
63931325,..
75374280,20
46148350,..
50133877,39
44412461,26
18217765,29
66028861,88
10433896,26
43154449,11
68824244,62
43479922,22
28391147,68
62612992,36
94975733,..
56802300,..
15149235,..
13981977,..
67058407,..
15791044,..
65392939,56
29225010,16
24349146,129
83605345,..
64693272,..
18072172,..
20768651,48
28872974,74
80785976,..
21532545,..
20752831,13
34739511,16
68824244,..
68564903,12
88445871,14
98132436,21
59483268,..
12154972,14
59734510,..
59455288,..
89888648,..
36782335,..
20666515,..
90551279,14
93062368,..
90267145,..
16819383,10
51321260,37
88556189,..
31843016,..
87764775,..
16313848,..
65136104,..
69241230,..
80327946,22
86385479,..
42859669,22
92905347,10
30329172,..
19560192,..
82084961,14
73829818,16
14508922,..
19741742,..
19909435,16
85800840,..
39583059,14
38645259,..
38400227,17
86473502,..
73567152,13
23457902,..
72022487,..
44417214,..
86724994,..
78287294,..
81551726,..
76195214,..
82826083,12
26167236,..
63035915,26
17119840,11
20984584,..
25648215,..
68006362,26
86762103,..
58187973,..
88894245,..
22220001,..
72891848,..
48862305,25
26267406,..
53180719,..
15609112,13
62216381,..
85459854,13
41697930,26
78690637,..
97835550,..
42911621,12
42060237,..
14926020,19
31998226,..
79829846,42
41631104,..
16931486,..
19839859,..
43601850,..
96414537,..
99394620,..
84329061,12
65265211,..
61647360,..
45541222,11
91905819,..
54882637,..
72984079,17
69865450,..
49872493,..
54467211,10
82251333,..
34002355,10
10342448,10
60088179,16
90290154,11
18691102,..
24349146,21
47692481,..
18072172,..
29744774,..
32239920,..
68229719,10
84947634,..
68564903,17
82840198,..
32960825,12
83474173,13
74434644,18
93281974,34
23424275,..
19150273,..
26334561,19
59483268,..
73098153,12
17846181,..
75082798,..
34637764,34
15077883,..
48434184,..
88850910,15
25720752,20
31533003,..
31429031,17
19586169,..
95683850,17
59455288,..
25677996,..
36782335,14
37906565,..
90551279,18
90267145,..
72998905,17
96590873,85
88556189,10
72127035,..
85003442,23
44653962,22
87764775,..
48438396,41
32671805,..
16313848,21
11294673,..
66335258,10
78875918,26
78023197,27
70923626,10
92905347,..
34247736,21
38167912,10
19560192,..
46660042,27
85214294,..
40037982,45
12279302,25
40667807,10
80762863,18
31657916,..
64574972,13
48931433,27
96024712,..
40829056,..
38645259,..
11673760,20
63791419,44
46145886,..
27041885,15
97596286,34
67554405,29
86473502,..
84286698,..
76860623,21
57397381,15
72022487,12
28248021,..
44417214,..
14102256,29
75914181,17
99279503,46
76195214,11
21901328,19
23306658,..
31740319,15
69807202,52
63035915,23
32042066,13
92814975,..
35894996,26
20984584,..
25648215,12
68006362,52
13006857,14
16956086,16
71160225,..
75340089,..
36670439,14
22220001,..
99356671,14
16702464,..
72891848,..
71541108,18
28023078,17
13963517,..
51955293,12
12130801,..
53180719,12
68741484,..
31179045,25
41555549,..
18711877,11
75324351,..
70376604,24
14292382,..
16493131,22
48304166,..
65674821,12
38048202,46
87303004,11
97835550,..
26508763,21
14504503,..
16198647,72
12496135,..
76903284,13
68649663,37
81997762,..
42060237,..
53903798,14
97770837,18
33132452,24
59898194,..
95618280,55
65458415,..
16501673,..
59386837,..
16931486,..
32321364,11
27993549,..
37912396,..
90312942,10
19839859,..
29159460,..
43601850,..
14586562,..
69302313,11
31057219,12
64579522,..
34381901,..
96414537,..
31537066,10
84329061,20
71969230,..
61720981,13
50424828,42
65265211,..
97191332,29
33657492,..
17812651,21
22239675,21
59599256,31
49872493,..
11953769,..
50393060,..
95340745,..
92442684,34
54599691,11
54467211,..
99864908,16
63931325,..
46148350,..
49868916,19
84908877,..
24277564,..
36355200,16
77835341,12
77712952,20
56041699,16
90685868,10
60088179,25
21778322,19
90290154,..
25847233,21
16848652,..
56802300,..
77379848,..
67422309,..
15791044,..
65421426,36
12198363,..
47692481,..
64693272,..
89690587,28
87112995,28
51023367,..
52690153,..
38683336,10
