skolkod,andel_minst_e_gyarb
64160122,"100,0"
48217580,"97,2"
51620045,"100,0"
86888278,"89,5"
57397381,"92,7"
56947954,"98,7"
72022487,"98,2"
71512894,"95,2"
28248021,"95,7"
44417214,"97,3"
25025681,"92,7"
88776535,"98,8"
49488344,"100,0"
74408578,"98,1"
71043974,"97,8"
57777751,..
38732602,"100,0"
89807183,"97,0"
61161774,"97,8"
86158933,"100,0"
75914181,"93,3"
39302565,"92,9"
96818167,"100,0"
79527481,"97,0"
67300857,"100,0"
99279503,"83,3"
63653488,..
84476205,"97,8"
24544503,"95,6"
25392789,"97,4"
69240218,"94,5"
38460895,"88,9"
31199511,"100,0"
12934438,"99,0"
43313366,"100,0"
86787111,"97,1"
97868185,"100,0"
77823650,..
37550979,"100,0"
60214465,"88,5"
70137084,"96,4"
82002016,"100,0"
23306658,"100,0"
97535124,"100,0"
11102578,"98,7"
69306209,"100,0"
10129345,"100,0"
17944628,"93,1"
94468610,"100,0"
94090461,"100,0"
12954099,"97,1"
80931789,"98,0"
90473340,"100,0"
69807202,"100,0"
64648904,"100,0"
75939593,"98,5"
26324896,"100,0"
56639389,"99,5"
95700485,"97,6"
51449748,"94,2"
28267726,"100,0"
12613085,"100,0"
53896162,"98,3"
17779637,"97,7"
66824652,"96,6"
49168016,"100,0"
71929526,"93,5"
60873719,"97,5"
28085125,"100,0"
21938183,"97,1"
78986228,.
71472793,"100,0"
69063711,"100,0"
77609073,"100,0"
35894996,"86,7"
12926770,"94,7"
68748767,"81,3"
23548714,"87,3"
48593439,"86,7"
91773491,"84,3"
30361243,"96,5"
25596917,"99,1"
65722876,"96,9"
52129378,"97,1"
65381163,"92,5"
31155312,"60,5"
84424083,"99,5"
49231191,"95,7"
78231062,"100,0"
10481541,"96,7"
68381790,"100,0"
13006857,"100,0"
16956086,"100,0"
58187973,"100,0"
88894245,..
31870541,"98,7"
44672598,"100,0"
31822012,"94,7"
83161201,"100,0"
99356671,..
16702464,"100,0"
29449669,"97,2"
62855448,"96,3"
36252055,"99,2"
91812793,"98,5"
14355031,"100,0"
46611859,"100,0"
58907711,"100,0"
68285560,"97,3"
58544422,"97,9"
65150019,"100,0"
71541108,"100,0"
53832505,"95,1"
47537928,"89,7"
69471748,"88,2"
49750031,"98,0"
76485705,"98,2"
93239262,"100,0"
99976753,"95,7"
75575321,"98,4"
28023078,"93,8"
43284031,"96,7"
24194577,..
26267406,..
51955293,"100,0"
57690933,"97,9"
12130801,"97,1"
51736304,"100,0"
44285075,"94,3"
95785055,"100,0"
68655578,"97,0"
68741484,"95,2"
37054246,"100,0"
39199869,"98,3"
31179045,"73,1"
72421673,"100,0"
15763669,..
59655752,"97,7"
88750078,"100,0"
41555549,"100,0"
85459854,"98,5"
81876614,"100,0"
18711877,"100,0"
67071618,"100,0"
75324351,"100,0"
61229217,"97,4"
70376604,"97,6"
59575030,"96,4"
18617410,"82,8"
28025244,"96,3"
40338843,"96,7"
77440824,"100,0"
14292382,"100,0"
51981332,"100,0"
87859089,"100,0"
98908403,"93,2"
16493131,"98,0"
83272868,"97,5"
11526364,"96,2"
45552626,"95,9"
50906954,.
16748680,"100,0"
65674821,"100,0"
92332557,"94,0"
78690637,"96,4"
38048202,"100,0"
90990441,..
26671095,"100,0"
65320354,"100,0"
77544055,"100,0"
49112879,"98,0"
30279258,"98,1"
76903284,"94,5"
43623146,..
49141105,"88,5"
15870428,"100,0"
26646080,"100,0"
26750052,"98,9"
18974693,"99,3"
26996566,"100,0"
27704246,"98,3"
28967085,..
69747871,..
31151740,"100,0"
79346084,"96,0"
89816391,"100,0"
14448619,"98,6"
12546590,"100,0"
43565270,"92,5"
77176811,"97,4"
52791537,"100,0"
85152591,"100,0"
85819857,"100,0"
40600798,"100,0"
52942981,"94,1"
54117171,"100,0"
48120273,"97,3"
33233228,..
94167577,"88,0"
27023528,"92,5"
53903798,"74,4"
97770837,"92,9"
69650864,"100,0"
59581397,"100,0"
41938272,"96,2"
29423248,"98,0"
76054399,"97,0"
33132452,"94,9"
60142020,..
70811222,"100,0"
17911161,"76,5"
35084976,"100,0"
25525759,.
77632411,"99,4"
49068301,"89,3"
59898194,"95,3"
38195284,"95,3"
97510495,"96,7"
89461767,"98,7"
94717858,"95,4"
53760158,"100,0"
78422467,"98,6"
37802196,..
36288955,"100,0"
74812809,"100,0"
88839172,"98,7"
48412612,"95,7"
95618280,"92,2"
75075402,"94,7"
26326048,"89,2"
37839488,"91,5"
46256929,"97,8"
83374651,"100,0"
59796774,"100,0"
17675502,..
75600007,"94,9"
73812226,"94,3"
30762346,..
82964090,"99,4"
88955893,"99,2"
15278518,"92,6"
15390992,"98,4"
63943560,"90,3"
85516596,"97,4"
16784385,"97,5"
89963319,..
24339566,"97,6"
65458415,..
95154882,..
52333875,"100,0"
24663703,..
28519815,"96,2"
65666808,..
69543519,"96,3"
89693952,.
24759907,"80,8"
78433202,"94,9"
35366805,"100,0"
31315191,"92,7"
42775003,"100,0"
56670842,"100,0"
89370947,"99,2"
48555205,"91,6"
31313926,"93,1"
30312720,"100,0"
32116280,"100,0"
57143976,"97,2"
93367005,"100,0"
53175499,"100,0"
64388538,"100,0"
52153758,"100,0"
22116645,"98,1"
99755443,"97,9"
30167976,"95,3"
50104466,"100,0"
28004794,..
32071849,"100,0"
79845033,"98,3"
41099519,"96,0"
59386837,"100,0"
17276047,"97,0"
21382451,"95,3"
48244956,"91,4"
36769815,..
43873969,"97,1"
55825382,"90,0"
19306558,"100,0"
35301145,"90,0"
24993048,"87,5"
13084253,"97,4"
59942080,"94,4"
66273269,"96,2"
11275959,"100,0"
58518163,"84,6"
27993549,"100,0"
37912396,"100,0"
45593337,"93,4"
10226870,"100,0"
19839859,"100,0"
67628478,"100,0"
37517404,..
32057701,"100,0"
30615080,"87,9"
25178582,"95,7"
70543431,"100,0"
23476801,..
86351879,"100,0"
56041144,"98,1"
74322969,"100,0"
90260899,"92,3"
31057219,"97,7"
27079521,"100,0"
33572033,"95,8"
64579522,"100,0"
34381901,"98,1"
55150847,"95,0"
90076461,"93,9"
53069733,"98,0"
99394620,"100,0"
95368476,"97,1"
14853321,"95,7"
76448076,"93,8"
31537066,"100,0"
86488203,"97,2"
25156286,"96,0"
28081446,"98,9"
21400668,"95,2"
92949043,"98,1"
92818240,"93,2"
84329061,"97,8"
91048178,"96,3"
82718660,"100,0"
12399380,"100,0"
31486865,"99,7"
97265732,"99,6"
61720981,"99,5"
50424828,"85,7"
82931004,..
95024660,"98,6"
32263814,"100,0"
47393891,"92,0"
48414975,"100,0"
11533776,"96,0"
47108751,..
28829503,"100,0"
99622695,..
98651664,"98,7"
33657492,"95,5"
79309485,"100,0"
37078868,..
16130958,"100,0"
82195565,"100,0"
33596572,"100,0"
77713695,"100,0"
51131594,"95,2"
89680395,"100,0"
53696633,"100,0"
27440210,"100,0"
62758285,"100,0"
16218090,"100,0"
64667996,"97,2"
23544320,"100,0"
57668673,"100,0"
69040241,..
63993414,"100,0"
49136871,..
20855811,"91,9"
53923398,"93,3"
74560191,"100,0"
47844862,"98,2"
72984079,"91,8"
36480690,"92,0"
24787883,..
32995170,"94,4"
52048443,"100,0"
61674097,"97,8"
32550660,"99,6"
93488613,"88,2"
45600034,"100,0"
59599256,"98,5"
26957025,"99,1"
90509211,"98,5"
43277545,"94,6"
11953769,.
50393060,"96,7"
85788659,"89,5"
95340745,..
59521477,"100,0"
92442684,"100,0"
66095163,"84,3"
54599691,"100,0"
54004368,"98,7"
31975673,"99,1"
82251333,"100,0"
99864908,"97,3"
27106031,"97,9"
59463950,"100,0"
63931325,"100,0"
57391913,"98,1"
75374280,"100,0"
46148350,"95,3"
50133877,"100,0"
49868916,"98,9"
74919147,"98,4"
78389879,"96,0"
24277564,"85,7"
44412461,"99,3"
36355200,"96,7"
96920524,"100,0"
18217765,"97,4"
70803636,"98,9"
49576295,"100,0"
66028861,"100,0"
23797825,"98,1"
45293715,"98,5"
77712952,"92,9"
10433896,"96,2"
43154449,"100,0"
49170638,"95,3"
46379730,"97,4"
25379974,"95,5"
88025221,"99,1"
18042101,"98,8"
56041699,..
45111086,"100,0"
70955448,"99,4"
68824244,"100,0"
46707989,"95,5"
46986216,"95,5"
67924816,"99,1"
92805465,"97,7"
56084099,..
16720048,"100,0"
13960635,"98,7"
61176909,"100,0"
43479922,"95,5"
28391147,"98,5"
21778322,"96,7"
31380193,..
62612992,"91,6"
85485803,"94,4"
16848652,"100,0"
88429477,"95,8"
94975733,"100,0"
56802300,"100,0"
15149235,"98,2"
13981977,"100,0"
24538846,"100,0"
67058407,"81,4"
15791044,"100,0"
65392939,"98,2"
98696836,"100,0"
64908550,"100,0"
77358716,"100,0"
49739986,"90,4"
29225010,"93,8"
92192566,"94,5"
56886667,"99,4"
64648566,"92,9"
65421426,"96,4"
62394916,"100,0"
67908927,"95,8"
72071234,"100,0"
24349146,"98,4"
83605345,..
15933512,"97,1"
64693272,"92,9"
18072172,..
65833454,"96,2"
11341077,"100,0"
34988313,"97,8"
28045567,"98,7"
20768651,"100,0"
38880984,"97,6"
28872974,"94,6"
18686599,"100,0"
93779220,"98,2"
77797484,"98,5"
80785976,"94,4"
47559319,"94,6"
21532545,"100,0"
56187883,"100,0"
20752831,"90,2"
51023367,"100,0"
34739511,"100,0"
52690153,"100,0"
93221031,"100,0"
17474377,"100,0"
18345915,"97,3"
68229719,"100,0"
61004230,"90,9"
71262305,"100,0"
55795961,..
84947634,"96,3"
97870412,"100,0"
68564903,"98,2"
82840198,"95,0"
18208087,"97,0"
89982804,"100,0"
19464342,..
60743463,..
32960825,"100,0"
43609520,..
41416934,"100,0"
21567982,"100,0"
49379603,..
80167319,..
73171934,..
83474173,"100,0"
91487291,..
21866405,"97,4"
74434644,"98,0"
42022406,"100,0"
88445871,"98,1"
18425335,"95,2"
93281974,"97,8"
23424275,"96,7"
19150273,"100,0"
25624692,"100,0"
88534520,"96,9"
16554575,"100,0"
25356960,"98,6"
64284020,"96,8"
98132436,"100,0"
60096875,"92,3"
26334561,"89,5"
40386043,"100,0"
29324709,"100,0"
26864271,"88,2"
59483268,..
33685428,"100,0"
88573795,"100,0"
82814120,"100,0"
10924758,"94,7"
34153869,..
88259298,..
73098153,"100,0"
44240250,"97,3"
17846181,..
75082798,"94,1"
23555409,"100,0"
91333138,"100,0"
30341162,..
39936461,"100,0"
72266906,"100,0"
27030026,"100,0"
12154972,"97,4"
16950252,"84,6"
34637764,"98,0"
73255276,"100,0"
15077883,"97,9"
48434184,"100,0"
58724424,"100,0"
51138448,"93,8"
19647256,"100,0"
56421429,"93,8"
39911065,..
17008320,..
56737496,"100,0"
88850910,"93,3"
93939982,"100,0"
25720752,"100,0"
55155562,"95,2"
31533003,"96,2"
31429031,"97,7"
16361868,..
24008049,"98,5"
36680097,..
87756916,"89,5"
59734510,"94,1"
19586169,"95,5"
24273261,"93,3"
95683850,"100,0"
59455288,"91,7"
82163292,"98,1"
25679488,"100,0"
25677996,"94,4"
89888648,"100,0"
90003262,"100,0"
88163512,"97,0"
35063170,..
31279294,"88,2"
36782335,"97,8"
20666515,"94,4"
37906565,"100,0"
67279303,"100,0"
21648755,"91,2"
11111710,"100,0"
90551279,"100,0"
93062368,"87,5"
69686851,"99,0"
49616977,"92,3"
90267145,"100,0"
72998905,"100,0"
69481650,"97,4"
88153340,"95,0"
94353434,"89,5"
59396229,"98,5"
95165649,"98,0"
69626109,"95,3"
85068812,..
36444853,"93,1"
15414001,"96,4"
38311488,"100,0"
16819383,"95,6"
12994441,..
53660780,"100,0"
30086854,"100,0"
79094701,"100,0"
38684438,"100,0"
96590873,"100,0"
73147554,"100,0"
65752105,..
11274830,"93,1"
51321260,"98,3"
96279444,"100,0"
61880907,"88,0"
35006050,"95,5"
88886610,"100,0"
10638939,"92,5"
88556189,"87,8"
35236491,"98,4"
58502307,"100,0"
97177328,"88,2"
72127035,"100,0"
70969714,"100,0"
85003442,"100,0"
22752398,"96,2"
71922787,"100,0"
31843016,"97,1"
74148070,..
50696507,"100,0"
44653962,"100,0"
81993306,"100,0"
29097621,"95,2"
87764775,"94,4"
48438396,"85,4"
98052678,..
44341171,"86,2"
32671805,"100,0"
38448056,"100,0"
16313848,"92,3"
79606767,"91,3"
11294673,"100,0"
86327236,"100,0"
28398531,"100,0"
66335258,"96,7"
54172830,"100,0"
86310217,"92,9"
83085136,"100,0"
75458014,..
65136104,..
79033948,"96,6"
56330385,"94,4"
44392995,"100,0"
69241230,"78,3"
85544331,"100,0"
80327946,"98,8"
78875918,"100,0"
78023197,"97,8"
86385479,"100,0"
40991561,..
99838438,"94,7"
42859669,"86,5"
70923626,"82,5"
92905347,"95,7"
99592025,"92,3"
34247736,"85,7"
47550455,"100,0"
30329172,"100,0"
76877530,..
47046103,"93,8"
56664512,..
38167912,"100,0"
20620556,"100,0"
17173461,"100,0"
19560192,"96,2"
98053087,"97,3"
92858957,"100,0"
46660042,"96,9"
44113417,"95,8"
67783774,..
38917647,..
21363125,..
39555838,..
85214294,"100,0"
82084961,"93,7"
46162400,"93,2"
98369689,"93,5"
56529916,"95,0"
40810950,"92,6"
40037982,"97,8"
73829818,"100,0"
18881773,..
80686587,"100,0"
12279302,"98,2"
17849518,"100,0"
94570025,"100,0"
91984508,"81,8"
78659008,"97,2"
12448823,..
40667807,"96,0"
18091973,"97,9"
40634612,"100,0"
62439199,"100,0"
66132676,"96,2"
80762863,"93,1"
77688926,"100,0"
14508922,..
69629086,"99,1"
88624631,"100,0"
35390185,..
37358234,"78,6"
31657916,"100,0"
54606928,"81,3"
46241804,"100,0"
42573391,"100,0"
64574972,"95,2"
19741742,"96,9"
29032715,"96,9"
48931433,"100,0"
97270136,"100,0"
19909435,"100,0"
30530571,"100,0"
96024712,"100,0"
40829056,"91,7"
85800840,"97,8"
27115998,"100,0"
41867682,"100,0"
65662401,"98,2"
39583059,"97,8"
38645259,"93,8"
87207941,..
11673760,"96,8"
63791419,"95,5"
39805497,"100,0"
38400227,"96,5"
83829189,"100,0"
46145886,"100,0"
43649848,"95,0"
75344502,"100,0"
84247499,"93,2"
27041885,"97,4"
97064126,..
32580162,"100,0"
48722826,"100,0"
71571158,"100,0"
53691739,"100,0"
97596286,"92,9"
67554405,"98,8"
86473502,"92,9"
98239050,"100,0"
94455820,..
58368956,"97,6"
73567152,"100,0"
61547652,"97,9"
60209222,"98,3"
62104139,"100,0"
78872213,"100,0"
84286698,"100,0"
62490359,"100,0"
64725297,"89,7"
43362941,"91,3"
23350817,"100,0"
76860623,"100,0"
56021320,"100,0"
41358402,"100,0"
64569393,"94,4"
87262566,"92,7"
41844601,"100,0"
51620045,"100,0"
23457902,"92,9"
27597104,"91,3"
57397381,"96,6"
56947954,"98,7"
72022487,"97,4"
70969556,"95,0"
28248021,"93,5"
44417214,"98,2"
25025681,"100,0"
49488344,"100,0"
74408578,"96,4"
86724994,"97,6"
86158933,"100,0"
14102256,"98,8"
75082280,"100,0"
75914181,"94,1"
39302565,"100,0"
36072799,"96,2"
61432781,"98,6"
78287294,"100,0"
74316305,"100,0"
39096170,"100,0"
99279503,"100,0"
72109637,..
69240218,"100,0"
14057258,"100,0"
43313366,"100,0"
97868185,..
81551726,"83,3"
77823650,"96,0"
37550979,..
52634142,"100,0"
76195214,"96,9"
54839753,..
32705515,"96,4"
60214465,"100,0"
70137084,"96,7"
82002016,"71,4"
21901328,"94,7"
23306658,"100,0"
57350392,..
11102578,"100,0"
69306209,"90,2"
92651253,"100,0"
31740319,"100,0"
17944628,"100,0"
82826083,"100,0"
94090461,"100,0"
12954099,..
80931789,"100,0"
84098842,"93,1"
90473340,..
26167236,"96,4"
69807202,"100,0"
64648904,"100,0"
63035915,"96,7"
26324896,"100,0"
28848709,"100,0"
12613085,"100,0"
53896162,"100,0"
11185244,"85,7"
56211717,"95,0"
66824652,"94,4"
49168016,"100,0"
32042066,"98,1"
50821167,"100,0"
92814975,"92,5"
28770304,"91,9"
64123241,"100,0"
69063711,"100,0"
77609073,"100,0"
35894996,"100,0"
17119840,"100,0"
68748767,"95,2"
25596917,"94,1"
20984584,"89,5"
52129378,"87,2"
98541468,"100,0"
31155312,"91,7"
25648215,"97,9"
61823258,"100,0"
39178171,"96,6"
79994304,..
68006362,"95,1"
11608031,"98,0"
86762103,"96,4"
68381790,"100,0"
13006857,"95,5"
76007769,"100,0"
16956086,"97,2"
58187973,"100,0"
88894245,"100,0"
71160225,"100,0"
67752682,"100,0"
47884009,"96,8"
44672598,"100,0"
75340089,"100,0"
36670439,"96,2"
22220001,"100,0"
15100079,..
55421481,..
99356671,"78,6"
16702464,..
71353314,..
36252055,"98,1"
91812793,"100,0"
14355031,"100,0"
72891848,"95,2"
31796890,..
22426680,"84,6"
83805032,"100,0"
48862305,"97,5"
32887559,"100,0"
71541108,"100,0"
69471748,"97,9"
93239262,"100,0"
25745773,"95,7"
99976753,..
14278480,"97,2"
28023078,"100,0"
43284031,"98,1"
13963517,"100,0"
26267406,"100,0"
31255918,"100,0"
51955293,"100,0"
35035671,"100,0"
12130801,..
51736304,"100,0"
53180719,"100,0"
27489137,"100,0"
15609112,"100,0"
60424371,"94,1"
68655578,"100,0"
17062663,"100,0"
68741484,"93,1"
56267421,"100,0"
34990065,"98,2"
37054246,"100,0"
39199869,..
62216381,"93,9"
31179045,"97,8"
72421673,"100,0"
59655752,..
88750078,"97,1"
41878314,..
41555549,"100,0"
32003298,"100,0"
22383788,"100,0"
85459854,"100,0"
81876614,..
18711877,"100,0"
67071618,"100,0"
75324351,"100,0"
61229217,"100,0"
58929357,"100,0"
42517257,"96,9"
70376604,"100,0"
93503103,"100,0"
18617410,"100,0"
41697930,"98,8"
28025244,"83,3"
17184072,"100,0"
40338843,"100,0"
77440824,"100,0"
71069359,"100,0"
86896907,"93,5"
14292382,"98,7"
87859089,"100,0"
54764253,"100,0"
98908403,"95,8"
16493131,"100,0"
41119610,"100,0"
48304166,"100,0"
24982097,"94,4"
97104132,"100,0"
68597767,"100,0"
27964873,"91,7"
30706655,"95,0"
65674821,"100,0"
46332927,"100,0"
78690637,"95,5"
24653673,"100,0"
38048202,"94,9"
90990441,..
86319615,"87,5"
87303004,"100,0"
97835550,"90,9"
22446331,"100,0"
26671095,"100,0"
42911621,"96,9"
40575001,"87,7"
75027822,"100,0"
26508763,"100,0"
14504503,"96,2"
21850904,"100,0"
77544055,"96,4"
16198647,"100,0"
12496135,"100,0"
76903284,"95,1"
68649663,"100,0"
15870428,"94,3"
26750052,"97,1"
81997762,"96,7"
69747871,..
70119254,"100,0"
79346084,"95,7"
34222422,"93,3"
84230226,..
42060237,"97,7"
89816391,"100,0"
14448619,"92,5"
12546590,"100,0"
94167577,"94,7"
27023528,"100,0"
53903798,"100,0"
85782695,"84,6"
98815582,"96,0"
97770837,"88,9"
21312503,"100,0"
14926020,"84,2"
33132452,"95,2"
56942970,..
56653353,"100,0"
59898194,..
97510495,"100,0"
38683336,"100,0"
95618280,"81,8"
17675502,"96,4"
75600007,"90,9"
15278518,"97,8"
15390992,"96,9"
63943560,"100,0"
85516596,"95,7"
31998226,..
38236800,"93,8"
59026584,"95,9"
79829846,"92,9"
20061769,"100,0"
65458415,..
95154882,..
52333875,"97,7"
65666808,"97,8"
24397215,"97,7"
30677562,"96,3"
85054102,"100,0"
87274273,"100,0"
24759907,"82,4"
41631104,"93,8"
80357110,"91,3"
18451445,..
93367005,"100,0"
16501673,"92,1"
26298615,"100,0"
50104466,..
79845033,"100,0"
41099519,"100,0"
59386837,"98,0"
21627442,"100,0"
17276047,"85,0"
73217812,"94,7"
48244956,"100,0"
36769815,"100,0"
16931486,"95,2"
92489953,"92,6"
43873969,"100,0"
55825382,"100,0"
19306558,..
24993048,..
70132092,"98,3"
65034473,..
13084253,"84,6"
32321364,"90,9"
59942080,..
66273269,"92,9"
82888663,"94,9"
11275959,"98,5"
58518163,"100,0"
50615280,"100,0"
19035583,"100,0"
27993549,"93,2"
37912396,"100,0"
90312942,"98,8"
19839859,"100,0"
80280597,..
67628478,..
37517404,..
29159460,"100,0"
43601850,"100,0"
89630851,"95,3"
86351879,"100,0"
14586562,..
74322969,"97,1"
90260899,"100,0"
69302313,"100,0"
31057219,"97,0"
27079521,"100,0"
64579522,"100,0"
65234368,"100,0"
34381901,"93,6"
96414537,"100,0"
99394620,"100,0"
95368476,"100,0"
14853321,"100,0"
76448076,"94,0"
31537066,"100,0"
86488203,"100,0"
25156286,"100,0"
92949043,"100,0"
92818240,"98,7"
84329061,"98,4"
71969230,"100,0"
91048178,"96,6"
76942525,"92,3"
31486865,"96,0"
10373112,..
61720981,"98,6"
25698509,"100,0"
50424828,"94,6"
82931004,"100,0"
83584125,"100,0"
16496466,..
12075195,"100,0"
62300682,"100,0"
65265211,"100,0"
97191332,"96,6"
71938440,"100,0"
22811839,"100,0"
33205596,"100,0"
19930101,"94,7"
60727136,"100,0"
45132264,"100,0"
61647360,..
33657492,"86,0"
61622991,"97,2"
66644568,"94,4"
93659517,"100,0"
61175914,"100,0"
73316818,"100,0"
27859889,"100,0"
29161632,..
45541222,"100,0"
63451147,"100,0"
61197669,..
17812651,"100,0"
57668673,"92,0"
69040241,"100,0"
91905819,"100,0"
54882637,"93,8"
53923398,"100,0"
47844862,"100,0"
22239675,"81,0"
72984079,"58,8"
36480690,"100,0"
24787883,"93,8"
52048443,"100,0"
32550660,"93,8"
59599256,"100,0"
69865450,"98,0"
31112935,"100,0"
90509211,"97,0"
37316242,"98,9"
20173336,"97,0"
49872493,"96,6"
39147056,"96,2"
11953769,"100,0"
28646435,"96,0"
50393060,"100,0"
85788659,"80,8"
95340745,"96,2"
59521477,"97,4"
92442684,"91,7"
38544187,"100,0"
54599691,"90,6"
54467211,"100,0"
23517683,"94,7"
82251333,"100,0"
99864908,"100,0"
27106031,"100,0"
59463950,"100,0"
63931325,"100,0"
57391913,"100,0"
75374280,"100,0"
46148350,"100,0"
50133877,"95,2"
49868916,"100,0"
90240730,"98,7"
84908877,"96,8"
24277564,"90,5"
88956420,..
34002355,"84,6"
36355200,"95,8"
96920524,"100,0"
18217765,"100,0"
60919765,..
14677676,"100,0"
96152872,"93,5"
77835341,"91,7"
70803636,"100,0"
23797825,"100,0"
44738639,"100,0"
77712952,"90,0"
92009807,"93,6"
10433896,"92,3"
10342448,"80,4"
43154449,"100,0"
98032567,..
96194948,"92,6"
25955541,"100,0"
88025221,"96,2"
14799321,"100,0"
56041699,"100,0"
70955448,"100,0"
68824244,"95,1"
90685868,"100,0"
24501884,"100,0"
56084099,"100,0"
80711021,"97,8"
17648596,"98,2"
16720048,"100,0"
39341381,"83,3"
60088179,"95,1"
28391147,"85,1"
29209307,"100,0"
21778322,"100,0"
31380193,"70,6"
90290154,"96,7"
25847233,"100,0"
92816527,"98,8"
16848652,"100,0"
94975733,"100,0"
56802300,"100,0"
15149235,"100,0"
77379848,"100,0"
13981977,..
24538846,..
36886750,"94,4"
67422309,"100,0"
67058407,"100,0"
34421265,"98,4"
15791044,..
98696836,"100,0"
82160887,"94,4"
23175129,"88,9"
77358716,"100,0"
29225010,"100,0"
33249781,"96,2"
64648566,"95,8"
18691102,"76,9"
70302356,"100,0"
65421426,"94,4"
24349146,"95,3"
83605345,"94,4"
15933512,"98,6"
12198363,..
47692481,"95,7"
64693272,"92,3"
18072172,..
85188855,"95,7"
39528347,"97,2"
85473846,"100,0"
29744774,..
89690587,"93,6"
20768651,..
32239920,"95,4"
98781765,"97,1"
87112995,"100,0"
18686599,..
93779220,"100,0"
53279140,"97,9"
80785976,"100,0"
47559319,"92,9"
21532545,..
56187883,"96,4"
51023367,"100,0"
95069937,"100,0"
52690153,"100,0"
93221031,..
68229719,..
84947634,..
89982804,"100,0"
60743463,..
73171934,..
74434644,"100,0"
93281974,"100,0"
23424275,..
16554575,"100,0"
60096875,"83,3"
40386043,..
33685428,..
10924758,"94,7"
75082798,"100,0"
16950252,"92,3"
15077883,"100,0"
48434184,"100,0"
51138448,"93,8"
93939982,"100,0"
31533003,"96,0"
24273261,..
59455288,..
25677996,"100,0"
31279294,..
36782335,"100,0"
90551279,"100,0"
93062368,..
69626109,"95,3"
10638939,"95,0"
72127035,..
85003442,"100,0"
98052678,..
32671805,..
16313848,"86,1"
54172830,..
75458014,..
78023197,"94,7"
40991561,..
70923626,"85,7"
76877530,..
47046103,..
19560192,"95,5"
98053087,"100,0"
46660042,"91,7"
67783774,..
85214294,"100,0"
12279302,"100,0"
91984508,"81,8"
40667807,..
40634612,..
80762863,"90,0"
64574972,..
30530571,..
96024712,"100,0"
27115998,"100,0"
39583059,"100,0"
38645259,..
46145886,..
27041885,"92,3"
48722826,"100,0"
97596286,"88,9"
67554405,"100,0"
56021320,"100,0"
23457902,..
57397381,"100,0"
72022487,..
70969556,..
28248021,..
44417214,"100,0"
25025681,"100,0"
14102256,"95,0"
75082280,"100,0"
39096170,"100,0"
69240218,"100,0"
82002016,..
23306658,..
94090461,"100,0"
63035915,"97,4"
50821167,..
68748767,"94,4"
20984584,..
25648215,"100,0"
11608031,"93,3"
13006857,"100,0"
16956086,..
58187973,..
88894245,..
71160225,"100,0"
44672598,"100,0"
22220001,"100,0"
71353314,..
69471748,"100,0"
93239262,"100,0"
13963517,..
68655578,"100,0"
31179045,"95,2"
59655752,..
18711877,..
67071618,"100,0"
18617410,"100,0"
40338843,"100,0"
14292382,..
87859089,..
98908403,"90,9"
24982097,..
68597767,..
38048202,"91,3"
90990441,..
40575001,"91,7"
26508763,"100,0"
76903284,..
69747871,..
79346084,"100,0"
89816391,..
53903798,"100,0"
33132452,"100,0"
17675502,"96,4"
75600007,"90,9"
85516596,"91,7"
50104466,..
59386837,..
43873969,"100,0"
24993048,..
58518163,"100,0"
29159460,"100,0"
89630851,"100,0"
86351879,"100,0"
74322969,..
64579522,"100,0"
14853321,..
86488203,"100,0"
84329061,..
71969230,..
31486865,"96,0"
61720981,"100,0"
50424828,..
83584125,"100,0"
65265211,..
66644568,"94,4"
61175914,..
29161632,..
36480690,..
32550660,"93,8"
37316242,..
50393060,..
95340745,..
59521477,..
46148350,..
49868916,"100,0"
84908877,"100,0"
24277564,..
36355200,..
88025221,"96,2"
56041699,..
70955448,"100,0"
60088179,"100,0"
25847233,"100,0"
16848652,..
56802300,..
36886750,..
67422309,..
82160887,"93,3"
64648566,..
15933512,"96,3"
12198363,..
64693272,..
89690587,"89,5"
18686599,..
93779220,"100,0"
80785976,..
47559319,"92,9"
52690153,..
93221031,..
18345915,"100,0"
97870412,"100,0"
18208087,"100,0"
41416934,"100,0"
21567982,"100,0"
83474173,"100,0"
88445871,"98,2"
25624692,..
25356960,"100,0"
98132436,"100,0"
60096875,"100,0"
29324709,"100,0"
26864271,"100,0"
44240250,"92,3"
75082798,"93,3"
91333138,"100,0"
12154972,"100,0"
15077883,"100,0"
48434184,"100,0"
19647256,"100,0"
56737496,"100,0"
55155562,"100,0"
24008049,"100,0"
59734510,..
19586169,"100,0"
24273261,..
59455288,..
89888648,"100,0"
36782335,"93,3"
20666515,"100,0"
90551279,"100,0"
93062368,..
90267145,"100,0"
88153340,"95,0"
94353434,"89,5"
88886610,"100,0"
88556189,"78,6"
72127035,"100,0"
22752398,"97,6"
31843016,"100,0"
29097621,"94,7"
16313848,"82,1"
11294673,..
86327236,..
69241230,..
80327946,"100,0"
86385479,..
70923626,"81,0"
92905347,..
47550455,"100,0"
56664512,..
19560192,..
46660042,"95,0"
38917647,..
82084961,"100,0"
98369689,"94,1"
56529916,"100,0"
17849518,..
18091973,"100,0"
69629086,"100,0"
31657916,..
19741742,"100,0"
40829056,..
85800840,"95,6"
39583059,"97,5"
39805497,"100,0"
46145886,"100,0"
84247499,"100,0"
71571158,..
86473502,..
58368956,"97,6"
23350817,..
