program,provnamn,skol_kod,andel_f
Naturvetenskapsprogrammet,Matematik 4,31315191,"36,0"
Naturvetenskapsprogrammet,Matematik 4,56670842,..
Naturvetenskapsprogrammet,Matematik 4,30312720,"13,2"
Teknikprogrammet,Matematik 4,30312720,..
Naturvetenskapsprogrammet,Matematik 4,53175499,.
Naturvetenskapsprogrammet,Matematik 4,52153758,..
Naturvetenskapsprogrammet,Matematik 4,22116645,..
Naturvetenskapsprogrammet,Matematik 4,28004794,..
Naturvetenskapsprogrammet,Matematik 4,32071849,..
Naturvetenskapsprogrammet,Matematik 4,41099519,..
Naturvetenskapsprogrammet,Matematik 4,21382451,"45,5"
Naturvetenskapsprogrammet,Matematik 4,24993048,..
Naturvetenskapsprogrammet,Matematik 4,11275959,..
Naturvetenskapsprogrammet,Matematik 4,58518163,..
Naturvetenskapsprogrammet,Matematik 4,10226870,..
Naturvetenskapsprogrammet,Matematik 4,32057701,"13,3"
Naturvetenskapsprogrammet,Matematik 4,86351879,..
Teknikprogrammet,Matematik 4,86351879,"26,3"
Naturvetenskapsprogrammet,Matematik 4,53069733,..
Naturvetenskapsprogrammet,Matematik 4,84329061,"36,0"
Naturvetenskapsprogrammet,Matematik 4,97265732,..
Naturvetenskapsprogrammet,Matematik 4,61720981,.
Teknikprogrammet,Matematik 4,61720981,.
Naturvetenskapsprogrammet,Matematik 4,33657492,.
Teknikprogrammet,Matematik 4,33657492,.
Naturvetenskapsprogrammet,Matematik 4,37078868,..
Naturvetenskapsprogrammet,Matematik 4,16130958,..
Teknikprogrammet,Matematik 4,33596572,.
Naturvetenskapsprogrammet,Matematik 4,77713695,.
Naturvetenskapsprogrammet,Matematik 4,23544320,..
Naturvetenskapsprogrammet,Matematik 4,20855811,"50,0"
Naturvetenskapsprogrammet,Matematik 4,53923398,..
Naturvetenskapsprogrammet,Matematik 4,74560191,..
Teknikprogrammet,Matematik 4,74560191,..
Naturvetenskapsprogrammet,Matematik 4,61674097,"80,0"
Naturvetenskapsprogrammet,Matematik 4,26957025,.
Naturvetenskapsprogrammet,Matematik 4,90509211,..
Naturvetenskapsprogrammet,Matematik 4,95340745,..
Teknikprogrammet,Matematik 4,95340745,..
Teknikprogrammet,Matematik 4,59521477,..
Naturvetenskapsprogrammet,Matematik 4,31975673,"15,7"
Naturvetenskapsprogrammet,Matematik 4,82251333,.
Naturvetenskapsprogrammet,Matematik 4,57391913,..
Naturvetenskapsprogrammet,Matematik 4,46148350,"45,5"
Teknikprogrammet,Matematik 4,46148350,..
Naturvetenskapsprogrammet,Matematik 4,74919147,..
Naturvetenskapsprogrammet,Matematik 4,24277564,..
Naturvetenskapsprogrammet,Matematik 4,44412461,..
Naturvetenskapsprogrammet,Matematik 4,18217765,..
Teknikprogrammet,Matematik 4,18217765,..
Naturvetenskapsprogrammet,Matematik 4,49576295,"28,1"
Naturvetenskapsprogrammet,Matematik 4,49170638,..
Naturvetenskapsprogrammet,Matematik 4,25379974,..
Naturvetenskapsprogrammet,Matematik 4,18042101,"66,7"
Naturvetenskapsprogrammet,Matematik 4,56041699,..
Naturvetenskapsprogrammet,Matematik 4,70955448,..
Teknikprogrammet,Matematik 4,68824244,"100,0"
Naturvetenskapsprogrammet,Matematik 4,46707989,..
Teknikprogrammet,Matematik 4,28391147,..
Naturvetenskapsprogrammet,Matematik 4,62612992,..
Naturvetenskapsprogrammet,Matematik 4,88429477,..
Teknikprogrammet,Matematik 4,88429477,..
Naturvetenskapsprogrammet,Matematik 4,56802300,..
Naturvetenskapsprogrammet,Matematik 4,15149235,.
Teknikprogrammet,Matematik 4,15149235,..
Naturvetenskapsprogrammet,Matematik 4,13981977,.
Naturvetenskapsprogrammet,Matematik 4,65392939,..
Naturvetenskapsprogrammet,Matematik 4,77358716,"32,0"
Naturvetenskapsprogrammet,Matematik 4,56886667,"43,5"
Naturvetenskapsprogrammet,Matematik 4,65421426,"17,4"
Teknikprogrammet,Matematik 4,24349146,.
Naturvetenskapsprogrammet,Matematik 4,64693272,..
Teknikprogrammet,Matematik 4,64693272,..
Naturvetenskapsprogrammet,Matematik 4,65833454,.
Naturvetenskapsprogrammet,Matematik 4,38880984,"16,4"
Teknikprogrammet,Matematik 4,28872974,..
Naturvetenskapsprogrammet,Matematik 4,18686599,..
Naturvetenskapsprogrammet,Matematik 4,51023367,.
Naturvetenskapsprogrammet,Matematik 4,34739511,..
Teknikprogrammet,Matematik 4,34739511,..
Fordons- och transportprogrammet,Svenska 1,17474377,..
Hantverksprogrammet,Svenska 1,17474377,.
Bygg- och anläggningsprogrammet,Svenska 1,18345915,..
El- och energiprogrammet,Svenska 1,18345915,..
Barn- och fritidsprogrammet,Svenska 1,68229719,..
Handels- och administrationsprogrammet,Svenska 1,61004230,"29,4"
Restaurang- och livsmedelsprogrammet,Svenska 1,61004230,..
Bygg- och anläggningsprogrammet,Svenska 1,67768292,..
El- och energiprogrammet,Svenska 1,67768292,..
Restaurang- och livsmedelsprogrammet,Svenska 1,67768292,..
El- och energiprogrammet,Svenska 1,71262305,..
Handels- och administrationsprogrammet,Svenska 1,71262305,..
Hotell- och turismprogrammet,Svenska 1,71262305,..
Industritekniska programmet,Svenska 1,71262305,..
Fordons- och transportprogrammet,Svenska 1,55795961,..
Barn- och fritidsprogrammet,Svenska 1,84947634,..
Fordons- och transportprogrammet,Svenska 1,84947634,..
Barn- och fritidsprogrammet,Svenska 1,97870412,..
Bygg- och anläggningsprogrammet,Svenska 1,97870412,.
El- och energiprogrammet,Svenska 1,97870412,..
Industritekniska programmet,Svenska 1,97870412,..
Fordons- och transportprogrammet,Svenska 1,68564903,..
Handels- och administrationsprogrammet,Svenska 1,68564903,.
VVS- och fastighetsprogrammet,Svenska 1,68564903,..
Vård- och omsorgsprogrammet,Svenska 1,68564903,..
El- och energiprogrammet,Svenska 1,82840198,..
Vård- och omsorgsprogrammet,Svenska 1,82840198,..
Bygg- och anläggningsprogrammet,Svenska 1,18208087,.
Fordons- och transportprogrammet,Svenska 1,18208087,"54,5"
Industritekniska programmet,Svenska 1,18208087,.
Barn- och fritidsprogrammet,Svenska 1,89982804,..
Handels- och administrationsprogrammet,Svenska 1,89982804,..
Industritekniska programmet,Svenska 1,19464342,..
Restaurang- och livsmedelsprogrammet,Svenska 1,19464342,..
Vård- och omsorgsprogrammet,Svenska 1,32960825,..
Restaurang- och livsmedelsprogrammet,Svenska 1,43609520,..
Bygg- och anläggningsprogrammet,Svenska 1,41416934,..
El- och energiprogrammet,Svenska 1,41416934,.
Fordons- och transportprogrammet,Svenska 1,41416934,..
Bygg- och anläggningsprogrammet,Svenska 1,21567982,..
Naturbruksprogrammet,Svenska 1,21567982,..
Naturbruksprogrammet,Svenska 1,49379603,.
Naturbruksprogrammet,Svenska 1,80167319,..
Vård- och omsorgsprogrammet,Svenska 1,42218661,..
Barn- och fritidsprogrammet,Svenska 1,73171934,..
Barn- och fritidsprogrammet,Svenska 1,83474173,..
Bygg- och anläggningsprogrammet,Svenska 1,83474173,..
Fordons- och transportprogrammet,Svenska 1,83474173,.
Industritekniska programmet,Svenska 1,83474173,..
Restaurang- och livsmedelsprogrammet,Svenska 1,83474173,..
Vård- och omsorgsprogrammet,Svenska 1,83474173,.
El- och energiprogrammet,Svenska 1,21866405,..
Fordons- och transportprogrammet,Svenska 1,21866405,..
Barn- och fritidsprogrammet,Svenska 1,74434644,.
Handels- och administrationsprogrammet,Svenska 1,74434644,..
Vård- och omsorgsprogrammet,Svenska 1,74434644,..
El- och energiprogrammet,Svenska 1,42022406,..
Bygg- och anläggningsprogrammet,Svenska 1,88445871,"36,6"
Industritekniska programmet,Svenska 1,88445871,..
Restaurang- och livsmedelsprogrammet,Svenska 1,88445871,.
VVS- och fastighetsprogrammet,Svenska 1,88445871,..
Handels- och administrationsprogrammet,Svenska 1,18425335,"26,7"
Hantverksprogrammet,Svenska 1,18425335,..
Barn- och fritidsprogrammet,Svenska 1,93281974,..
Vård- och omsorgsprogrammet,Svenska 1,93281974,..
Barn- och fritidsprogrammet,Svenska 1,23424275,.
Handels- och administrationsprogrammet,Svenska 1,23424275,..
Hantverksprogrammet,Svenska 1,23424275,..
Hotell- och turismprogrammet,Svenska 1,23424275,..
Restaurang- och livsmedelsprogrammet,Svenska 1,23424275,.
Vård- och omsorgsprogrammet,Svenska 1,23424275,..
Hantverksprogrammet,Svenska 1,19150273,.
Bygg- och anläggningsprogrammet,Svenska 1,25624692,.
El- och energiprogrammet,Svenska 1,25624692,..
Fordons- och transportprogrammet,Svenska 1,25624692,..
Restaurang- och livsmedelsprogrammet,Svenska 1,25624692,..
Naturbruksprogrammet,Svenska 1,88534520,..
Barn- och fritidsprogrammet,Svenska 1,16554575,"46,7"
Fordons- och transportprogrammet,Svenska 1,25356960,"22,4"
El- och energiprogrammet,Svenska 1,64284020,"13,6"
Hantverksprogrammet,Svenska 1,64284020,..
Industritekniska programmet,Svenska 1,64284020,.
Bygg- och anläggningsprogrammet,Svenska 1,98132436,"15,2"
Hantverksprogrammet,Svenska 1,98132436,..
Industritekniska programmet,Svenska 1,98132436,..
VVS- och fastighetsprogrammet,Svenska 1,98132436,..
Barn- och fritidsprogrammet,Svenska 1,60096875,.
Bygg- och anläggningsprogrammet,Svenska 1,60096875,.
Vård- och omsorgsprogrammet,Svenska 1,26334561,.
El- och energiprogrammet,Svenska 1,40386043,..
Fordons- och transportprogrammet,Svenska 1,40386043,..
Restaurang- och livsmedelsprogrammet,Svenska 1,40386043,..
Bygg- och anläggningsprogrammet,Svenska 1,29324709,..
Bygg- och anläggningsprogrammet,Svenska 1,26864271,.
Vård- och omsorgsprogrammet,Svenska 1,26864271,..
Industritekniska programmet,Svenska 1,59483268,..
VVS- och fastighetsprogrammet,Svenska 1,59483268,..
Vård- och omsorgsprogrammet,Svenska 1,59483268,.
Barn- och fritidsprogrammet,Svenska 1,33685428,..
Restaurang- och livsmedelsprogrammet,Svenska 1,33685428,..
Hotell- och turismprogrammet,Svenska 1,88573795,.
Marinteknikutbildningen,Svenska 1,82814120,..
Naturbruksprogrammet,Svenska 1,82814120,..
Barn- och fritidsprogrammet,Svenska 1,10924758,..
Bygg- och anläggningsprogrammet,Svenska 1,10924758,..
El- och energiprogrammet,Svenska 1,88259298,..
Industritekniska programmet,Svenska 1,88259298,..
Vård- och omsorgsprogrammet,Svenska 1,73098153,..
Bygg- och anläggningsprogrammet,Svenska 1,44240250,..
Fordons- och transportprogrammet,Svenska 1,44240250,..
Naturbruksprogrammet,Svenska 1,44240250,.
Industritekniska programmet,Svenska 1,17846181,..
Barn- och fritidsprogrammet,Svenska 1,75082798,..
Bygg- och anläggningsprogrammet,Svenska 1,75082798,"30,4"
El- och energiprogrammet,Svenska 1,75082798,..
Fordons- och transportprogrammet,Svenska 1,75082798,..
Handels- och administrationsprogrammet,Svenska 1,75082798,..
Restaurang- och livsmedelsprogrammet,Svenska 1,75082798,..
Vård- och omsorgsprogrammet,Svenska 1,75082798,.
El- och energiprogrammet,Svenska 1,23555409,.
Hantverksprogrammet,Svenska 1,23555409,.
Bygg- och anläggningsprogrammet,Svenska 1,91333138,..
Fordons- och transportprogrammet,Svenska 1,91333138,..
El- och energiprogrammet,Svenska 1,30341162,..
Naturbruksprogrammet,Svenska 1,39936461,..
Bygg- och anläggningsprogrammet,Svenska 1,72266906,..
El- och energiprogrammet,Svenska 1,72266906,..
Handels- och administrationsprogrammet,Svenska 1,27030026,..
Bygg- och anläggningsprogrammet,Svenska 1,12154972,"23,1"
El- och energiprogrammet,Svenska 1,12154972,..
Fordons- och transportprogrammet,Svenska 1,12154972,"20,0"
Handels- och administrationsprogrammet,Svenska 1,12154972,..
VVS- och fastighetsprogrammet,Svenska 1,12154972,..
Barn- och fritidsprogrammet,Svenska 1,16950252,..
Industritekniska programmet,Svenska 1,16950252,..
Restaurang- och livsmedelsprogrammet,Svenska 1,34637764,.
Vård- och omsorgsprogrammet,Svenska 1,34637764,..
Hantverksprogrammet,Svenska 1,73255276,..
Hotell- och turismprogrammet,Svenska 1,73255276,..
Barn- och fritidsprogrammet,Svenska 1,15077883,..
Bygg- och anläggningsprogrammet,Svenska 1,15077883,..
El- och energiprogrammet,Svenska 1,15077883,.
Handels- och administrationsprogrammet,Svenska 1,15077883,..
Restaurang- och livsmedelsprogrammet,Svenska 1,15077883,.
Vård- och omsorgsprogrammet,Svenska 1,15077883,.
Barn- och fritidsprogrammet,Svenska 1,48434184,..
Bygg- och anläggningsprogrammet,Svenska 1,48434184,..
El- och energiprogrammet,Svenska 1,48434184,..
Industritekniska programmet,Svenska 1,48434184,..
Vård- och omsorgsprogrammet,Svenska 1,48434184,..
Hantverksprogrammet,Svenska 1,58724424,..
Hotell- och turismprogrammet,Svenska 1,58724424,..
Barn- och fritidsprogrammet,Svenska 1,51138448,..
Bygg- och anläggningsprogrammet,Svenska 1,19647256,..
Fordons- och transportprogrammet,Svenska 1,19647256,..
El- och energiprogrammet,Svenska 1,56421429,.
Handels- och administrationsprogrammet,Svenska 1,39911065,.
Industritekniska programmet,Svenska 1,17008320,..
Bygg- och anläggningsprogrammet,Svenska 1,56737496,..
El- och energiprogrammet,Svenska 1,56737496,..
Handels- och administrationsprogrammet,Svenska 1,56737496,..
Vård- och omsorgsprogrammet,Svenska 1,88850910,.
Barn- och fritidsprogrammet,Svenska 1,93939982,..
Fordons- och transportprogrammet,Svenska 1,93939982,..
Vård- och omsorgsprogrammet,Svenska 1,25720752,..
Barn- och fritidsprogrammet,Svenska 1,55155562,..
Bygg- och anläggningsprogrammet,Svenska 1,55155562,"26,2"
Fordons- och transportprogrammet,Svenska 1,55155562,..
Industritekniska programmet,Svenska 1,55155562,..
Barn- och fritidsprogrammet,Svenska 1,31533003,..
Hantverksprogrammet,Svenska 1,31429031,.
Hotell- och turismprogrammet,Svenska 1,31429031,.
Vård- och omsorgsprogrammet,Svenska 1,31429031,.
Restaurang- och livsmedelsprogrammet,Svenska 1,16361868,..
Fordons- och transportprogrammet,Svenska 1,24008049,..
El- och energiprogrammet,Svenska 1,36680097,..
Handels- och administrationsprogrammet,Svenska 1,87756916,..
Hantverksprogrammet,Svenska 1,87756916,.
Bygg- och anläggningsprogrammet,Svenska 1,59734510,.
El- och energiprogrammet,Svenska 1,59734510,..
Fordons- och transportprogrammet,Svenska 1,59734510,..
Hantverksprogrammet,Svenska 1,59734510,..
Naturbruksprogrammet,Svenska 1,59734510,.
VVS- och fastighetsprogrammet,Svenska 1,59734510,..
Barn- och fritidsprogrammet,Svenska 1,19586169,.
Bygg- och anläggningsprogrammet,Svenska 1,19586169,..
El- och energiprogrammet,Svenska 1,19586169,..
Fordons- och transportprogrammet,Svenska 1,19586169,..
Handels- och administrationsprogrammet,Svenska 1,19586169,..
Hantverksprogrammet,Svenska 1,19586169,..
Vård- och omsorgsprogrammet,Svenska 1,19586169,..
Barn- och fritidsprogrammet,Svenska 1,24273261,.
Bygg- och anläggningsprogrammet,Svenska 1,24273261,..
Fordons- och transportprogrammet,Svenska 1,24273261,..
Handels- och administrationsprogrammet,Svenska 1,24273261,..
Industritekniska programmet,Svenska 1,24273261,..
El- och energiprogrammet,Svenska 1,95683850,..
Industritekniska programmet,Svenska 1,95683850,..
Vård- och omsorgsprogrammet,Svenska 1,95683850,..
Barn- och fritidsprogrammet,Svenska 1,59455288,..
Bygg- och anläggningsprogrammet,Svenska 1,59455288,..
Handels- och administrationsprogrammet,Svenska 1,59455288,..
Naturbruksprogrammet,Svenska 1,59455288,..
Vård- och omsorgsprogrammet,Svenska 1,59455288,..
Naturbruksprogrammet,Svenska 1,82163292,"11,5"
Handels- och administrationsprogrammet,Svenska 1,25679488,..
Restaurang- och livsmedelsprogrammet,Svenska 1,25679488,..
Barn- och fritidsprogrammet,Svenska 1,25677996,"71,4"
Vård- och omsorgsprogrammet,Svenska 1,25677996,..
Bygg- och anläggningsprogrammet,Svenska 1,89888648,..
El- och energiprogrammet,Svenska 1,89888648,..
VVS- och fastighetsprogrammet,Svenska 1,89888648,..
Fordons- och transportprogrammet,Svenska 1,90003262,..
Naturbruksprogrammet,Svenska 1,88163512,"17,4"
Industritekniska programmet,Svenska 1,35063170,.
Barn- och fritidsprogrammet,Svenska 1,31279294,..
Hantverksprogrammet,Svenska 1,31279294,..
Restaurang- och livsmedelsprogrammet,Svenska 1,31279294,..
Barn- och fritidsprogrammet,Svenska 1,36782335,..
Bygg- och anläggningsprogrammet,Svenska 1,36782335,..
El- och energiprogrammet,Svenska 1,36782335,..
Fordons- och transportprogrammet,Svenska 1,36782335,..
Handels- och administrationsprogrammet,Svenska 1,36782335,..
Hotell- och turismprogrammet,Svenska 1,36782335,..
Naturbruksprogrammet,Svenska 1,36782335,..
Restaurang- och livsmedelsprogrammet,Svenska 1,36782335,.
Sjöfartsutbildningen,Svenska 1,36782335,.
VVS- och fastighetsprogrammet,Svenska 1,36782335,..
Vård- och omsorgsprogrammet,Svenska 1,36782335,.
Bygg- och anläggningsprogrammet,Svenska 1,20666515,.
VVS- och fastighetsprogrammet,Svenska 1,20666515,.
El- och energiprogrammet,Svenska 1,37906565,.
Handels- och administrationsprogrammet,Svenska 1,37906565,..
Vård- och omsorgsprogrammet,Svenska 1,37906565,..
Fordons- och transportprogrammet,Svenska 1,67279303,..
Industritekniska programmet,Svenska 1,67279303,..
Fordons- och transportprogrammet,Svenska 1,21648755,..
Handels- och administrationsprogrammet,Svenska 1,21648755,..
Hantverksprogrammet,Svenska 1,11111710,..
Barn- och fritidsprogrammet,Svenska 1,90551279,..
Bygg- och anläggningsprogrammet,Svenska 1,90551279,..
El- och energiprogrammet,Svenska 1,90551279,..
Hantverksprogrammet,Svenska 1,90551279,.
Industritekniska programmet,Svenska 1,90551279,.
Restaurang- och livsmedelsprogrammet,Svenska 1,90551279,..
VVS- och fastighetsprogrammet,Svenska 1,90551279,..
Vård- och omsorgsprogrammet,Svenska 1,90551279,.
Barn- och fritidsprogrammet,Svenska 1,93062368,..
Bygg- och anläggningsprogrammet,Svenska 1,93062368,..
Restaurang- och livsmedelsprogrammet,Svenska 1,93062368,..
VVS- och fastighetsprogrammet,Svenska 1,93062368,..
El- och energiprogrammet,Svenska 1,69686851,.
Hantverksprogrammet,Svenska 1,69686851,..
Naturbruksprogrammet,Svenska 1,69686851,..
Handels- och administrationsprogrammet,Svenska 1,49616977,.
Handels- och administrationsprogrammet,Svenska 1,72998905,"18,5"
Handels- och administrationsprogrammet,Svenska 1,69481650,..
Hotell- och turismprogrammet,Svenska 1,69481650,.
Bygg- och anläggningsprogrammet,Svenska 1,88153340,"27,0"
Bygg- och anläggningsprogrammet,Svenska 1,94353434,"16,3"
Hantverksprogrammet,Svenska 1,59396229,"19,2"
Hotell- och turismprogrammet,Svenska 1,95165649,..
Naturbruksprogrammet,Svenska 1,95165649,..
Barn- och fritidsprogrammet,Svenska 1,69626109,"12,8"
El- och energiprogrammet,Svenska 1,85068812,..
Hantverksprogrammet,Svenska 1,36444853,..
Restaurang- och livsmedelsprogrammet,Svenska 1,15414001,"13,7"
Industritekniska programmet,Svenska 1,16819383,..
Handels- och administrationsprogrammet,Svenska 1,12994441,..
Industritekniska programmet,Svenska 1,53660780,.
Handels- och administrationsprogrammet,Svenska 1,30086854,..
El- och energiprogrammet,Svenska 1,79094701,..
Handels- och administrationsprogrammet,Svenska 1,38684438,.
Vård- och omsorgsprogrammet,Svenska 1,35647481,..
Handels- och administrationsprogrammet,Svenska 1,73147554,.
Hantverksprogrammet,Svenska 1,65752105,..
Fordons- och transportprogrammet,Svenska 1,61880907,..
El- och energiprogrammet,Svenska 1,35006050,..
Handels- och administrationsprogrammet,Svenska 1,35006050,..
Bygg- och anläggningsprogrammet,Svenska 1,88886610,..
Barn- och fritidsprogrammet,Svenska 1,10638939,.
Handels- och administrationsprogrammet,Svenska 1,10638939,..
Hantverksprogrammet,Svenska 1,10638939,..
Hotell- och turismprogrammet,Svenska 1,10638939,..
Bygg- och anläggningsprogrammet,Svenska 1,88556189,..
El- och energiprogrammet,Svenska 1,88556189,..
Fordons- och transportprogrammet,Svenska 1,88556189,..
Hantverksprogrammet,Svenska 1,88556189,..
Industritekniska programmet,Svenska 1,88556189,..
VVS- och fastighetsprogrammet,Svenska 1,88556189,..
Vård- och omsorgsprogrammet,Svenska 1,88556189,..
Naturbruksprogrammet,Svenska 1,35236491,..
El- och energiprogrammet,Svenska 1,34831349,..
Bygg- och anläggningsprogrammet,Svenska 1,63511898,..
El- och energiprogrammet,Svenska 1,63511898,..
Fordons- och transportprogrammet,Svenska 1,63511898,..
Handels- och administrationsprogrammet,Svenska 1,63511898,..
Hantverksprogrammet,Svenska 1,63511898,..
Hotell- och turismprogrammet,Svenska 1,63511898,.
VVS- och fastighetsprogrammet,Svenska 1,63511898,..
Vård- och omsorgsprogrammet,Svenska 1,63511898,..
Barn- och fritidsprogrammet,Svenska 1,72127035,..
Bygg- och anläggningsprogrammet,Svenska 1,72127035,..
El- och energiprogrammet,Svenska 1,72127035,..
Fordons- och transportprogrammet,Svenska 1,72127035,..
Industritekniska programmet,Svenska 1,72127035,..
Vård- och omsorgsprogrammet,Svenska 1,72127035,..
Fordons- och transportprogrammet,Svenska 1,70969714,..
Industritekniska programmet,Svenska 1,70969714,.
Restaurang- och livsmedelsprogrammet,Svenska 1,70969714,..
Barn- och fritidsprogrammet,Svenska 1,85003442,..
Vård- och omsorgsprogrammet,Svenska 1,85003442,.
Bygg- och anläggningsprogrammet,Svenska 1,22752398,..
El- och energiprogrammet,Svenska 1,22752398,.
Handels- och administrationsprogrammet,Svenska 1,71922787,.
Restaurang- och livsmedelsprogrammet,Svenska 1,74148070,.
Naturbruksprogrammet,Svenska 1,50696507,.
Hantverksprogrammet,Svenska 1,44653962,.
Vård- och omsorgsprogrammet,Svenska 1,44653962,..
El- och energiprogrammet,Svenska 1,81993306,.
Industritekniska programmet,Svenska 1,81993306,.
Bygg- och anläggningsprogrammet,Svenska 1,29097621,..
Fordons- och transportprogrammet,Svenska 1,29097621,.
Bygg- och anläggningsprogrammet,Svenska 1,87764775,..
Fordons- och transportprogrammet,Svenska 1,87764775,..
Hantverksprogrammet,Svenska 1,87764775,..
VVS- och fastighetsprogrammet,Svenska 1,87764775,..
Vård- och omsorgsprogrammet,Svenska 1,87764775,..
Vård- och omsorgsprogrammet,Svenska 1,48438396,..
Barn- och fritidsprogrammet,Svenska 1,98052678,"29,4"
