program,skolkod,andel_med_examen
yrkesprogram,34637764,"86,3"
yrkesprogram,73255276,"100,0"
yrkesprogram,15077883,"85,4"
yrkesprogram,48434184,"81,3"
yrkesprogram,58724424,"80,0"
yrkesprogram,51138448,"93,8"
yrkesprogram,19647256,"84,1"
yrkesprogram,56421429,"87,5"
yrkesprogram,39911065,..
yrkesprogram,17008320,..
yrkesprogram,56737496,"100,0"
yrkesprogram,88850910,"80,0"
yrkesprogram,93939982,"86,1"
yrkesprogram,25720752,"95,0"
yrkesprogram,55155562,"81,0"
yrkesprogram,31533003,"92,3"
yrkesprogram,31429031,"93,0"
yrkesprogram,16361868,..
yrkesprogram,24008049,"92,5"
yrkesprogram,36680097,..
yrkesprogram,87756916,"76,3"
yrkesprogram,59734510,"85,3"
yrkesprogram,19586169,"88,6"
yrkesprogram,24273261,"93,3"
yrkesprogram,95683850,"100,0"
yrkesprogram,59455288,"62,5"
yrkesprogram,82163292,"94,4"
yrkesprogram,25679488,"69,6"
yrkesprogram,25677996,"77,8"
yrkesprogram,89888648,"88,9"
yrkesprogram,90003262,..
yrkesprogram,88163512,"72,7"
yrkesprogram,35063170,..
yrkesprogram,31279294,"88,2"
yrkesprogram,36782335,"86,2"
yrkesprogram,20666515,"94,4"
yrkesprogram,37906565,"100,0"
yrkesprogram,67279303,"92,3"
yrkesprogram,21648755,"77,2"
yrkesprogram,11111710,"100,0"
yrkesprogram,90551279,"91,3"
yrkesprogram,93062368,"75,0"
yrkesprogram,69686851,"83,5"
yrkesprogram,49616977,"76,9"
yrkesprogram,90267145,"97,7"
yrkesprogram,72998905,"100,0"
yrkesprogram,69481650,"84,2"
yrkesprogram,88153340,"92,5"
yrkesprogram,94353434,"86,0"
yrkesprogram,59396229,"90,9"
yrkesprogram,95165649,"90,2"
yrkesprogram,69626109,"74,4"
yrkesprogram,85068812,..
yrkesprogram,36444853,"86,2"
yrkesprogram,15414001,"78,2"
yrkesprogram,38311488,"100,0"
yrkesprogram,16819383,"73,3"
yrkesprogram,12994441,..
yrkesprogram,53660780,"99,0"
yrkesprogram,30086854,"90,0"
yrkesprogram,79094701,"100,0"
yrkesprogram,38684438,"94,7"
yrkesprogram,96590873,"82,4"
yrkesprogram,73147554,"100,0"
yrkesprogram,65752105,..
yrkesprogram,11274830,"87,5"
yrkesprogram,51321260,"91,4"
yrkesprogram,96279444,"94,1"
yrkesprogram,61880907,"88,0"
yrkesprogram,35006050,"90,9"
yrkesprogram,88886610,"96,3"
yrkesprogram,10638939,"87,5"
yrkesprogram,88556189,"67,3"
yrkesprogram,35236491,"95,1"
yrkesprogram,58502307,"100,0"
yrkesprogram,97177328,"82,4"
yrkesprogram,72127035,"93,8"
yrkesprogram,70969714,"91,7"
yrkesprogram,85003442,"97,3"
yrkesprogram,22752398,"94,3"
yrkesprogram,71922787,"90,9"
yrkesprogram,31843016,"88,2"
yrkesprogram,74148070,..
yrkesprogram,50696507,"85,2"
yrkesprogram,44653962,"100,0"
yrkesprogram,81993306,"90,3"
yrkesprogram,29097621,"90,3"
yrkesprogram,87764775,"72,2"
yrkesprogram,48438396,"75,6"
yrkesprogram,98052678,..
yrkesprogram,44341171,"62,1"
yrkesprogram,32671805,"76,6"
yrkesprogram,38448056,"80,0"
yrkesprogram,16313848,"83,1"
yrkesprogram,79606767,"87,0"
yrkesprogram,11294673,"100,0"
yrkesprogram,86327236,"78,6"
yrkesprogram,28398531,"100,0"
yrkesprogram,66335258,"93,3"
yrkesprogram,54172830,"78,3"
yrkesprogram,86310217,"78,6"
yrkesprogram,83085136,"100,0"
yrkesprogram,75458014,..
yrkesprogram,65136104,..
yrkesprogram,79033948,"96,6"
yrkesprogram,56330385,"55,6"
yrkesprogram,44392995,"92,3"
yrkesprogram,69241230,"78,3"
yrkesprogram,85544331,"100,0"
yrkesprogram,80327946,"88,8"
yrkesprogram,78875918,"80,8"
yrkesprogram,78023197,"89,1"
yrkesprogram,86385479,"88,5"
yrkesprogram,40991561,..
yrkesprogram,99838438,"89,5"
yrkesprogram,42859669,"82,4"
yrkesprogram,70923626,"61,9"
yrkesprogram,92905347,"91,3"
yrkesprogram,99592025,"92,3"
yrkesprogram,34247736,"81,0"
yrkesprogram,47550455,"89,7"
yrkesprogram,30329172,"97,1"
yrkesprogram,76877530,..
yrkesprogram,47046103,"81,3"
yrkesprogram,56664512,..
yrkesprogram,38167912,"90,9"
yrkesprogram,20620556,"100,0"
yrkesprogram,17173461,..
yrkesprogram,19560192,"84,6"
yrkesprogram,98053087,"89,2"
yrkesprogram,92858957,"86,7"
yrkesprogram,46660042,"83,6"
yrkesprogram,44113417,"66,7"
yrkesprogram,67783774,..
yrkesprogram,38917647,..
yrkesprogram,21363125,.
yrkesprogram,39555838,..
yrkesprogram,85214294,"79,2"
yrkesprogram,82084961,"77,2"
yrkesprogram,46162400,"86,3"
yrkesprogram,98369689,"83,9"
yrkesprogram,56529916,"91,7"
yrkesprogram,40810950,"88,9"
yrkesprogram,40037982,"91,1"
yrkesprogram,73829818,"100,0"
yrkesprogram,18881773,..
yrkesprogram,80686587,"95,2"
yrkesprogram,12279302,"90,9"
yrkesprogram,17849518,"100,0"
yrkesprogram,94570025,"79,2"
yrkesprogram,91984508,"63,6"
yrkesprogram,78659008,"80,6"
yrkesprogram,12448823,..
yrkesprogram,40667807,"92,0"
yrkesprogram,18091973,"93,8"
yrkesprogram,40634612,"87,5"
yrkesprogram,62439199,"85,0"
yrkesprogram,66132676,"88,5"
yrkesprogram,80762863,"77,6"
yrkesprogram,77688926,"100,0"
yrkesprogram,14508922,..
yrkesprogram,69629086,"96,5"
yrkesprogram,88624631,"82,6"
yrkesprogram,35390185,..
yrkesprogram,37358234,..
yrkesprogram,31657916,..
yrkesprogram,54606928,"68,8"
yrkesprogram,46241804,"90,0"
yrkesprogram,42573391,"100,0"
yrkesprogram,64574972,"90,5"
yrkesprogram,19741742,"84,4"
yrkesprogram,29032715,"90,6"
yrkesprogram,48931433,"100,0"
yrkesprogram,97270136,"82,8"
yrkesprogram,19909435,"100,0"
yrkesprogram,30530571,"95,1"
yrkesprogram,96024712,"95,7"
yrkesprogram,40829056,"91,7"
yrkesprogram,85800840,"96,7"
yrkesprogram,27115998,"97,2"
yrkesprogram,41867682,"100,0"
yrkesprogram,65662401,"93,0"
yrkesprogram,39583059,"89,1"
yrkesprogram,38645259,"81,3"
yrkesprogram,87207941,..
yrkesprogram,11673760,"76,8"
yrkesprogram,63791419,"77,3"
yrkesprogram,39805497,"92,9"
yrkesprogram,38400227,"71,9"
yrkesprogram,83829189,"95,1"
yrkesprogram,46145886,"96,6"
yrkesprogram,43649848,"80,0"
yrkesprogram,75344502,"75,0"
yrkesprogram,84247499,"87,8"
yrkesprogram,27041885,"76,3"
yrkesprogram,97064126,..
yrkesprogram,32580162,"100,0"
yrkesprogram,48722826,"96,8"
yrkesprogram,71571158,"84,4"
yrkesprogram,53691739,"100,0"
yrkesprogram,97596286,"84,5"
yrkesprogram,67554405,"96,3"
yrkesprogram,86473502,"78,6"
yrkesprogram,98239050,"92,9"
yrkesprogram,94455820,..
yrkesprogram,58368956,"83,3"
yrkesprogram,73567152,"77,1"
yrkesprogram,61547652,"91,5"
yrkesprogram,60209222,"91,4"
yrkesprogram,62104139,"90,9"
yrkesprogram,78872213,"96,0"
yrkesprogram,84286698,"100,0"
yrkesprogram,62490359,"84,6"
yrkesprogram,64725297,"89,7"
yrkesprogram,43362941,"82,6"
yrkesprogram,23350817,"83,3"
yrkesprogram,76860623,"95,2"
yrkesprogram,56021320,"100,0"
yrkesprogram,41358402,"100,0"
yrkesprogram,64569393,"88,9"
yrkesprogram,87262566,"85,4"
yrkesprogram,41844601,"71,7"
yrkesprogram,51620045,"97,2"
yrkesprogram,23457902,"85,7"
yrkesprogram,27597104,"91,3"
yrkesprogram,57397381,"74,6"
yrkesprogram,56947954,"93,6"
yrkesprogram,72022487,"88,8"
yrkesprogram,70969556,"90,0"
yrkesprogram,28248021,"71,0"
yrkesprogram,44417214,"96,4"
yrkesprogram,25025681,"84,6"
yrkesprogram,49488344,"100,0"
yrkesprogram,74408578,"89,3"
yrkesprogram,86724994,"94,0"
yrkesprogram,86158933,"73,9"
yrkesprogram,14102256,"90,0"
yrkesprogram,75082280,"85,7"
yrkesprogram,75914181,"94,1"
yrkesprogram,39302565,"91,3"
yrkesprogram,36072799,"84,6"
yrkesprogram,61432781,"85,9"
yrkesprogram,78287294,"96,3"
yrkesprogram,74316305,"91,4"
yrkesprogram,39096170,"94,1"
yrkesprogram,99279503,"93,5"
yrkesprogram,72109637,..
yrkesprogram,69240218,"76,9"
yrkesprogram,14057258,..
yrkesprogram,43313366,"85,2"
yrkesprogram,97868185,..
yrkesprogram,81551726,..
yrkesprogram,77823650,"94,0"
yrkesprogram,37550979,..
yrkesprogram,52634142,"94,6"
yrkesprogram,76195214,"96,9"
yrkesprogram,54839753,..
yrkesprogram,32705515,"92,7"
yrkesprogram,60214465,..
yrkesprogram,70137084,"81,7"
yrkesprogram,82002016,..
yrkesprogram,21901328,"78,9"
yrkesprogram,23306658,"94,4"
yrkesprogram,57350392,..
yrkesprogram,11102578,"95,8"
yrkesprogram,69306209,"80,5"
yrkesprogram,92651253,"95,2"
yrkesprogram,31740319,"89,2"
yrkesprogram,17944628,"85,7"
yrkesprogram,82826083,"96,9"
yrkesprogram,94090461,"80,0"
yrkesprogram,12954099,..
yrkesprogram,80931789,"96,3"
yrkesprogram,84098842,"89,7"
yrkesprogram,90473340,..
yrkesprogram,26167236,"89,3"
yrkesprogram,69807202,"94,2"
yrkesprogram,64648904,"100,0"
yrkesprogram,63035915,"84,7"
yrkesprogram,26324896,"81,3"
yrkesprogram,28848709,"100,0"
yrkesprogram,12613085,"100,0"
yrkesprogram,53896162,"100,0"
yrkesprogram,11185244,"68,6"
yrkesprogram,56211717,"90,0"
yrkesprogram,66824652,"77,8"
yrkesprogram,49168016,"100,0"
yrkesprogram,32042066,"94,2"
yrkesprogram,50821167,..
yrkesprogram,92814975,"90,0"
yrkesprogram,28770304,"83,8"
yrkesprogram,64123241,"86,7"
yrkesprogram,69063711,"100,0"
yrkesprogram,77609073,"84,6"
yrkesprogram,35894996,"89,8"
yrkesprogram,17119840,"93,9"
yrkesprogram,68748767,"74,2"
yrkesprogram,25596917,"70,6"
yrkesprogram,20984584,"89,5"
yrkesprogram,52129378,"74,4"
yrkesprogram,98541468,"88,9"
yrkesprogram,31155312,"91,7"
yrkesprogram,25648215,"79,2"
yrkesprogram,61823258,"87,5"
yrkesprogram,39178171,"86,2"
yrkesprogram,79994304,..
yrkesprogram,68006362,"84,4"
yrkesprogram,11608031,"88,2"
yrkesprogram,86762103,"85,7"
yrkesprogram,68381790,"92,3"
yrkesprogram,13006857,"86,6"
yrkesprogram,76007769,"100,0"
yrkesprogram,16956086,"91,7"
yrkesprogram,58187973,"90,9"
yrkesprogram,88894245,"100,0"
yrkesprogram,71160225,"92,0"
yrkesprogram,67752682,"100,0"
yrkesprogram,47884009,"87,1"
yrkesprogram,44672598,"93,3"
yrkesprogram,75340089,"93,8"
yrkesprogram,36670439,"84,6"
yrkesprogram,22220001,"88,1"
yrkesprogram,15100079,..
yrkesprogram,55421481,..
yrkesprogram,99356671,..
yrkesprogram,16702464,..
yrkesprogram,71353314,..
yrkesprogram,36252055,"92,5"
yrkesprogram,91812793,"100,0"
yrkesprogram,14355031,"100,0"
yrkesprogram,72891848,"78,6"
yrkesprogram,31796890,..
yrkesprogram,22426680,..
yrkesprogram,83805032,"69,0"
yrkesprogram,48862305,"88,9"
yrkesprogram,32887559,"91,3"
yrkesprogram,71541108,"72,2"
yrkesprogram,69471748,"76,6"
yrkesprogram,93239262,"95,7"
yrkesprogram,25745773,"92,8"
yrkesprogram,99976753,..
yrkesprogram,14278480,"80,6"
yrkesprogram,28023078,"89,8"
yrkesprogram,43284031,"94,3"
yrkesprogram,13963517,"100,0"
yrkesprogram,26267406,"100,0"
yrkesprogram,31255918,"89,7"
yrkesprogram,51955293,"100,0"
yrkesprogram,35035671,"82,4"
yrkesprogram,12130801,..
yrkesprogram,51736304,"90,9"
yrkesprogram,53180719,"90,5"
yrkesprogram,27489137,"100,0"
yrkesprogram,15609112,"100,0"
yrkesprogram,60424371,"88,2"
yrkesprogram,68655578,"86,2"
yrkesprogram,17062663,"96,4"
yrkesprogram,68741484,"89,7"
yrkesprogram,56267421,"100,0"
yrkesprogram,34990065,"91,1"
yrkesprogram,37054246,"86,2"
yrkesprogram,39199869,..
yrkesprogram,62216381,"89,8"
yrkesprogram,31179045,"93,5"
yrkesprogram,72421673,"100,0"
yrkesprogram,59655752,..
yrkesprogram,88750078,"94,1"
yrkesprogram,41878314,..
yrkesprogram,41555549,"87,5"
yrkesprogram,32003298,"100,0"
yrkesprogram,22383788,"95,7"
yrkesprogram,85459854,"100,0"
yrkesprogram,81876614,..
yrkesprogram,18711877,"100,0"
yrkesprogram,67071618,"85,7"
yrkesprogram,75324351,"94,7"
yrkesprogram,61229217,"91,2"
yrkesprogram,58929357,"100,0"
yrkesprogram,42517257,"81,3"
yrkesprogram,70376604,"95,8"
yrkesprogram,93503103,"100,0"
yrkesprogram,18617410,"100,0"
yrkesprogram,41697930,"98,8"
yrkesprogram,28025244,"77,8"
yrkesprogram,17184072,"100,0"
yrkesprogram,40338843,"95,7"
yrkesprogram,77440824,"95,2"
yrkesprogram,71069359,"100,0"
yrkesprogram,86896907,"93,5"
yrkesprogram,14292382,"92,1"
yrkesprogram,87859089,"63,2"
yrkesprogram,54764253,"100,0"
yrkesprogram,98908403,"95,8"
yrkesprogram,16493131,"94,9"
yrkesprogram,41119610,"100,0"
yrkesprogram,48304166,"100,0"
yrkesprogram,24982097,"66,7"
yrkesprogram,97104132,"100,0"
yrkesprogram,68597767,..
yrkesprogram,27964873,"80,6"
yrkesprogram,30706655,"80,0"
yrkesprogram,65674821,..
yrkesprogram,46332927,"94,6"
yrkesprogram,78690637,"88,6"
yrkesprogram,24653673,"95,2"
yrkesprogram,38048202,"84,6"
yrkesprogram,90990441,..
yrkesprogram,86319615,"75,0"
yrkesprogram,87303004,"94,6"
yrkesprogram,97835550,"77,3"
yrkesprogram,22446331,"83,8"
yrkesprogram,26671095,"100,0"
yrkesprogram,42911621,"94,8"
yrkesprogram,40575001,"84,2"
yrkesprogram,75027822,"100,0"
yrkesprogram,26508763,"97,4"
yrkesprogram,14504503,"88,5"
yrkesprogram,21850904,"100,0"
yrkesprogram,77544055,"78,6"
yrkesprogram,16198647,"98,6"
yrkesprogram,12496135,"100,0"
yrkesprogram,76903284,"85,2"
yrkesprogram,68649663,"81,1"
yrkesprogram,15870428,"82,9"
yrkesprogram,26750052,"94,1"
yrkesprogram,81997762,"91,8"
yrkesprogram,69747871,..
yrkesprogram,70119254,"100,0"
yrkesprogram,79346084,"87,2"
yrkesprogram,34222422,"86,7"
yrkesprogram,84230226,..
yrkesprogram,42060237,"86,4"
yrkesprogram,89816391,"90,5"
yrkesprogram,14448619,"80,0"
yrkesprogram,12546590,"66,7"
yrkesprogram,94167577,"68,4"
