program,skolkod,andel_med_examen
el- och energiprogrammet,31657916,..
el- och energiprogrammet,42573391,..
el- och energiprogrammet,29032715,"100,0"
el- och energiprogrammet,19909435,"100,0"
el- och energiprogrammet,85800840,"100,0"
el- och energiprogrammet,27115998,"100,0"
el- och energiprogrammet,41867682,"100,0"
el- och energiprogrammet,39583059,"86,7"
el- och energiprogrammet,38645259,..
el- och energiprogrammet,63791419,"81,8"
el- och energiprogrammet,46145886,"96,6"
el- och energiprogrammet,84247499,"93,3"
el- och energiprogrammet,48722826,"100,0"
el- och energiprogrammet,53691739,"100,0"
el- och energiprogrammet,60209222,"96,4"
el- och energiprogrammet,78872213,"100,0"
el- och energiprogrammet,51620045,"97,2"
el- och energiprogrammet,56947954,"96,3"
el- och energiprogrammet,72022487,"100,0"
el- och energiprogrammet,70969556,..
el- och energiprogrammet,28248021,..
el- och energiprogrammet,74408578,"86,7"
el- och energiprogrammet,86724994,"91,3"
el- och energiprogrammet,39302565,"92,9"
el- och energiprogrammet,74316305,"90,9"
el- och energiprogrammet,72109637,..
el- och energiprogrammet,97868185,..
el- och energiprogrammet,77823650,"87,5"
el- och energiprogrammet,76195214,..
el- och energiprogrammet,70137084,"93,3"
el- och energiprogrammet,69306209,"80,8"
el- och energiprogrammet,80931789,"96,3"
el- och energiprogrammet,90473340,..
el- och energiprogrammet,26167236,..
el- och energiprogrammet,63035915,"95,8"
el- och energiprogrammet,12613085,"100,0"
el- och energiprogrammet,66824652,"73,3"
el- och energiprogrammet,32042066,"92,9"
el- och energiprogrammet,92814975,"85,7"
el- och energiprogrammet,69063711,..
el- och energiprogrammet,77609073,..
el- och energiprogrammet,68748767,..
el- och energiprogrammet,52129378,"74,4"
el- och energiprogrammet,61823258,..
el- och energiprogrammet,68006362,"90,9"
el- och energiprogrammet,86762103,..
el- och energiprogrammet,68381790,..
el- och energiprogrammet,13006857,"78,6"
el- och energiprogrammet,16956086,"92,6"
el- och energiprogrammet,58187973,..
el- och energiprogrammet,88894245,..
el- och energiprogrammet,67752682,"100,0"
el- och energiprogrammet,44672598,"100,0"
el- och energiprogrammet,22220001,"93,3"
el- och energiprogrammet,16702464,..
el- och energiprogrammet,36252055,"100,0"
el- och energiprogrammet,72891848,"100,0"
el- och energiprogrammet,32887559,"93,5"
el- och energiprogrammet,43284031,"96,3"
el- och energiprogrammet,13963517,..
el- och energiprogrammet,26267406,..
el- och energiprogrammet,31255918,"84,6"
el- och energiprogrammet,51736304,..
el- och energiprogrammet,53180719,"100,0"
el- och energiprogrammet,27489137,"100,0"
el- och energiprogrammet,37054246,"81,0"
el- och energiprogrammet,62216381,"90,5"
el- och energiprogrammet,88750078,"100,0"
el- och energiprogrammet,22383788,"95,7"
el- och energiprogrammet,81876614,..
el- och energiprogrammet,75324351,..
el- och energiprogrammet,61229217,"92,3"
el- och energiprogrammet,41697930,"96,2"
el- och energiprogrammet,17184072,..
el- och energiprogrammet,77440824,"100,0"
el- och energiprogrammet,14292382,"100,0"
el- och energiprogrammet,87859089,..
el- och energiprogrammet,16493131,"100,0"
el- och energiprogrammet,24982097,..
el- och energiprogrammet,68597767,..
el- och energiprogrammet,30706655,"90,9"
el- och energiprogrammet,38048202,"97,2"
el- och energiprogrammet,87303004,..
el- och energiprogrammet,97835550,..
el- och energiprogrammet,26671095,"100,0"
el- och energiprogrammet,42911621,"100,0"
el- och energiprogrammet,15870428,"90,0"
el- och energiprogrammet,26750052,"94,1"
el- och energiprogrammet,81997762,"93,8"
el- och energiprogrammet,79346084,"91,7"
el- och energiprogrammet,14448619,"79,3"
el- och energiprogrammet,94167577,"75,0"
el- och energiprogrammet,21312503,"100,0"
el- och energiprogrammet,33132452,"95,5"
el- och energiprogrammet,15390992,"96,9"
el- och energiprogrammet,38236800,"100,0"
el- och energiprogrammet,95154882,..
el- och energiprogrammet,65666808,"80,4"
el- och energiprogrammet,93367005,"86,5"
el- och energiprogrammet,16501673,..
el- och energiprogrammet,79845033,"85,7"
el- och energiprogrammet,41099519,..
el- och energiprogrammet,59386837,..
el- och energiprogrammet,17276047,"65,0"
el- och energiprogrammet,48244956,"90,0"
el- och energiprogrammet,70132092,"89,3"
el- och energiprogrammet,27993549,"75,0"
el- och energiprogrammet,90312942,"91,3"
el- och energiprogrammet,37517404,..
el- och energiprogrammet,29159460,"100,0"
el- och energiprogrammet,43601850,"83,3"
el- och energiprogrammet,86351879,"100,0"
el- och energiprogrammet,74322969,..
el- och energiprogrammet,90260899,..
el- och energiprogrammet,31057219,"77,8"
el- och energiprogrammet,27079521,"93,3"
el- och energiprogrammet,96414537,..
el- och energiprogrammet,95368476,..
el- och energiprogrammet,76448076,"84,0"
el- och energiprogrammet,91048178,"88,5"
el- och energiprogrammet,76942525,..
el- och energiprogrammet,61720981,"88,2"
el- och energiprogrammet,82931004,"94,7"
el- och energiprogrammet,33205596,"100,0"
el- och energiprogrammet,60727136,..
el- och energiprogrammet,33657492,"90,9"
el- och energiprogrammet,93659517,"94,7"
el- och energiprogrammet,57668673,"80,0"
el- och energiprogrammet,91905819,..
el- och energiprogrammet,54882637,..
el- och energiprogrammet,36480690,..
el- och energiprogrammet,52048443,"93,3"
el- och energiprogrammet,69865450,..
el- och energiprogrammet,37316242,"100,0"
el- och energiprogrammet,50393060,..
el- och energiprogrammet,59521477,"100,0"
el- och energiprogrammet,54467211,"100,0"
el- och energiprogrammet,59463950,"100,0"
el- och energiprogrammet,63931325,"100,0"
el- och energiprogrammet,75374280,..
el- och energiprogrammet,50133877,"96,7"
el- och energiprogrammet,34002355,..
el- och energiprogrammet,18217765,..
el- och energiprogrammet,96152872,"100,0"
el- och energiprogrammet,10433896,"92,3"
el- och energiprogrammet,43154449,"100,0"
el- och energiprogrammet,96194948,..
el- och energiprogrammet,68824244,"93,1"
el- och energiprogrammet,90685868,"93,8"
el- och energiprogrammet,39341381,..
el- och energiprogrammet,28391147,"77,6"
el- och energiprogrammet,31380193,..
el- och energiprogrammet,90290154,..
el- och energiprogrammet,92816527,"93,3"
el- och energiprogrammet,94975733,"95,7"
el- och energiprogrammet,77379848,..
el- och energiprogrammet,13981977,..
el- och energiprogrammet,67422309,..
el- och energiprogrammet,82160887,..
el- och energiprogrammet,23175129,..
el- och energiprogrammet,29225010,"89,5"
el- och energiprogrammet,24349146,"92,7"
el- och energiprogrammet,85188855,..
el- och energiprogrammet,39528347,"92,9"
el- och energiprogrammet,32239920,"85,0"
el- och energiprogrammet,80785976,"100,0"
el- och energiprogrammet,21532545,..
el- och energiprogrammet,56187883,"100,0"
el- och energiprogrammet,51023367,"100,0"
el- och energiprogrammet,52690153,..
estetiska programmet,61004230,"88,0"
estetiska programmet,23517336,"100,0"
estetiska programmet,48009865,..
estetiska programmet,82840198,..
estetiska programmet,19464342,..
estetiska programmet,43609520,"93,3"
estetiska programmet,42218661,"88,9"
estetiska programmet,42022406,"95,7"
estetiska programmet,56679384,"97,4"
estetiska programmet,69018222,"81,3"
estetiska programmet,64284020,..
estetiska programmet,97758137,"92,3"
estetiska programmet,40386043,"89,8"
estetiska programmet,33685428,"94,4"
estetiska programmet,34153869,..
estetiska programmet,75082798,"100,0"
estetiska programmet,23555409,..
estetiska programmet,30341162,"92,3"
estetiska programmet,19912478,"87,0"
estetiska programmet,58724424,..
estetiska programmet,95684185,"97,2"
estetiska programmet,93939982,..
estetiska programmet,55155562,..
estetiska programmet,24008049,"98,4"
estetiska programmet,54481243,"100,0"
estetiska programmet,36680097,..
estetiska programmet,25677996,"85,7"
estetiska programmet,31279294,..
estetiska programmet,36782335,"93,8"
estetiska programmet,21648755,..
estetiska programmet,69686851,..
estetiska programmet,54965510,"84,4"
estetiska programmet,25872338,..
estetiska programmet,10974852,..
estetiska programmet,85068812,.
estetiska programmet,78397312,"93,1"
estetiska programmet,36444853,"85,7"
estetiska programmet,61469192,"93,7"
estetiska programmet,79094701,"100,0"
estetiska programmet,71597051,"100,0"
estetiska programmet,53231578,"100,0"
estetiska programmet,91011325,"86,7"
estetiska programmet,97382366,"88,7"
estetiska programmet,10638939,..
estetiska programmet,69739484,"77,5"
estetiska programmet,92887917,"94,7"
estetiska programmet,68734112,..
estetiska programmet,44653962,..
estetiska programmet,47264019,"96,7"
estetiska programmet,20099064,"92,5"
estetiska programmet,16313848,"80,0"
estetiska programmet,79033948,"92,9"
estetiska programmet,68240485,"100,0"
estetiska programmet,95046058,"94,7"
estetiska programmet,44392995,"82,5"
estetiska programmet,99838438,"76,9"
estetiska programmet,30329172,"100,0"
estetiska programmet,76877530,..
estetiska programmet,38167912,..
estetiska programmet,77839100,..
estetiska programmet,55535552,.
estetiska programmet,92533079,"95,9"
estetiska programmet,92858957,"89,5"
estetiska programmet,82084961,..
estetiska programmet,50908408,"90,9"
estetiska programmet,18594470,"94,1"
estetiska programmet,72232853,"93,8"
estetiska programmet,18091973,..
estetiska programmet,36539945,..
estetiska programmet,40634612,..
estetiska programmet,66132676,"90,2"
estetiska programmet,64574972,"95,0"
estetiska programmet,48931433,..
estetiska programmet,85800840,"92,7"
estetiska programmet,68920727,"89,7"
estetiska programmet,27115998,..
estetiska programmet,79516949,"86,7"
estetiska programmet,96684210,"99,0"
estetiska programmet,23836342,"92,6"
estetiska programmet,81619482,"100,0"
estetiska programmet,39149668,..
estetiska programmet,48722826,..
estetiska programmet,73063662,"71,4"
estetiska programmet,43251309,"100,0"
estetiska programmet,67554405,..
estetiska programmet,94455820,..
estetiska programmet,78872213,..
estetiska programmet,56021320,"94,7"
estetiska programmet,64569393,..
estetiska programmet,86888278,..
estetiska programmet,57397381,"85,2"
estetiska programmet,44417214,..
estetiska programmet,49488344,"91,7"
estetiska programmet,57777751,..
estetiska programmet,38732602,"91,7"
estetiska programmet,86158933,"92,3"
estetiska programmet,75914181,"83,3"
estetiska programmet,84476205,"95,2"
estetiska programmet,24544503,"96,2"
estetiska programmet,86787111,"95,2"
estetiska programmet,97868185,"100,0"
estetiska programmet,70137084,..
estetiska programmet,23306658,..
estetiska programmet,11102578,"100,0"
estetiska programmet,94468610,"91,9"
estetiska programmet,90473340,"100,0"
estetiska programmet,64648904,"100,0"
estetiska programmet,75939593,"94,1"
estetiska programmet,51449748,"90,4"
estetiska programmet,28267726,"94,0"
estetiska programmet,71929526,"100,0"
estetiska programmet,71472793,"93,5"
estetiska programmet,69063711,"100,0"
estetiska programmet,35894996,..
estetiska programmet,65722876,"90,3"
estetiska programmet,49231191,"89,4"
estetiska programmet,13006857,..
estetiska programmet,16956086,..
estetiska programmet,88894245,..
estetiska programmet,44672598,..
estetiska programmet,99356671,..
estetiska programmet,29449669,"91,5"
estetiska programmet,91812793,"100,0"
estetiska programmet,14355031,"100,0"
estetiska programmet,46611859,"91,1"
estetiska programmet,65150019,"91,7"
estetiska programmet,47537928,"75,9"
estetiska programmet,44285075,"80,8"
estetiska programmet,68741484,..
estetiska programmet,72421673,..
estetiska programmet,15763669,..
estetiska programmet,18711877,"96,2"
estetiska programmet,61229217,..
estetiska programmet,70376604,"92,9"
estetiska programmet,40338843,..
estetiska programmet,16493131,"87,0"
estetiska programmet,83272868,"100,0"
estetiska programmet,16748680,"93,3"
estetiska programmet,92332557,"91,9"
estetiska programmet,78690637,"80,9"
estetiska programmet,90990441,..
estetiska programmet,49112879,"88,0"
estetiska programmet,43623146,..
estetiska programmet,18974693,"80,0"
estetiska programmet,28967085,..
estetiska programmet,33233228,..
estetiska programmet,94167577,"72,7"
estetiska programmet,27023528,"84,6"
estetiska programmet,97770837,..
estetiska programmet,29423248,"89,5"
estetiska programmet,33132452,..
estetiska programmet,17911161,..
estetiska programmet,35084976,..
estetiska programmet,77632411,"92,6"
estetiska programmet,53760158,"100,0"
estetiska programmet,78422467,"94,6"
estetiska programmet,75075402,"80,8"
estetiska programmet,46256929,"93,2"
estetiska programmet,83374651,"100,0"
estetiska programmet,30762346,..
estetiska programmet,15390992,"93,6"
estetiska programmet,85516596,..
estetiska programmet,95154882,..
estetiska programmet,24663703,..
estetiska programmet,28519815,"82,5"
estetiska programmet,65666808,.
estetiska programmet,24759907,"63,1"
estetiska programmet,35366805,"85,7"
estetiska programmet,89370947,"97,5"
estetiska programmet,64388538,"100,0"
estetiska programmet,17276047,..
estetiska programmet,48244956,"92,3"
estetiska programmet,43873969,"79,2"
estetiska programmet,19306558,"95,2"
estetiska programmet,45593337,..
estetiska programmet,25178582,"90,5"
estetiska programmet,70543431,"100,0"
estetiska programmet,56041144,"91,7"
estetiska programmet,90260899,..
estetiska programmet,33572033,"85,4"
estetiska programmet,95368476,"95,2"
estetiska programmet,76448076,..
estetiska programmet,28081446,"95,8"
estetiska programmet,21400668,"92,6"
estetiska programmet,92949043,"84,6"
estetiska programmet,31486865,"97,8"
estetiska programmet,97265732,"96,2"
estetiska programmet,50424828,..
estetiska programmet,11533776,"82,7"
estetiska programmet,99622695,..
estetiska programmet,51131594,"85,7"
estetiska programmet,89680395,"100,0"
estetiska programmet,53696633,"100,0"
estetiska programmet,27440210,"89,6"
estetiska programmet,62758285,"100,0"
estetiska programmet,57668673,..
estetiska programmet,63993414,..
estetiska programmet,49136871,..
estetiska programmet,53923398,..
estetiska programmet,74560191,..
estetiska programmet,36480690,"81,3"
estetiska programmet,24787883,..
estetiska programmet,52048443,"100,0"
estetiska programmet,43277545,"69,6"
estetiska programmet,66095163,"83,3"
estetiska programmet,54004368,"96,4"
estetiska programmet,31975673,..
estetiska programmet,99864908,..
estetiska programmet,49868916,"100,0"
estetiska programmet,44412461,"93,3"
estetiska programmet,49576295,..
estetiska programmet,45293715,"78,8"
estetiska programmet,77712952,..
estetiska programmet,10433896,"84,6"
estetiska programmet,43154449,"100,0"
estetiska programmet,46379730,"100,0"
estetiska programmet,46986216,"87,2"
estetiska programmet,16720048,"96,3"
estetiska programmet,31380193,..
estetiska programmet,85485803,"91,7"
estetiska programmet,88429477,..
estetiska programmet,98696836,"100,0"
estetiska programmet,49739986,"84,6"
estetiska programmet,29225010,"87,5"
estetiska programmet,56886667,"97,2"
estetiska programmet,62394916,..
estetiska programmet,67908927,"87,5"
estetiska programmet,18072172,..
estetiska programmet,11341077,"93,5"
estetiska programmet,77797484,"90,9"
estetiska programmet,80785976,"86,7"
estetiska programmet,21532545,"84,6"
estetiska programmet,51023367,..
flygteknikutbildningen,43649848,"80,0"
flygteknikutbildningen,74316305,"94,7"
flygteknikutbildningen,84098842,"92,3"
flygteknikutbildningen,17062663,"93,3"
flygteknikutbildningen,71069359,"100,0"
flygteknikutbildningen,48304166,"100,0"
flygteknikutbildningen,92009807,"73,3"
fordons- och transportprogrammet,93221031,..
fordons- och transportprogrammet,17474377,"100,0"
fordons- och transportprogrammet,55795961,..
fordons- och transportprogrammet,84947634,"90,5"
fordons- och transportprogrammet,68564903,"100,0"
fordons- och transportprogrammet,18208087,"94,1"
fordons- och transportprogrammet,41416934,"100,0"
fordons- och transportprogrammet,21866405,"89,3"
fordons- och transportprogrammet,25624692,..
fordons- och transportprogrammet,25356960,"98,3"
fordons- och transportprogrammet,98132436,.
fordons- och transportprogrammet,40386043,"92,3"
fordons- och transportprogrammet,44240250,"75,0"
fordons- och transportprogrammet,75082798,..
fordons- och transportprogrammet,91333138,"76,9"
fordons- och transportprogrammet,12154972,"75,0"
fordons- och transportprogrammet,15077883,..
fordons- och transportprogrammet,48434184,..
fordons- och transportprogrammet,19647256,..
fordons- och transportprogrammet,93939982,..
fordons- och transportprogrammet,55155562,"61,9"
fordons- och transportprogrammet,24008049,"90,0"
fordons- och transportprogrammet,59734510,..
fordons- och transportprogrammet,19586169,..
fordons- och transportprogrammet,24273261,..
fordons- och transportprogrammet,89888648,..
fordons- och transportprogrammet,90003262,..
fordons- och transportprogrammet,36782335,"83,3"
fordons- och transportprogrammet,67279303,"88,0"
fordons- och transportprogrammet,21648755,"77,3"
fordons- och transportprogrammet,90267145,..
fordons- och transportprogrammet,61880907,"88,0"
fordons- och transportprogrammet,88556189,..
fordons- och transportprogrammet,72127035,..
fordons- och transportprogrammet,70969714,"86,7"
fordons- och transportprogrammet,31843016,"83,3"
fordons- och transportprogrammet,29097621,"91,7"
fordons- och transportprogrammet,16313848,"81,3"
fordons- och transportprogrammet,86327236,..
fordons- och transportprogrammet,86310217,"78,6"
fordons- och transportprogrammet,69241230,..
fordons- och transportprogrammet,80327946,"91,7"
fordons- och transportprogrammet,70923626,..
fordons- och transportprogrammet,92905347,..
fordons- och transportprogrammet,30329172,"100,0"
fordons- och transportprogrammet,47046103,"77,8"
fordons- och transportprogrammet,17173461,..
fordons- och transportprogrammet,19560192,..
fordons- och transportprogrammet,98053087,..
fordons- och transportprogrammet,46660042,"92,3"
fordons- och transportprogrammet,38917647,..
fordons- och transportprogrammet,98369689,"82,2"
fordons- och transportprogrammet,17849518,..
fordons- och transportprogrammet,40667807,..
fordons- och transportprogrammet,69629086,"92,3"
fordons- och transportprogrammet,31657916,..
fordons- och transportprogrammet,46241804,"90,0"
fordons- och transportprogrammet,29032715,"83,3"
fordons- och transportprogrammet,19909435,..
fordons- och transportprogrammet,85800840,"100,0"
fordons- och transportprogrammet,39583059,"88,1"
fordons- och transportprogrammet,38645259,..
fordons- och transportprogrammet,39805497,"88,2"
fordons- och transportprogrammet,83829189,"100,0"
fordons- och transportprogrammet,84247499,"83,7"
fordons- och transportprogrammet,97064126,.
fordons- och transportprogrammet,48722826,"100,0"
fordons- och transportprogrammet,71571158,"78,3"
fordons- och transportprogrammet,73567152,"86,4"
fordons- och transportprogrammet,84286698,"100,0"
fordons- och transportprogrammet,23350817,..
fordons- och transportprogrammet,87262566,"79,3"
fordons- och transportprogrammet,56947954,"95,2"
fordons- och transportprogrammet,72022487,"82,4"
fordons- och transportprogrammet,70969556,..
fordons- och transportprogrammet,86724994,"88,9"
fordons- och transportprogrammet,39302565,"91,7"
fordons- och transportprogrammet,61432781,..
fordons- och transportprogrammet,14057258,..
fordons- och transportprogrammet,81551726,.
fordons- och transportprogrammet,52634142,"100,0"
fordons- och transportprogrammet,76195214,..
fordons- och transportprogrammet,70137084,"77,8"
fordons- och transportprogrammet,92651253,..
fordons- och transportprogrammet,26167236,..
fordons- och transportprogrammet,28848709,"100,0"
fordons- och transportprogrammet,49168016,"100,0"
fordons- och transportprogrammet,28770304,"83,8"
fordons- och transportprogrammet,17119840,"95,5"
fordons- och transportprogrammet,61823258,..
fordons- och transportprogrammet,86762103,..
fordons- och transportprogrammet,76007769,"100,0"
fordons- och transportprogrammet,88894245,..
fordons- och transportprogrammet,47884009,..
fordons- och transportprogrammet,75340089,..
fordons- och transportprogrammet,36670439,..
fordons- och transportprogrammet,72891848,..
fordons- och transportprogrammet,83805032,"69,0"
fordons- och transportprogrammet,31255918,"90,9"
fordons- och transportprogrammet,35035671,"82,4"
fordons- och transportprogrammet,53180719,..
fordons- och transportprogrammet,17062663,"97,5"
fordons- och transportprogrammet,88750078,"92,3"
fordons- och transportprogrammet,85459854,"100,0"
fordons- och transportprogrammet,61229217,..
fordons- och transportprogrammet,93503103,"100,0"
fordons- och transportprogrammet,14292382,..
fordons- och transportprogrammet,87859089,..
fordons- och transportprogrammet,16493131,"90,0"
fordons- och transportprogrammet,48304166,"100,0"
fordons- och transportprogrammet,27964873,"91,3"
fordons- och transportprogrammet,30706655,..
fordons- och transportprogrammet,78690637,..
fordons- och transportprogrammet,24653673,"93,8"
fordons- och transportprogrammet,87303004,"100,0"
fordons- och transportprogrammet,97835550,..
fordons- och transportprogrammet,22446331,"90,9"
fordons- och transportprogrammet,40575001,"91,7"
fordons- och transportprogrammet,76903284,"78,6"
fordons- och transportprogrammet,81997762,..
fordons- och transportprogrammet,42060237,..
fordons- och transportprogrammet,89816391,"84,6"
fordons- och transportprogrammet,38236800,..
fordons- och transportprogrammet,85054102,"95,2"
fordons- och transportprogrammet,87274273,"100,0"
fordons- och transportprogrammet,16501673,..
fordons- och transportprogrammet,26298615,"100,0"
fordons- och transportprogrammet,50104466,..
fordons- och transportprogrammet,59386837,"92,9"
fordons- och transportprogrammet,73217812,..
fordons- och transportprogrammet,16931486,..
fordons- och transportprogrammet,13084253,"69,2"
fordons- och transportprogrammet,82888663,"78,8"
fordons- och transportprogrammet,11275959,"91,4"
fordons- och transportprogrammet,27993549,..
fordons- och transportprogrammet,90312942,"95,7"
fordons- och transportprogrammet,19839859,..
fordons- och transportprogrammet,29159460,..
fordons- och transportprogrammet,43601850,..
fordons- och transportprogrammet,14586562,..
fordons- och transportprogrammet,74322969,..
fordons- och transportprogrammet,90260899,"100,0"
fordons- och transportprogrammet,31057219,"95,7"
fordons- och transportprogrammet,27079521,..
fordons- och transportprogrammet,34381901,"100,0"
fordons- och transportprogrammet,95368476,..
fordons- och transportprogrammet,84329061,..
fordons- och transportprogrammet,71969230,..
fordons- och transportprogrammet,91048178,..
fordons- och transportprogrammet,10373112,..
fordons- och transportprogrammet,65265211,..
fordons- och transportprogrammet,19930101,"94,7"
fordons- och transportprogrammet,33657492,..
fordons- och transportprogrammet,53923398,"78,6"
fordons- och transportprogrammet,69865450,..
fordons- och transportprogrammet,37316242,..
fordons- och transportprogrammet,20173336,..
fordons- och transportprogrammet,49872493,..
fordons- och transportprogrammet,39147056,"88,9"
fordons- och transportprogrammet,85788659,"92,3"
fordons- och transportprogrammet,95340745,..
fordons- och transportprogrammet,59521477,..
fordons- och transportprogrammet,54467211,"94,1"
fordons- och transportprogrammet,82251333,..
fordons- och transportprogrammet,63931325,"100,0"
fordons- och transportprogrammet,75374280,..
fordons- och transportprogrammet,46148350,..
fordons- och transportprogrammet,50133877,"83,3"
fordons- och transportprogrammet,90240730,"79,1"
fordons- och transportprogrammet,84908877,..
fordons- och transportprogrammet,34002355,..
fordons- och transportprogrammet,18217765,..
fordons- och transportprogrammet,92009807,"77,4"
fordons- och transportprogrammet,90685868,..
fordons- och transportprogrammet,56084099,"100,0"
fordons- och transportprogrammet,39341381,..
fordons- och transportprogrammet,29209307,"100,0"
fordons- och transportprogrammet,92816527,"84,6"
fordons- och transportprogrammet,15149235,..
fordons- och transportprogrammet,77379848,..
fordons- och transportprogrammet,34421265,"81,8"
fordons- och transportprogrammet,18691102,..
fordons- och transportprogrammet,70302356,"92,0"
fordons- och transportprogrammet,24349146,"100,0"
fordons- och transportprogrammet,83605345,..
fordons- och transportprogrammet,47692481,..
fordons- och transportprogrammet,85188855,..
fordons- och transportprogrammet,85473846,"100,0"
fordons- och transportprogrammet,98781765,"90,3"
fordons- och transportprogrammet,56187883,..
fordons- och transportprogrammet,51023367,..
fordons- och transportprogrammet,52690153,..
handels- och administrationsprogrammet,93221031,..
handels- och administrationsprogrammet,61004230,..
handels- och administrationsprogrammet,71262305,..
handels- och administrationsprogrammet,68564903,"100,0"
handels- och administrationsprogrammet,89982804,"100,0"
handels- och administrationsprogrammet,74434644,"84,6"
handels- och administrationsprogrammet,18425335,"82,1"
handels- och administrationsprogrammet,23424275,..
handels- och administrationsprogrammet,34153869,..
handels- och administrationsprogrammet,75082798,..
handels- och administrationsprogrammet,27030026,"100,0"
handels- och administrationsprogrammet,15077883,..
handels- och administrationsprogrammet,39911065,..
handels- och administrationsprogrammet,56737496,"100,0"
handels- och administrationsprogrammet,87756916,"80,0"
handels- och administrationsprogrammet,19586169,..
handels- och administrationsprogrammet,24273261,..
handels- och administrationsprogrammet,59455288,..
handels- och administrationsprogrammet,25679488,..
handels- och administrationsprogrammet,35063170,..
handels- och administrationsprogrammet,36782335,"86,7"
handels- och administrationsprogrammet,37906565,..
handels- och administrationsprogrammet,21648755,"69,6"
handels- och administrationsprogrammet,49616977,"76,9"
handels- och administrationsprogrammet,72998905,..
handels- och administrationsprogrammet,69481650,"77,3"
handels- och administrationsprogrammet,12994441,..
handels- och administrationsprogrammet,30086854,"90,0"
handels- och administrationsprogrammet,38684438,"94,7"
handels- och administrationsprogrammet,73147554,"100,0"
handels- och administrationsprogrammet,35006050,"83,3"
handels- och administrationsprogrammet,10638939,..
handels- och administrationsprogrammet,71922787,..
handels- och administrationsprogrammet,44341171,..
handels- och administrationsprogrammet,32671805,..
handels- och administrationsprogrammet,79606767,"100,0"
handels- och administrationsprogrammet,11294673,..
handels- och administrationsprogrammet,86327236,..
handels- och administrationsprogrammet,28398531,"100,0"
handels- och administrationsprogrammet,54172830,..
handels- och administrationsprogrammet,56330385,"55,6"
handels- och administrationsprogrammet,42859669,"76,9"
handels- och administrationsprogrammet,92905347,..
handels- och administrationsprogrammet,47550455,"76,2"
handels- och administrationsprogrammet,17173461,..
handels- och administrationsprogrammet,98053087,"92,6"
handels- och administrationsprogrammet,92858957,"86,7"
handels- och administrationsprogrammet,44113417,..
handels- och administrationsprogrammet,18881773,..
handels- och administrationsprogrammet,94570025,"79,2"
handels- och administrationsprogrammet,54606928,"68,8"
handels- och administrationsprogrammet,42573391,..
handels- och administrationsprogrammet,97270136,..
handels- och administrationsprogrammet,30530571,..
handels- och administrationsprogrammet,40829056,..
handels- och administrationsprogrammet,38645259,..
handels- och administrationsprogrammet,87207941,..
handels- och administrationsprogrammet,11673760,"80,0"
handels- och administrationsprogrammet,38400227,..
handels- och administrationsprogrammet,27041885,..
handels- och administrationsprogrammet,97064126,..
handels- och administrationsprogrammet,67554405,"96,4"
handels- och administrationsprogrammet,86473502,..
handels- och administrationsprogrammet,98239050,"92,9"
handels- och administrationsprogrammet,94455820,..
handels- och administrationsprogrammet,78872213,"92,9"
handels- och administrationsprogrammet,23350817,..
handels- och administrationsprogrammet,87262566,..
handels- och administrationsprogrammet,41844601,"81,8"
handels- och administrationsprogrammet,23457902,.
handels- och administrationsprogrammet,57397381,"73,7"
handels- och administrationsprogrammet,72022487,..
handels- och administrationsprogrammet,28248021,..
handels- och administrationsprogrammet,44417214,"95,8"
handels- och administrationsprogrammet,49488344,"100,0"
handels- och administrationsprogrammet,14102256,"87,5"
handels- och administrationsprogrammet,43313366,"85,2"
handels- och administrationsprogrammet,37550979,..
handels- och administrationsprogrammet,76195214,"96,3"
handels- och administrationsprogrammet,60214465,..
handels- och administrationsprogrammet,11102578,"95,8"
handels- och administrationsprogrammet,84098842,"87,5"
handels- och administrationsprogrammet,63035915,"79,2"
handels- och administrationsprogrammet,26324896,"81,3"
handels- och administrationsprogrammet,50821167,..
handels- och administrationsprogrammet,77609073,"86,7"
handels- och administrationsprogrammet,68748767,..
handels- och administrationsprogrammet,25596917,"70,6"
handels- och administrationsprogrammet,20984584,..
handels- och administrationsprogrammet,25648215,..
handels- och administrationsprogrammet,11608031,..
handels- och administrationsprogrammet,86762103,..
handels- och administrationsprogrammet,68381790,"100,0"
handels- och administrationsprogrammet,16956086,..
handels- och administrationsprogrammet,22220001,..
handels- och administrationsprogrammet,15100079,..
handels- och administrationsprogrammet,16702464,..
handels- och administrationsprogrammet,72891848,..
handels- och administrationsprogrammet,69471748,"62,5"
handels- och administrationsprogrammet,99976753,..
handels- och administrationsprogrammet,14278480,"58,8"
handels- och administrationsprogrammet,51955293,"100,0"
handels- och administrationsprogrammet,12130801,..
handels- och administrationsprogrammet,53180719,..
handels- och administrationsprogrammet,68741484,"95,0"
handels- och administrationsprogrammet,41555549,..
handels- och administrationsprogrammet,75324351,..
handels- och administrationsprogrammet,28025244,..
handels- och administrationsprogrammet,40338843,..
handels- och administrationsprogrammet,16493131,"100,0"
handels- och administrationsprogrammet,48304166,"100,0"
handels- och administrationsprogrammet,24982097,..
handels- och administrationsprogrammet,68597767,..
handels- och administrationsprogrammet,30706655,..
handels- och administrationsprogrammet,78690637,"78,3"
handels- och administrationsprogrammet,87303004,..
handels- och administrationsprogrammet,14504503,..
handels- och administrationsprogrammet,77544055,"78,6"
handels- och administrationsprogrammet,76903284,..
handels- och administrationsprogrammet,15870428,"73,3"
handels- och administrationsprogrammet,81997762,..
