program,skolkod,andel_minst_e_sva1
sjöfartsutbildningen,36782335,.
sjöfartsutbildningen,96279444,.
sjöfartsutbildningen,19560192,.
sjöfartsutbildningen,31657916,..
sjöfartsutbildningen,85800840,.
sjöfartsutbildningen,20061769,.
sjöfartsutbildningen,77358716,.
teknikprogrammet,18345915,..
teknikprogrammet,71262305,.
teknikprogrammet,55795961,..
teknikprogrammet,48009865,..
teknikprogrammet,18208087,..
teknikprogrammet,60743463,.
teknikprogrammet,32960825,..
teknikprogrammet,91748148,.
teknikprogrammet,42022406,..
teknikprogrammet,65192707,..
teknikprogrammet,69018222,..
teknikprogrammet,12889940,..
teknikprogrammet,40386043,..
teknikprogrammet,21663998,.
teknikprogrammet,88259298,.
teknikprogrammet,17846181,..
teknikprogrammet,75082798,..
teknikprogrammet,23555409,..
teknikprogrammet,30341162,..
teknikprogrammet,16950252,..
teknikprogrammet,15077883,.
teknikprogrammet,48434184,..
teknikprogrammet,56421429,.
teknikprogrammet,17008320,..
teknikprogrammet,25720752,.
teknikprogrammet,55155562,.
teknikprogrammet,23164911,..
teknikprogrammet,36680097,..
teknikprogrammet,95683850,..
teknikprogrammet,89888648,.
teknikprogrammet,35063170,.
teknikprogrammet,31279294,.
teknikprogrammet,36782335,.
teknikprogrammet,23897040,.
teknikprogrammet,37906565,.
teknikprogrammet,90551279,..
teknikprogrammet,69686851,.
teknikprogrammet,85068812,..
teknikprogrammet,16819383,"100,0"
teknikprogrammet,89837629,..
teknikprogrammet,72517762,.
teknikprogrammet,79094701,..
teknikprogrammet,66491596,.
teknikprogrammet,12052268,..
teknikprogrammet,53231578,.
teknikprogrammet,96279444,..
teknikprogrammet,40690520,..
teknikprogrammet,35006050,..
teknikprogrammet,21052710,..
teknikprogrammet,58502307,.
teknikprogrammet,97177328,..
teknikprogrammet,70969714,.
teknikprogrammet,81993306,..
teknikprogrammet,47264019,..
teknikprogrammet,16313848,..
teknikprogrammet,86327236,.
teknikprogrammet,28398531,..
teknikprogrammet,79033948,.
teknikprogrammet,68240485,..
teknikprogrammet,78875918,"100,0"
teknikprogrammet,86385479,.
teknikprogrammet,49862313,..
teknikprogrammet,99838438,.
teknikprogrammet,42859669,.
teknikprogrammet,99592025,..
teknikprogrammet,47550455,..
teknikprogrammet,58125096,.
teknikprogrammet,30468157,..
teknikprogrammet,72206824,..
teknikprogrammet,92858957,"100,0"
teknikprogrammet,44113417,..
teknikprogrammet,39555838,.
teknikprogrammet,82084961,..
teknikprogrammet,46162400,.
teknikprogrammet,67279263,..
teknikprogrammet,18594470,.
teknikprogrammet,40667807,.
teknikprogrammet,88466776,..
teknikprogrammet,40634612,.
teknikprogrammet,14508922,..
teknikprogrammet,29032715,.
teknikprogrammet,19909435,..
teknikprogrammet,96024712,..
teknikprogrammet,27115998,.
teknikprogrammet,41867682,..
teknikprogrammet,79516949,.
teknikprogrammet,46574937,..
teknikprogrammet,39805497,..
teknikprogrammet,81619482,.
teknikprogrammet,90006712,.
teknikprogrammet,39149668,..
teknikprogrammet,48722826,..
teknikprogrammet,53691739,.
teknikprogrammet,43251309,.
teknikprogrammet,87034307,..
teknikprogrammet,78872213,.
teknikprogrammet,80405898,..
teknikprogrammet,51620045,..
teknikprogrammet,86888278,.
teknikprogrammet,56947954,..
teknikprogrammet,72022487,.
teknikprogrammet,71512894,..
teknikprogrammet,28248021,..
teknikprogrammet,44417214,.
teknikprogrammet,88776535,.
teknikprogrammet,71043974,.
teknikprogrammet,89807183,..
teknikprogrammet,39302565,.
teknikprogrammet,79527481,..
teknikprogrammet,69240218,.
teknikprogrammet,86787111,.
teknikprogrammet,77823650,.
teknikprogrammet,82002016,..
teknikprogrammet,97535124,..
teknikprogrammet,69306209,..
teknikprogrammet,12954099,.
teknikprogrammet,90473340,.
teknikprogrammet,51449748,.
teknikprogrammet,12613085,..
teknikprogrammet,53896162,..
teknikprogrammet,66824652,..
teknikprogrammet,49168016,..
teknikprogrammet,60873719,..
teknikprogrammet,69063711,..
teknikprogrammet,77609073,.
teknikprogrammet,52129378,..
teknikprogrammet,65381163,"100,0"
teknikprogrammet,68381790,.
teknikprogrammet,13006857,.
teknikprogrammet,16956086,.
teknikprogrammet,31870541,..
teknikprogrammet,44672598,.
teknikprogrammet,83161201,..
teknikprogrammet,16702464,..
teknikprogrammet,29449669,..
teknikprogrammet,36252055,..
teknikprogrammet,14355031,.
teknikprogrammet,53832505,..
teknikprogrammet,69471748,.
teknikprogrammet,43284031,.
teknikprogrammet,26267406,.
teknikprogrammet,51955293,..
teknikprogrammet,51736304,..
teknikprogrammet,44285075,.
teknikprogrammet,68655578,..
teknikprogrammet,37054246,..
teknikprogrammet,39199869,..
teknikprogrammet,88750078,..
teknikprogrammet,41555549,..
teknikprogrammet,81876614,.
teknikprogrammet,67071618,.
teknikprogrammet,75324351,.
teknikprogrammet,59575030,.
teknikprogrammet,77440824,..
teknikprogrammet,51981332,.
teknikprogrammet,87859089,.
teknikprogrammet,98908403,..
teknikprogrammet,16493131,..
teknikprogrammet,11526364,..
teknikprogrammet,38048202,.
teknikprogrammet,26671095,..
teknikprogrammet,65320354,..
teknikprogrammet,76903284,.
teknikprogrammet,15870428,..
teknikprogrammet,26750052,..
teknikprogrammet,12546590,.
teknikprogrammet,54117171,..
teknikprogrammet,94167577,"100,0"
teknikprogrammet,27023528,..
teknikprogrammet,17911161,.
teknikprogrammet,35084976,..
teknikprogrammet,49068301,..
teknikprogrammet,94717858,.
teknikprogrammet,46256929,..
teknikprogrammet,73812226,..
teknikprogrammet,15390992,..
teknikprogrammet,63943560,"90,9"
teknikprogrammet,78433202,"100,0"
teknikprogrammet,31313926,..
teknikprogrammet,30312720,..
teknikprogrammet,32116280,.
teknikprogrammet,57143976,..
teknikprogrammet,93367005,..
teknikprogrammet,50104466,.
teknikprogrammet,79845033,..
teknikprogrammet,41099519,.
teknikprogrammet,59386837,.
teknikprogrammet,17276047,..
teknikprogrammet,48244956,.
teknikprogrammet,13084253,..
teknikprogrammet,58518163,.
teknikprogrammet,27993549,.
teknikprogrammet,37912396,..
teknikprogrammet,45593337,..
teknikprogrammet,67628478,..
teknikprogrammet,37517404,..
teknikprogrammet,25178582,..
teknikprogrammet,86351879,..
teknikprogrammet,74322969,..
teknikprogrammet,90260899,.
teknikprogrammet,31057219,.
teknikprogrammet,27079521,.
teknikprogrammet,64579522,..
teknikprogrammet,53069733,.
teknikprogrammet,99394620,..
teknikprogrammet,31537066,.
teknikprogrammet,21400668,.
teknikprogrammet,84329061,..
teknikprogrammet,91048178,..
teknikprogrammet,31486865,.
teknikprogrammet,97265732,.
teknikprogrammet,61720981,..
teknikprogrammet,82931004,.
teknikprogrammet,28829503,..
teknikprogrammet,33657492,.
teknikprogrammet,33596572,..
teknikprogrammet,57668673,.
teknikprogrammet,20855811,"100,0"
teknikprogrammet,53923398,..
teknikprogrammet,72984079,..
teknikprogrammet,36480690,.
teknikprogrammet,52048443,..
teknikprogrammet,50393060,..
teknikprogrammet,95340745,..
teknikprogrammet,59521477,.
teknikprogrammet,66095163,.
teknikprogrammet,54004368,.
teknikprogrammet,31975673,.
teknikprogrammet,59463950,..
teknikprogrammet,63931325,.
teknikprogrammet,75374280,..
teknikprogrammet,46148350,.
teknikprogrammet,50133877,..
teknikprogrammet,44412461,.
teknikprogrammet,18217765,.
teknikprogrammet,66028861,..
teknikprogrammet,10433896,.
teknikprogrammet,43154449,..
teknikprogrammet,68824244,..
teknikprogrammet,43479922,.
teknikprogrammet,28391147,..
teknikprogrammet,62612992,..
teknikprogrammet,94975733,.
teknikprogrammet,56802300,.
teknikprogrammet,15149235,.
teknikprogrammet,13981977,.
teknikprogrammet,67058407,.
teknikprogrammet,15791044,.
teknikprogrammet,65392939,.
teknikprogrammet,29225010,.
teknikprogrammet,24349146,..
teknikprogrammet,83605345,.
teknikprogrammet,64693272,.
teknikprogrammet,18072172,.
teknikprogrammet,20768651,.
teknikprogrammet,28872974,..
teknikprogrammet,80785976,..
teknikprogrammet,21532545,.
teknikprogrammet,20752831,.
teknikprogrammet,34739511,.
tågteknikutbildningen,68824244,.
vvs- och fastighetsprogrammet,68564903,.
vvs- och fastighetsprogrammet,88445871,.
vvs- och fastighetsprogrammet,98132436,..
vvs- och fastighetsprogrammet,59483268,.
vvs- och fastighetsprogrammet,12154972,.
vvs- och fastighetsprogrammet,59734510,.
vvs- och fastighetsprogrammet,59455288,.
vvs- och fastighetsprogrammet,89888648,..
vvs- och fastighetsprogrammet,36782335,.
vvs- och fastighetsprogrammet,20666515,.
vvs- och fastighetsprogrammet,90551279,..
vvs- och fastighetsprogrammet,93062368,.
vvs- och fastighetsprogrammet,90267145,.
vvs- och fastighetsprogrammet,16819383,..
vvs- och fastighetsprogrammet,51321260,..
vvs- och fastighetsprogrammet,88556189,.
vvs- och fastighetsprogrammet,31843016,..
vvs- och fastighetsprogrammet,87764775,..
vvs- och fastighetsprogrammet,16313848,.
vvs- och fastighetsprogrammet,65136104,.
vvs- och fastighetsprogrammet,69241230,.
vvs- och fastighetsprogrammet,80327946,..
vvs- och fastighetsprogrammet,86385479,.
vvs- och fastighetsprogrammet,42859669,..
vvs- och fastighetsprogrammet,92905347,.
vvs- och fastighetsprogrammet,30329172,.
vvs- och fastighetsprogrammet,19560192,.
vvs- och fastighetsprogrammet,82084961,.
vvs- och fastighetsprogrammet,73829818,.
vvs- och fastighetsprogrammet,14508922,.
vvs- och fastighetsprogrammet,19741742,.
vvs- och fastighetsprogrammet,19909435,..
vvs- och fastighetsprogrammet,85800840,.
vvs- och fastighetsprogrammet,39583059,..
vvs- och fastighetsprogrammet,38645259,.
vvs- och fastighetsprogrammet,38400227,.
vvs- och fastighetsprogrammet,86473502,..
vvs- och fastighetsprogrammet,73567152,.
vvs- och fastighetsprogrammet,23457902,.
vvs- och fastighetsprogrammet,72022487,.
vvs- och fastighetsprogrammet,44417214,.
vvs- och fastighetsprogrammet,86724994,.
vvs- och fastighetsprogrammet,78287294,..
vvs- och fastighetsprogrammet,81551726,..
vvs- och fastighetsprogrammet,76195214,.
vvs- och fastighetsprogrammet,82826083,.
vvs- och fastighetsprogrammet,26167236,.
vvs- och fastighetsprogrammet,63035915,.
vvs- och fastighetsprogrammet,17119840,..
vvs- och fastighetsprogrammet,20984584,.
vvs- och fastighetsprogrammet,25648215,..
vvs- och fastighetsprogrammet,68006362,..
vvs- och fastighetsprogrammet,86762103,..
vvs- och fastighetsprogrammet,58187973,.
vvs- och fastighetsprogrammet,88894245,.
vvs- och fastighetsprogrammet,22220001,.
vvs- och fastighetsprogrammet,72891848,..
vvs- och fastighetsprogrammet,48862305,.
vvs- och fastighetsprogrammet,26267406,.
vvs- och fastighetsprogrammet,53180719,.
vvs- och fastighetsprogrammet,15609112,.
vvs- och fastighetsprogrammet,62216381,.
vvs- och fastighetsprogrammet,85459854,.
vvs- och fastighetsprogrammet,41697930,.
vvs- och fastighetsprogrammet,78690637,.
vvs- och fastighetsprogrammet,97835550,.
vvs- och fastighetsprogrammet,42911621,.
vvs- och fastighetsprogrammet,42060237,.
vvs- och fastighetsprogrammet,14926020,..
vvs- och fastighetsprogrammet,31998226,.
vvs- och fastighetsprogrammet,79829846,.
vvs- och fastighetsprogrammet,41631104,.
vvs- och fastighetsprogrammet,16931486,..
vvs- och fastighetsprogrammet,19839859,.
vvs- och fastighetsprogrammet,43601850,..
vvs- och fastighetsprogrammet,96414537,.
vvs- och fastighetsprogrammet,99394620,.
vvs- och fastighetsprogrammet,84329061,.
vvs- och fastighetsprogrammet,65265211,.
vvs- och fastighetsprogrammet,61647360,..
vvs- och fastighetsprogrammet,45541222,.
vvs- och fastighetsprogrammet,91905819,.
vvs- och fastighetsprogrammet,54882637,..
vvs- och fastighetsprogrammet,72984079,..
vvs- och fastighetsprogrammet,69865450,.
vvs- och fastighetsprogrammet,49872493,.
vvs- och fastighetsprogrammet,54467211,.
vvs- och fastighetsprogrammet,82251333,..
vvs- och fastighetsprogrammet,34002355,..
vvs- och fastighetsprogrammet,10342448,..
vvs- och fastighetsprogrammet,60088179,.
vvs- och fastighetsprogrammet,90290154,.
vvs- och fastighetsprogrammet,18691102,..
vvs- och fastighetsprogrammet,24349146,..
vvs- och fastighetsprogrammet,47692481,.
vvs- och fastighetsprogrammet,18072172,.
vvs- och fastighetsprogrammet,29744774,.
vvs- och fastighetsprogrammet,32239920,.
vård- och omsorgsprogrammet,68229719,..
vård- och omsorgsprogrammet,84947634,.
vård- och omsorgsprogrammet,68564903,..
vård- och omsorgsprogrammet,82840198,..
vård- och omsorgsprogrammet,32960825,..
vård- och omsorgsprogrammet,83474173,..
vård- och omsorgsprogrammet,74434644,"100,0"
vård- och omsorgsprogrammet,93281974,..
vård- och omsorgsprogrammet,23424275,.
vård- och omsorgsprogrammet,19150273,.
vård- och omsorgsprogrammet,26334561,..
vård- och omsorgsprogrammet,59483268,..
vård- och omsorgsprogrammet,73098153,..
vård- och omsorgsprogrammet,17846181,..
vård- och omsorgsprogrammet,75082798,..
vård- och omsorgsprogrammet,34637764,"100,0"
vård- och omsorgsprogrammet,15077883,.
vård- och omsorgsprogrammet,48434184,.
vård- och omsorgsprogrammet,88850910,..
vård- och omsorgsprogrammet,25720752,.
vård- och omsorgsprogrammet,31533003,.
vård- och omsorgsprogrammet,31429031,..
vård- och omsorgsprogrammet,19586169,..
vård- och omsorgsprogrammet,95683850,..
vård- och omsorgsprogrammet,59455288,.
vård- och omsorgsprogrammet,25677996,.
vård- och omsorgsprogrammet,36782335,..
vård- och omsorgsprogrammet,37906565,.
vård- och omsorgsprogrammet,90551279,..
vård- och omsorgsprogrammet,90267145,..
vård- och omsorgsprogrammet,72998905,"100,0"
vård- och omsorgsprogrammet,96590873,"100,0"
vård- och omsorgsprogrammet,88556189,.
vård- och omsorgsprogrammet,72127035,..
vård- och omsorgsprogrammet,85003442,..
vård- och omsorgsprogrammet,44653962,..
vård- och omsorgsprogrammet,87764775,..
vård- och omsorgsprogrammet,48438396,"100,0"
vård- och omsorgsprogrammet,32671805,.
vård- och omsorgsprogrammet,16313848,..
vård- och omsorgsprogrammet,11294673,..
vård- och omsorgsprogrammet,66335258,..
vård- och omsorgsprogrammet,78875918,..
vård- och omsorgsprogrammet,78023197,"100,0"
vård- och omsorgsprogrammet,70923626,..
vård- och omsorgsprogrammet,92905347,.
vård- och omsorgsprogrammet,34247736,..
vård- och omsorgsprogrammet,38167912,.
vård- och omsorgsprogrammet,19560192,.
vård- och omsorgsprogrammet,46660042,..
vård- och omsorgsprogrammet,85214294,..
vård- och omsorgsprogrammet,40037982,..
vård- och omsorgsprogrammet,12279302,..
vård- och omsorgsprogrammet,40667807,.
vård- och omsorgsprogrammet,80762863,..
vård- och omsorgsprogrammet,31657916,.
vård- och omsorgsprogrammet,64574972,..
vård- och omsorgsprogrammet,48931433,.
vård- och omsorgsprogrammet,96024712,..
vård- och omsorgsprogrammet,40829056,..
vård- och omsorgsprogrammet,38645259,..
vård- och omsorgsprogrammet,11673760,..
vård- och omsorgsprogrammet,63791419,"100,0"
vård- och omsorgsprogrammet,46145886,.
vård- och omsorgsprogrammet,27041885,..
vård- och omsorgsprogrammet,97596286,"100,0"
vård- och omsorgsprogrammet,67554405,..
vård- och omsorgsprogrammet,86473502,..
vård- och omsorgsprogrammet,84286698,..
vård- och omsorgsprogrammet,76860623,..
vård- och omsorgsprogrammet,57397381,..
vård- och omsorgsprogrammet,72022487,..
vård- och omsorgsprogrammet,28248021,..
vård- och omsorgsprogrammet,44417214,.
vård- och omsorgsprogrammet,14102256,.
vård- och omsorgsprogrammet,75914181,.
vård- och omsorgsprogrammet,99279503,"100,0"
vård- och omsorgsprogrammet,76195214,..
vård- och omsorgsprogrammet,21901328,..
vård- och omsorgsprogrammet,23306658,..
vård- och omsorgsprogrammet,31740319,..
vård- och omsorgsprogrammet,69807202,..
vård- och omsorgsprogrammet,63035915,..
vård- och omsorgsprogrammet,32042066,..
vård- och omsorgsprogrammet,92814975,.
vård- och omsorgsprogrammet,35894996,.
vård- och omsorgsprogrammet,20984584,.
vård- och omsorgsprogrammet,25648215,..
vård- och omsorgsprogrammet,68006362,"100,0"
vård- och omsorgsprogrammet,13006857,.
vård- och omsorgsprogrammet,16956086,..
vård- och omsorgsprogrammet,71160225,..
vård- och omsorgsprogrammet,75340089,.
vård- och omsorgsprogrammet,36670439,..
vård- och omsorgsprogrammet,22220001,.
vård- och omsorgsprogrammet,99356671,..
vård- och omsorgsprogrammet,16702464,.
vård- och omsorgsprogrammet,72891848,..
vård- och omsorgsprogrammet,71541108,..
vård- och omsorgsprogrammet,28023078,..
vård- och omsorgsprogrammet,13963517,.
vård- och omsorgsprogrammet,51955293,..
vård- och omsorgsprogrammet,12130801,.
vård- och omsorgsprogrammet,53180719,..
vård- och omsorgsprogrammet,68741484,..
vård- och omsorgsprogrammet,31179045,..
vård- och omsorgsprogrammet,41555549,..
vård- och omsorgsprogrammet,18711877,..
vård- och omsorgsprogrammet,75324351,..
vård- och omsorgsprogrammet,70376604,..
vård- och omsorgsprogrammet,14292382,.
vård- och omsorgsprogrammet,16493131,"100,0"
vård- och omsorgsprogrammet,48304166,..
vård- och omsorgsprogrammet,65674821,..
vård- och omsorgsprogrammet,38048202,..
vård- och omsorgsprogrammet,87303004,..
vård- och omsorgsprogrammet,97835550,.
vård- och omsorgsprogrammet,26508763,..
vård- och omsorgsprogrammet,14504503,..
vård- och omsorgsprogrammet,16198647,..
vård- och omsorgsprogrammet,12496135,..
vård- och omsorgsprogrammet,76903284,..
vård- och omsorgsprogrammet,68649663,"93,8"
vård- och omsorgsprogrammet,81997762,..
vård- och omsorgsprogrammet,42060237,.
vård- och omsorgsprogrammet,53903798,"100,0"
vård- och omsorgsprogrammet,97770837,.
vård- och omsorgsprogrammet,33132452,..
vård- och omsorgsprogrammet,59898194,..
vård- och omsorgsprogrammet,95618280,"95,8"
vård- och omsorgsprogrammet,65458415,..
vård- och omsorgsprogrammet,16501673,..
vård- och omsorgsprogrammet,59386837,.
vård- och omsorgsprogrammet,16931486,..
vård- och omsorgsprogrammet,32321364,..
vård- och omsorgsprogrammet,27993549,..
vård- och omsorgsprogrammet,37912396,..
vård- och omsorgsprogrammet,90312942,.
vård- och omsorgsprogrammet,19839859,.
vård- och omsorgsprogrammet,29159460,..
vård- och omsorgsprogrammet,43601850,..
vård- och omsorgsprogrammet,14586562,.
vård- och omsorgsprogrammet,69302313,..
vård- och omsorgsprogrammet,31057219,..
vård- och omsorgsprogrammet,64579522,..
vård- och omsorgsprogrammet,34381901,.
vård- och omsorgsprogrammet,96414537,..
vård- och omsorgsprogrammet,31537066,..
vård- och omsorgsprogrammet,84329061,..
vård- och omsorgsprogrammet,71969230,..
vård- och omsorgsprogrammet,61720981,..
vård- och omsorgsprogrammet,50424828,..
vård- och omsorgsprogrammet,65265211,.
vård- och omsorgsprogrammet,97191332,..
vård- och omsorgsprogrammet,33657492,..
vård- och omsorgsprogrammet,17812651,..
vård- och omsorgsprogrammet,22239675,.
vård- och omsorgsprogrammet,59599256,"100,0"
vård- och omsorgsprogrammet,49872493,.
vård- och omsorgsprogrammet,11953769,..
vård- och omsorgsprogrammet,50393060,..
