program,skolkod,andel_minst_e_re1
Yrkesprogram,18881773,..
Yrkesprogram,80686587,"81,0"
Yrkesprogram,12279302,"85,5"
Yrkesprogram,17849518,"100,0"
Yrkesprogram,94570025,"66,7"
Yrkesprogram,91984508,"69,7"
Yrkesprogram,78659008,"77,8"
Yrkesprogram,12448823,..
Yrkesprogram,40667807,"76,0"
Yrkesprogram,18091973,"95,8"
Yrkesprogram,40634612,"87,5"
Yrkesprogram,62439199,"95,0"
Yrkesprogram,66132676,"88,5"
Yrkesprogram,80762863,"86,2"
Yrkesprogram,77688926,"100,0"
Yrkesprogram,14508922,..
Yrkesprogram,69629086,"99,1"
Yrkesprogram,88624631,"87,0"
Yrkesprogram,35390185,..
Yrkesprogram,37358234,..
Yrkesprogram,31657916,"100,0"
Yrkesprogram,54606928,"87,5"
Yrkesprogram,46241804,"95,0"
Yrkesprogram,42573391,"100,0"
Yrkesprogram,64574972,"100,0"
Yrkesprogram,19741742,"93,8"
Yrkesprogram,29032715,"100,0"
Yrkesprogram,48931433,"100,0"
Yrkesprogram,97270136,"79,3"
Yrkesprogram,19909435,"95,5"
Yrkesprogram,30530571,"90,2"
Yrkesprogram,96024712,"97,9"
Yrkesprogram,40829056,"100,0"
Yrkesprogram,85800840,"96,7"
Yrkesprogram,27115998,"86,1"
Yrkesprogram,41867682,..
Yrkesprogram,65662401,"98,2"
Yrkesprogram,39583059,"82,6"
Yrkesprogram,38645259,"90,6"
Yrkesprogram,87207941,..
Yrkesprogram,11673760,"93,7"
Yrkesprogram,63791419,"87,9"
Yrkesprogram,39805497,"85,7"
Yrkesprogram,38400227,"54,4"
Yrkesprogram,83829189,"78,0"
Yrkesprogram,46145886,"100,0"
Yrkesprogram,43649848,"100,0"
Yrkesprogram,75344502,"75,0"
Yrkesprogram,84247499,"98,6"
Yrkesprogram,27041885,"94,7"
Yrkesprogram,97064126,..
Yrkesprogram,32580162,"87,0"
Yrkesprogram,48722826,"98,4"
Yrkesprogram,71571158,"90,6"
Yrkesprogram,53691739,"100,0"
Yrkesprogram,97596286,"92,9"
Yrkesprogram,67554405,"91,5"
Yrkesprogram,86473502,"100,0"
Yrkesprogram,98239050,"78,6"
Yrkesprogram,94455820,..
Yrkesprogram,58368956,"100,0"
Yrkesprogram,73567152,"88,6"
Yrkesprogram,61547652,"97,9"
Yrkesprogram,60209222,"82,8"
Yrkesprogram,62104139,"90,9"
Yrkesprogram,78872213,"96,0"
Yrkesprogram,84286698,"84,6"
Yrkesprogram,62490359,"92,3"
Yrkesprogram,64725297,"86,2"
Yrkesprogram,43362941,"91,3"
Yrkesprogram,23350817,"83,3"
Yrkesprogram,76860623,"90,5"
Yrkesprogram,56021320,..
Yrkesprogram,41358402,"92,0"
Yrkesprogram,64569393,"100,0"
Yrkesprogram,87262566,"80,5"
Yrkesprogram,41844601,"85,0"
Yrkesprogram,51620045,"94,4"
Yrkesprogram,23457902,"100,0"
Yrkesprogram,27597104,"91,3"
Yrkesprogram,57397381,"91,5"
Yrkesprogram,56947954,"98,7"
Yrkesprogram,72022487,"91,4"
Yrkesprogram,70969556,"100,0"
Yrkesprogram,28248021,"74,2"
Yrkesprogram,44417214,"96,4"
Yrkesprogram,25025681,"100,0"
Yrkesprogram,49488344,..
Yrkesprogram,74408578,"92,9"
Yrkesprogram,86724994,"96,4"
Yrkesprogram,86158933,"82,6"
Yrkesprogram,14102256,"100,0"
Yrkesprogram,75082280,"85,7"
Yrkesprogram,75914181,"94,1"
Yrkesprogram,39302565,"97,8"
Yrkesprogram,36072799,"100,0"
Yrkesprogram,61432781,"94,4"
Yrkesprogram,78287294,"92,6"
Yrkesprogram,74316305,"85,7"
Yrkesprogram,39096170,"94,1"
Yrkesprogram,99279503,"95,7"
Yrkesprogram,72109637,..
Yrkesprogram,69240218,"84,6"
Yrkesprogram,14057258,"100,0"
Yrkesprogram,43313366,"85,2"
Yrkesprogram,97868185,..
Yrkesprogram,81551726,"61,1"
Yrkesprogram,77823650,"92,0"
Yrkesprogram,37550979,..
Yrkesprogram,52634142,"100,0"
Yrkesprogram,76195214,"95,4"
Yrkesprogram,54839753,..
Yrkesprogram,32705515,"87,3"
Yrkesprogram,60214465,"90,9"
Yrkesprogram,70137084,"56,7"
Yrkesprogram,82002016,..
Yrkesprogram,21901328,"84,2"
Yrkesprogram,23306658,"93,0"
Yrkesprogram,57350392,..
Yrkesprogram,11102578,"100,0"
Yrkesprogram,69306209,"100,0"
Yrkesprogram,92651253,"90,5"
Yrkesprogram,31740319,"97,3"
Yrkesprogram,17944628,"100,0"
Yrkesprogram,82826083,"84,4"
Yrkesprogram,94090461,"66,7"
Yrkesprogram,12954099,..
Yrkesprogram,80931789,"92,6"
Yrkesprogram,84098842,"96,6"
Yrkesprogram,90473340,..
Yrkesprogram,26167236,"73,2"
Yrkesprogram,69807202,"98,1"
Yrkesprogram,64648904,"100,0"
Yrkesprogram,63035915,"89,1"
Yrkesprogram,26324896,"81,3"
Yrkesprogram,28848709,"95,0"
Yrkesprogram,12613085,"100,0"
Yrkesprogram,53896162,"100,0"
Yrkesprogram,11185244,"94,3"
Yrkesprogram,56211717,"70,0"
Yrkesprogram,66824652,"66,7"
Yrkesprogram,49168016,"86,4"
Yrkesprogram,32042066,"94,2"
Yrkesprogram,50821167,"100,0"
Yrkesprogram,92814975,"77,5"
Yrkesprogram,28770304,"81,1"
Yrkesprogram,64123241,"93,3"
Yrkesprogram,69063711,"80,0"
Yrkesprogram,77609073,"89,7"
Yrkesprogram,35894996,"98,0"
Yrkesprogram,17119840,"90,9"
Yrkesprogram,68748767,"75,8"
Yrkesprogram,25596917,"100,0"
Yrkesprogram,20984584,"63,2"
Yrkesprogram,52129378,"74,4"
Yrkesprogram,98541468,..
Yrkesprogram,31155312,"91,7"
Yrkesprogram,25648215,"68,8"
Yrkesprogram,61823258,"79,2"
Yrkesprogram,39178171,"100,0"
Yrkesprogram,79994304,..
Yrkesprogram,68006362,"87,7"
Yrkesprogram,11608031,"94,1"
Yrkesprogram,86762103,"78,6"
Yrkesprogram,68381790,"84,6"
Yrkesprogram,13006857,"79,1"
Yrkesprogram,76007769,"82,1"
Yrkesprogram,16956086,"90,3"
Yrkesprogram,58187973,"100,0"
Yrkesprogram,88894245,"100,0"
Yrkesprogram,71160225,"96,0"
Yrkesprogram,67752682,"91,7"
Yrkesprogram,47884009,"80,6"
Yrkesprogram,44672598,"100,0"
Yrkesprogram,75340089,"100,0"
Yrkesprogram,36670439,"88,5"
Yrkesprogram,22220001,"89,8"
Yrkesprogram,15100079,..
Yrkesprogram,55421481,..
Yrkesprogram,99356671,"71,4"
Yrkesprogram,16702464,"100,0"
Yrkesprogram,71353314,..
Yrkesprogram,36252055,"92,5"
Yrkesprogram,91812793,"100,0"
Yrkesprogram,14355031,"71,4"
Yrkesprogram,72891848,"88,1"
Yrkesprogram,31796890,..
Yrkesprogram,22426680,"84,6"
Yrkesprogram,83805032,"86,2"
Yrkesprogram,48862305,"87,7"
Yrkesprogram,32887559,"100,0"
Yrkesprogram,71541108,"88,9"
Yrkesprogram,69471748,"51,1"
Yrkesprogram,93239262,"97,9"
Yrkesprogram,25745773,"98,6"
Yrkesprogram,99976753,..
Yrkesprogram,14278480,"80,6"
Yrkesprogram,28023078,"91,8"
Yrkesprogram,43284031,"94,3"
Yrkesprogram,13963517,"100,0"
Yrkesprogram,26267406,"100,0"
Yrkesprogram,31255918,"98,5"
Yrkesprogram,51955293,"92,3"
Yrkesprogram,35035671,"64,7"
Yrkesprogram,12130801,..
Yrkesprogram,51736304,..
Yrkesprogram,53180719,"98,6"
Yrkesprogram,27489137,"100,0"
Yrkesprogram,15609112,"80,0"
Yrkesprogram,60424371,"100,0"
Yrkesprogram,68655578,"94,8"
Yrkesprogram,17062663,"100,0"
Yrkesprogram,68741484,"96,6"
Yrkesprogram,56267421,"100,0"
Yrkesprogram,34990065,"98,2"
Yrkesprogram,37054246,"86,2"
Yrkesprogram,39199869,..
Yrkesprogram,62216381,"91,8"
Yrkesprogram,31179045,"93,5"
Yrkesprogram,72421673,"100,0"
Yrkesprogram,59655752,..
Yrkesprogram,88750078,"88,2"
Yrkesprogram,41878314,..
Yrkesprogram,41555549,"100,0"
Yrkesprogram,32003298,"100,0"
Yrkesprogram,22383788,"100,0"
Yrkesprogram,85459854,"97,2"
Yrkesprogram,81876614,..
Yrkesprogram,18711877,"96,2"
Yrkesprogram,67071618,"100,0"
Yrkesprogram,75324351,"94,7"
Yrkesprogram,61229217,"97,1"
Yrkesprogram,58929357,"100,0"
Yrkesprogram,42517257,"84,4"
Yrkesprogram,70376604,"91,7"
Yrkesprogram,93503103,"100,0"
Yrkesprogram,18617410,"100,0"
Yrkesprogram,41697930,"95,2"
Yrkesprogram,28025244,"88,9"
Yrkesprogram,17184072,"100,0"
Yrkesprogram,40338843,"100,0"
Yrkesprogram,77440824,"95,2"
Yrkesprogram,71069359,"88,2"
Yrkesprogram,86896907,"100,0"
Yrkesprogram,14292382,"98,7"
Yrkesprogram,87859089,"84,2"
Yrkesprogram,54764253,"93,6"
Yrkesprogram,98908403,"100,0"
Yrkesprogram,16493131,"92,4"
Yrkesprogram,41119610,"98,2"
Yrkesprogram,48304166,"74,5"
Yrkesprogram,24982097,"100,0"
Yrkesprogram,97104132,"100,0"
Yrkesprogram,68597767,"100,0"
Yrkesprogram,27964873,"91,7"
Yrkesprogram,30706655,"92,5"
Yrkesprogram,65674821,"100,0"
Yrkesprogram,46332927,"100,0"
Yrkesprogram,78690637,"80,7"
Yrkesprogram,24653673,"95,2"
Yrkesprogram,38048202,"92,3"
Yrkesprogram,90990441,..
Yrkesprogram,86319615,"100,0"
Yrkesprogram,87303004,"100,0"
Yrkesprogram,97835550,"95,5"
Yrkesprogram,22446331,"100,0"
Yrkesprogram,26671095,"96,2"
Yrkesprogram,42911621,"89,6"
Yrkesprogram,40575001,"94,7"
Yrkesprogram,75027822,"87,5"
Yrkesprogram,26508763,"94,8"
Yrkesprogram,14504503,"69,2"
Yrkesprogram,21850904,"100,0"
Yrkesprogram,77544055,"96,4"
Yrkesprogram,16198647,"98,6"
Yrkesprogram,12496135,..
Yrkesprogram,76903284,"86,4"
Yrkesprogram,68649663,"94,6"
Yrkesprogram,15870428,"85,7"
Yrkesprogram,26750052,"97,1"
Yrkesprogram,81997762,"86,9"
Yrkesprogram,69747871,..
Yrkesprogram,70119254,..
Yrkesprogram,79346084,"89,4"
Yrkesprogram,34222422,"93,3"
Yrkesprogram,84230226,..
Yrkesprogram,42060237,"50,0"
Yrkesprogram,89816391,"95,2"
Yrkesprogram,14448619,"95,0"
Yrkesprogram,12546590,"90,5"
Yrkesprogram,94167577,"73,7"
Yrkesprogram,27023528,"87,8"
Yrkesprogram,53903798,"77,5"
Yrkesprogram,85782695,"100,0"
Yrkesprogram,98815582,"96,0"
Yrkesprogram,97770837,"83,3"
Yrkesprogram,21312503,"100,0"
Yrkesprogram,14926020,"78,9"
Yrkesprogram,33132452,"94,0"
Yrkesprogram,56942970,..
Yrkesprogram,56653353,"100,0"
Yrkesprogram,59898194,..
Yrkesprogram,97510495,"82,4"
Yrkesprogram,38683336,"100,0"
Yrkesprogram,95618280,"90,9"
Yrkesprogram,17675502,"92,9"
Yrkesprogram,75600007,"90,9"
Yrkesprogram,15278518,"93,3"
Yrkesprogram,15390992,"100,0"
Yrkesprogram,63943560,"93,8"
Yrkesprogram,85516596,"89,9"
Yrkesprogram,31998226,..
Yrkesprogram,38236800,"83,3"
Yrkesprogram,59026584,"94,2"
Yrkesprogram,79829846,"97,6"
Yrkesprogram,20061769,"100,0"
Yrkesprogram,65458415,..
Yrkesprogram,95154882,..
Yrkesprogram,52333875,"93,0"
Yrkesprogram,65666808,"78,9"
Yrkesprogram,24397215,"86,4"
Yrkesprogram,30677562,"93,8"
Yrkesprogram,85054102,"100,0"
Yrkesprogram,87274273,"87,5"
Yrkesprogram,24759907,"64,7"
Yrkesprogram,41631104,"75,0"
Yrkesprogram,80357110,"91,3"
Yrkesprogram,18451445,..
Yrkesprogram,93367005,"86,5"
Yrkesprogram,16501673,"97,4"
Yrkesprogram,26298615,"65,2"
Yrkesprogram,50104466,..
Yrkesprogram,79845033,"66,7"
Yrkesprogram,41099519,"72,0"
Yrkesprogram,59386837,"66,7"
Yrkesprogram,21627442,"100,0"
Yrkesprogram,17276047,"85,0"
Yrkesprogram,73217812,"76,3"
Yrkesprogram,48244956,"100,0"
Yrkesprogram,36769815,"95,7"
Yrkesprogram,16931486,"71,4"
Yrkesprogram,92489953,"92,6"
Yrkesprogram,43873969,"100,0"
Yrkesprogram,55825382,"93,8"
Yrkesprogram,19306558,..
Yrkesprogram,24993048,..
Yrkesprogram,70132092,"72,9"
Yrkesprogram,65034473,..
Yrkesprogram,13084253,"84,6"
Yrkesprogram,32321364,..
Yrkesprogram,59942080,..
Yrkesprogram,66273269,"100,0"
Yrkesprogram,82888663,"100,0"
Yrkesprogram,11275959,"100,0"
Yrkesprogram,58518163,"100,0"
Yrkesprogram,50615280,"88,9"
Yrkesprogram,19035583,"97,4"
Yrkesprogram,27993549,"94,6"
Yrkesprogram,37912396,"90,9"
Yrkesprogram,90312942,"96,4"
Yrkesprogram,19839859,"66,7"
Yrkesprogram,80280597,..
Yrkesprogram,67628478,..
Yrkesprogram,37517404,..
Yrkesprogram,29159460,"76,0"
Yrkesprogram,43601850,"97,0"
Yrkesprogram,89630851,"97,7"
Yrkesprogram,86351879,"84,2"
Yrkesprogram,14586562,..
Yrkesprogram,74322969,"94,1"
Yrkesprogram,90260899,"100,0"
Yrkesprogram,69302313,"100,0"
Yrkesprogram,31057219,"85,1"
Yrkesprogram,27079521,"89,2"
Yrkesprogram,64579522,"72,0"
Yrkesprogram,65234368,"98,4"
Yrkesprogram,34381901,"72,3"
Yrkesprogram,96414537,"100,0"
Yrkesprogram,99394620,"100,0"
Yrkesprogram,95368476,"94,4"
Yrkesprogram,14853321,"89,3"
Yrkesprogram,76448076,"98,0"
Yrkesprogram,31537066,"100,0"
Yrkesprogram,86488203,"87,9"
Yrkesprogram,25156286,..
Yrkesprogram,92949043,"100,0"
Yrkesprogram,92818240,"81,0"
Yrkesprogram,84329061,"100,0"
Yrkesprogram,71969230,"71,4"
Yrkesprogram,91048178,"93,2"
Yrkesprogram,76942525,"84,6"
Yrkesprogram,31486865,"96,0"
Yrkesprogram,10373112,..
Yrkesprogram,61720981,"93,0"
Yrkesprogram,25698509,"97,4"
Yrkesprogram,50424828,"89,2"
Yrkesprogram,82931004,"89,5"
Yrkesprogram,83584125,"100,0"
Yrkesprogram,16496466,"100,0"
Yrkesprogram,12075195,"100,0"
Yrkesprogram,62300682,"78,9"
Yrkesprogram,65265211,"89,7"
Yrkesprogram,97191332,"96,6"
Yrkesprogram,71938440,"100,0"
Yrkesprogram,22811839,"90,2"
Yrkesprogram,33205596,"100,0"
Yrkesprogram,19930101,"98,2"
Yrkesprogram,60727136,"93,3"
Yrkesprogram,45132264,"91,7"
Yrkesprogram,61647360,..
Yrkesprogram,33657492,"79,1"
Yrkesprogram,61622991,"86,1"
Yrkesprogram,66644568,"97,2"
Yrkesprogram,93659517,"98,2"
Yrkesprogram,61175914,"76,5"
Yrkesprogram,73316818,"100,0"
Yrkesprogram,27859889,"100,0"
Yrkesprogram,29161632,..
Yrkesprogram,45541222,"100,0"
Yrkesprogram,63451147,"100,0"
Yrkesprogram,61197669,..
Yrkesprogram,17812651,"100,0"
Yrkesprogram,57668673,"76,0"
Yrkesprogram,69040241,"100,0"
Yrkesprogram,91905819,"93,3"
Yrkesprogram,54882637,"100,0"
Yrkesprogram,53923398,"95,9"
Yrkesprogram,47844862,"100,0"
Yrkesprogram,22239675,"100,0"
Yrkesprogram,72984079,"58,8"
Yrkesprogram,36480690,"84,6"
Yrkesprogram,24787883,"81,3"
Yrkesprogram,52048443,"100,0"
Yrkesprogram,32550660,"100,0"
Yrkesprogram,59599256,"90,3"
Yrkesprogram,69865450,"88,0"
Yrkesprogram,31112935,"76,7"
Yrkesprogram,90509211,"78,8"
Yrkesprogram,37316242,"81,6"
Yrkesprogram,20173336,"78,8"
Yrkesprogram,49872493,"75,9"
Yrkesprogram,39147056,"96,2"
Yrkesprogram,11953769,"100,0"
Yrkesprogram,28646435,"92,0"
Yrkesprogram,50393060,"96,0"
Yrkesprogram,85788659,"69,2"
Yrkesprogram,95340745,"96,2"
Yrkesprogram,59521477,"51,3"
Yrkesprogram,92442684,"85,4"
Yrkesprogram,38544187,"89,4"
Yrkesprogram,54599691,"78,1"
Yrkesprogram,54467211,"94,4"
Yrkesprogram,23517683,"94,7"
Yrkesprogram,82251333,"94,0"
Yrkesprogram,99864908,"75,0"
Yrkesprogram,27106031,"75,0"
Yrkesprogram,59463950,"85,7"
Yrkesprogram,63931325,"96,7"
Yrkesprogram,57391913,"66,7"
Yrkesprogram,75374280,"85,2"
Yrkesprogram,46148350,"82,6"
Yrkesprogram,50133877,"95,2"
Yrkesprogram,49868916,"98,0"
Yrkesprogram,90240730,"81,8"
Yrkesprogram,84908877,"90,3"
Yrkesprogram,24277564,"90,5"
Yrkesprogram,88956420,..
Yrkesprogram,34002355,"76,9"
Yrkesprogram,36355200,"100,0"
Yrkesprogram,96920524,"100,0"
Yrkesprogram,18217765,"93,8"
Yrkesprogram,60919765,..
Yrkesprogram,14677676,"100,0"
Yrkesprogram,96152872,"93,5"
Yrkesprogram,77835341,"100,0"
Yrkesprogram,70803636,"79,2"
Yrkesprogram,23797825,"100,0"
Yrkesprogram,44738639,"75,0"
Yrkesprogram,77712952,"90,0"
Yrkesprogram,92009807,"66,7"
Yrkesprogram,10433896,"100,0"
Yrkesprogram,10342448,"87,0"
Yrkesprogram,43154449,"94,1"
Yrkesprogram,98032567,..
Yrkesprogram,96194948,"85,2"
Yrkesprogram,25955541,"95,8"
Yrkesprogram,88025221,"80,8"
Yrkesprogram,14799321,"93,1"
Yrkesprogram,56041699,"52,0"
Yrkesprogram,70955448,"93,3"
Yrkesprogram,68824244,"92,7"
Yrkesprogram,90685868,"90,2"
Yrkesprogram,24501884,"83,7"
Yrkesprogram,56084099,"93,1"
Yrkesprogram,80711021,"83,9"
Yrkesprogram,17648596,"90,9"
Yrkesprogram,16720048,"100,0"
Yrkesprogram,39341381,..
Yrkesprogram,60088179,"72,1"
Yrkesprogram,28391147,"62,7"
Yrkesprogram,29209307,"96,4"
Yrkesprogram,21778322,"89,5"
Yrkesprogram,31380193,"70,6"
Yrkesprogram,90290154,"86,7"
Yrkesprogram,25847233,"90,1"
Yrkesprogram,92816527,"74,4"
Yrkesprogram,16848652,"100,0"
Yrkesprogram,94975733,"90,3"
Yrkesprogram,56802300,"100,0"
Yrkesprogram,15149235,"100,0"
Yrkesprogram,77379848,"100,0"
Yrkesprogram,13981977,..
Yrkesprogram,24538846,..
Yrkesprogram,36886750,"100,0"
Yrkesprogram,67422309,"88,6"
Yrkesprogram,67058407,..
Yrkesprogram,34421265,"95,2"
Yrkesprogram,15791044,..
Yrkesprogram,98696836,"89,7"
Yrkesprogram,82160887,"88,9"
Yrkesprogram,23175129,"66,7"
Yrkesprogram,77358716,"100,0"
Yrkesprogram,29225010,..
Yrkesprogram,33249781,"94,2"
Yrkesprogram,64648566,"95,8"
Yrkesprogram,18691102,"100,0"
Yrkesprogram,70302356,"96,0"
Yrkesprogram,65421426,"100,0"
Yrkesprogram,24349146,"90,6"
Yrkesprogram,83605345,"100,0"
Yrkesprogram,15933512,"93,8"
Yrkesprogram,12198363,..
Yrkesprogram,47692481,"82,6"
Yrkesprogram,64693272,"84,6"
Yrkesprogram,18072172,..
Yrkesprogram,85188855,"91,3"
Yrkesprogram,39528347,"88,9"
Yrkesprogram,85473846,"94,6"
Yrkesprogram,29744774,..
Yrkesprogram,89690587,"91,5"
Yrkesprogram,20768651,..
Yrkesprogram,32239920,"96,9"
Yrkesprogram,98781765,"94,2"
Yrkesprogram,87112995,"92,9"
Yrkesprogram,18686599,..
Yrkesprogram,93779220,"77,8"
Yrkesprogram,53279140,"97,9"
Yrkesprogram,80785976,"80,0"
Yrkesprogram,47559319,"100,0"
Yrkesprogram,21532545,..
Yrkesprogram,56187883,"89,3"
Yrkesprogram,51023367,"95,7"
Yrkesprogram,95069937,"100,0"
Yrkesprogram,52690153,"75,0"
Barn- och fritidsprogrammet,93221031,..
Barn- och fritidsprogrammet,68229719,..
