skolkod,andel_med_utokat_prog
18974693,"13,4"
26996566,..
27704246,"28,4"
28967085,.
69747871,..
31151740,..
79346084,"30,2"
89816391,..
14448619,..
12546590,..
43565270,"53,8"
77176811,..
52791537,..
85152591,..
85819857,..
40600798,"10,5"
52942981,..
54117171,"31,7"
48120273,..
33233228,..
94167577,"19,0"
27023528,..
53903798,..
97770837,"12,1"
69650864,"42,9"
59581397,.
41938272,"61,0"
29423248,"13,0"
76054399,"51,5"
33132452,..
60142020,..
70811222,..
17911161,"12,0"
35084976,"58,0"
25525759,.
77632411,"27,2"
49068301,..
59898194,..
38195284,"7,8"
97510495,..
89461767,"17,3"
94717858,"13,8"
53760158,"65,1"
78422467,"27,0"
37802196,..
36288955,"46,0"
74812809,"75,3"
88839172,"25,7"
48412612,..
95618280,"19,6"
75075402,"8,8"
26326048,"8,3"
37839488,"6,7"
46256929,"20,2"
83374651,"75,0"
59796774,"100,0"
17675502,..
75600007,"39,0"
73812226,"13,3"
30762346,..
82964090,"10,5"
88955893,"10,2"
15278518,.
15390992,"36,8"
63943560,"64,5"
85516596,..
16784385,..
89963319,..
24339566,"7,8"
65458415,.
95154882,..
52333875,"40,0"
24663703,..
28519815,"39,6"
65666808,.
69543519,"37,0"
89693952,.
24759907,"24,0"
78433202,"30,5"
35366805,"33,9"
31315191,"62,5"
42775003,"11,8"
56670842,"16,7"
89370947,"67,8"
48555205,"8,4"
31313926,..
30312720,"18,5"
32116280,"16,7"
57143976,"18,7"
93367005,"35,1"
53175499,"69,6"
64388538,..
52153758,"17,2"
22116645,"28,6"
99755443,"7,2"
30167976,"41,9"
50104466,..
28004794,..
32071849,"21,9"
79845033,"22,0"
41099519,"22,0"
59386837,"56,5"
17276047,"36,4"
21382451,"17,4"
48244956,"42,9"
36769815,..
43873969,..
55825382,..
19306558,..
35301145,"22,5"
24993048,..
13084253,"15,8"
59942080,..
66273269,..
11275959,.
58518163,"38,5"
27993549,..
37912396,"30,3"
45593337,"40,8"
10226870,"55,0"
19839859,..
67628478,"100,0"
37517404,..
32057701,.
30615080,"34,5"
25178582,"59,4"
70543431,..
23476801,..
86351879,"59,2"
56041144,"20,8"
74322969,"45,5"
90260899,..
31057219,"40,9"
27079521,..
33572033,"33,3"
64579522,"35,1"
34381901,"38,9"
55150847,..
90076461,..
53069733,"57,1"
99394620,"50,0"
95368476,"38,6"
14853321,..
76448076,..
31537066,"80,0"
86488203,"25,5"
25156286,..
28081446,"18,5"
21400668,..
92949043,..
92818240,"25,0"
84329061,"21,6"
91048178,..
82718660,..
12399380,.
31486865,"11,0"
97265732,"13,2"
61720981,"6,9"
50424828,..
82931004,..
95024660,..
32263814,..
47393891,..
48414975,..
11533776,"44,0"
47108751,..
28829503,"46,7"
99622695,..
98651664,"29,9"
33657492,"40,9"
79309485,..
37078868,..
16130958,..
82195565,.
33596572,..
77713695,"97,5"
51131594,.
89680395,..
53696633,..
27440210,"31,3"
62758285,..
16218090,..
64667996,..
23544320,"35,5"
57668673,..
69040241,..
63993414,..
49136871,..
20855811,"9,9"
53923398,"30,8"
74560191,..
47844862,"62,7"
72984079,"46,4"
36480690,"30,0"
24787883,..
32995170,"58,3"
52048443,"50,0"
61674097,..
32550660,"13,2"
93488613,..
45600034,..
59599256,"18,2"
26957025,"31,2"
90509211,..
43277545,"33,9"
11953769,.
50393060,"25,0"
85788659,..
95340745,..
59521477,"31,3"
92442684,..
66095163,..
54599691,"20,2"
54004368,"41,4"
31975673,"19,2"
82251333,..
99864908,..
27106031,..
59463950,"100,0"
63931325,..
57391913,"53,7"
75374280,"85,0"
46148350,"55,8"
50133877,"34,3"
49868916,"40,0"
74919147,..
78389879,..
24277564,..
44412461,"11,2"
36355200,"31,1"
96920524,"56,0"
18217765,"39,7"
70803636,"14,9"
49576295,"39,0"
66028861,"87,5"
23797825,..
45293715,"47,0"
77712952,..
10433896,"26,9"
43154449,..
49170638,"39,5"
46379730,"33,3"
25379974,.
88025221,"15,5"
18042101,"28,2"
56041699,..
45111086,..
70955448,"98,1"
68824244,"32,3"
46707989,..
46986216,"34,8"
67924816,..
92805465,..
56084099,..
16720048,.
13960635,"54,4"
61176909,"22,8"
43479922,..
28391147,..
21778322,"23,3"
31380193,..
62612992,"27,7"
85485803,"18,3"
16848652,"46,2"
88429477,"22,9"
94975733,"42,9"
56802300,..
15149235,"50,0"
13981977,..
24538846,"85,7"
67058407,"18,6"
15791044,"65,6"
65392939,"50,9"
98696836,"30,6"
64908550,..
77358716,..
49739986,"50,7"
29225010,"34,4"
92192566,"21,8"
56886667,"29,8"
64648566,..
65421426,"25,0"
62394916,"75,0"
67908927,"54,2"
72071234,"23,3"
24349146,"30,2"
83605345,..
15933512,"7,4"
64693272,..
18072172,.
65833454,..
11341077,..
34988313,"21,3"
28045567,"36,5"
20768651,"52,1"
38880984,..
28872974,..
18686599,"88,5"
93779220,..
77797484,"20,6"
80785976,"36,1"
47559319,..
21532545,..
56187883,..
20752831,"19,6"
51023367,"86,7"
34739511,"96,2"
52690153,"62,5"
93221031,"44,4"
17474377,..
18345915,..
68229719,..
61004230,..
71262305,..
55795961,..
84947634,..
97870412,"38,1"
68564903,"21,4"
82840198,"90,0"
18208087,"60,6"
89982804,"72,0"
19464342,..
60743463,..
32960825,..
43609520,..
41416934,"43,1"
21567982,..
49379603,..
80167319,.
73171934,..
83474173,"50,0"
91487291,..
21866405,"30,8"
74434644,"36,0"
42022406,"88,0"
88445871,"53,4"
18425335,"39,3"
93281974,"40,0"
23424275,"31,7"
19150273,..
25624692,"57,9"
88534520,"65,6"
16554575,"77,8"
25356960,"33,8"
64284020,"41,3"
98132436,"40,3"
60096875,..
26334561,.
40386043,..
29324709,..
26864271,..
59483268,..
33685428,..
88573795,"100,0"
82814120,"90,7"
10924758,..
34153869,..
88259298,..
73098153,..
44240250,"29,7"
17846181,..
75082798,"14,1"
23555409,..
91333138,"46,2"
30341162,.
39936461,"100,0"
72266906,"95,2"
27030026,..
12154972,"44,9"
16950252,"53,8"
34637764,"31,4"
73255276,"75,0"
15077883,"20,8"
48434184,"37,5"
58724424,..
51138448,..
19647256,"45,5"
56421429,..
39911065,..
17008320,..
56737496,"48,6"
88850910,..
93939982,"27,8"
25720752,..
55155562,"30,2"
31533003,"46,2"
31429031,"30,2"
16361868,..
24008049,"65,7"
36680097,..
87756916,..
59734510,"70,6"
19586169,"34,1"
24273261,..
95683850,"79,0"
59455288,"45,8"
82163292,"63,0"
25679488,..
25677996,..
89888648,"47,2"
90003262,..
88163512,"39,4"
35063170,..
31279294,..
36782335,..
20666515,..
37906565,..
67279303,"66,7"
21648755,"33,3"
11111710,.
90551279,"52,0"
93062368,..
69686851,"48,5"
49616977,..
90267145,"55,8"
72998905,"69,2"
69481650,"28,9"
88153340,"40,0"
94353434,"49,1"
59396229,"48,5"
95165649,"56,9"
69626109,..
85068812,..
36444853,"79,3"
15414001,"45,5"
38311488,..
16819383,..
12994441,..
53660780,"100,0"
30086854,..
79094701,"60,0"
38684438,..
96590873,"43,5"
73147554,"100,0"
65752105,..
11274830,"48,6"
51321260,"46,6"
96279444,"58,8"
61880907,"69,9"
35006050,"25,0"
88886610,"37,0"
10638939,"55,0"
88556189,"34,7"
35236491,"62,3"
58502307,"100,0"
97177328,..
72127035,"46,9"
70969714,..
85003442,"27,0"
22752398,"60,4"
71922787,..
31843016,"35,3"
74148070,..
50696507,"88,9"
44653962,"30,8"
81993306,"58,1"
29097621,"35,5"
87764775,..
48438396,"63,4"
98052678,..
44341171,..
32671805,"36,2"
38448056,"80,0"
16313848,"26,2"
79606767,..
11294673,..
86327236,"46,4"
28398531,"43,1"
66335258,"53,3"
54172830,..
86310217,"35,7"
83085136,"82,7"
75458014,..
65136104,..
79033948,"58,6"
56330385,..
44392995,..
69241230,..
85544331,"72,4"
80327946,"35,4"
78875918,"46,2"
78023197,..
86385479,"50,0"
40991561,..
99838438,"94,7"
42859669,"40,5"
70923626,"19,0"
92905347,"23,9"
99592025,..
34247736,.
47550455,"37,1"
30329172,"82,4"
76877530,.
47046103,..
56664512,.
38167912,..
20620556,..
17173461,..
19560192,"59,6"
98053087,"37,8"
92858957,..
46660042,"14,8"
44113417,..
67783774,..
38917647,..
21363125,.
39555838,.
85214294,..
82084961,"46,8"
46162400,"52,1"
98369689,..
56529916,"48,3"
40810950,..
40037982,"62,2"
73829818,..
18881773,..
80686587,"85,7"
12279302,..
17849518,..
94570025,..
91984508,"42,4"
78659008,"55,6"
12448823,..
40667807,"48,0"
18091973,"31,3"
40634612,..
62439199,..
66132676,..
80762863,..
77688926,..
14508922,..
69629086,"12,3"
88624631,..
35390185,..
37358234,..
31657916,..
54606928,..
46241804,..
42573391,"83,3"
64574972,..
19741742,"31,3"
29032715,"46,9"
48931433,"48,1"
97270136,"44,8"
19909435,"56,8"
30530571,"46,3"
96024712,..
40829056,..
85800840,"45,6"
27115998,"80,6"
41867682,..
65662401,"45,6"
39583059,"50,5"
38645259,..
87207941,..
11673760,"38,9"
63791419,"30,3"
39805497,"47,6"
38400227,"47,4"
83829189,..
46145886,"27,6"
43649848,"60,0"
75344502,"50,0"
84247499,"14,9"
27041885,..
97064126,..
32580162,"78,3"
48722826,"66,1"
71571158,"46,9"
53691739,"83,9"
97596286,"45,2"
67554405,"35,4"
86473502,..
98239050,..
94455820,..
58368956,"54,8"
73567152,"37,1"
61547652,"44,7"
60209222,"51,7"
62104139,..
78872213,..
84286698,"61,5"
62490359,"100,0"
64725297,"41,4"
43362941,"73,9"
23350817,..
76860623,..
56021320,..
41358402,.
64569393,.
87262566,"26,8"
41844601,"20,0"
51620045,"72,2"
23457902,..
27597104,"73,9"
57397381,"45,8"
56947954,"57,7"
72022487,"41,4"
70969556,"70,0"
28248021,"48,4"
44417214,"69,6"
25025681,..
49488344,..
74408578,..
86724994,"36,1"
86158933,..
14102256,"22,5"
75082280,..
75914181,..
39302565,..
36072799,"50,0"
61432781,"67,6"
78287294,..
74316305,"91,4"
39096170,..
99279503,"21,7"
72109637,..
69240218,"84,6"
14057258,..
43313366,..
97868185,..
81551726,..
77823650,"80,0"
37550979,..
52634142,"50,5"
76195214,"24,6"
54839753,..
32705515,"49,1"
60214465,..
70137084,..
82002016,..
21901328,.
23306658,"63,4"
57350392,..
11102578,..
69306209,"43,9"
92651253,..
31740319,"45,9"
17944628,..
82826083,"65,6"
94090461,..
12954099,..
80931789,..
84098842,"51,7"
90473340,..
26167236,..
69807202,"36,5"
64648904,"75,0"
63035915,"15,3"
26324896,..
28848709,..
12613085,"38,5"
53896162,..
11185244,"42,9"
56211717,"85,0"
66824652,"72,2"
49168016,..
32042066,"38,5"
50821167,..
92814975,"57,5"
28770304,"62,2"
64123241,"86,7"
69063711,..
77609073,.
35894996,"95,9"
17119840,..
68748767,"38,7"
25596917,"76,5"
20984584,"63,2"
52129378,"25,6"
98541468,"72,2"
31155312,..
25648215,..
61823258,..
39178171,"75,9"
79994304,..
68006362,"41,0"
11608031,"56,9"
86762103,..
68381790,"46,2"
13006857,"35,8"
76007769,"33,3"
16956086,"36,1"
58187973,..
88894245,"73,7"
71160225,.
67752682,"50,0"
47884009,"51,6"
44672598,"60,0"
75340089,"46,9"
36670439,"42,3"
22220001,"55,9"
15100079,.
55421481,..
99356671,..
16702464,..
71353314,..
36252055,"34,0"
91812793,..
14355031,..
72891848,"42,9"
31796890,..
22426680,..
83805032,..
48862305,"43,2"
32887559,"84,8"
71541108,..
69471748,"27,7"
93239262,"38,3"
25745773,"40,6"
99976753,.
14278480,..
28023078,"49,0"
43284031,"71,7"
13963517,..
26267406,"62,5"
31255918,"25,0"
51955293,..
35035671,..
12130801,..
51736304,..
53180719,"36,5"
27489137,"85,2"
15609112,..
60424371,..
68655578,"20,7"
17062663,..
68741484,..
56267421,..
34990065,"42,9"
37054246,..
39199869,..
62216381,"63,3"
31179045,"37,0"
72421673,..
59655752,..
88750078,"32,4"
41878314,..
41555549,..
32003298,"79,2"
22383788,"82,6"
85459854,"44,4"
81876614,..
18711877,..
67071618,"50,0"
75324351,..
61229217,"67,6"
58929357,"100,0"
42517257,"68,8"
70376604,..
93503103,"38,6"
18617410,..
41697930,"40,5"
28025244,..
17184072,..
40338843,"43,5"
77440824,..
71069359,..
86896907,..
14292382,"39,5"
87859089,"57,9"
54764253,"48,9"
98908403,..
16493131,"41,5"
41119610,"100,0"
48304166,"48,9"
24982097,..
97104132,"91,7"
68597767,..
27964873,"47,2"
30706655,"27,5"
65674821,..
46332927,"40,5"
78690637,"30,7"
24653673,..
38048202,"15,4"
90990441,..
86319615,.
87303004,"37,8"
97835550,..
22446331,..
26671095,..
42911621,"35,4"
40575001,"28,1"
75027822,"84,4"
26508763,"58,4"
14504503,"57,7"
21850904,"100,0"
77544055,..
16198647,"18,1"
12496135,..
76903284,"23,5"
68649663,"29,7"
15870428,..
26750052,..
81997762,"26,2"
69747871,.
70119254,"100,0"
79346084,"59,6"
34222422,..
84230226,..
42060237,"31,8"
89816391,..
14448619,..
12546590,"95,2"
94167577,..
27023528,"24,4"
53903798,"37,5"
85782695,..
98815582,"48,0"
97770837,..
21312503,"94,9"
14926020,..
33132452,"36,1"
56942970,..
56653353,"58,3"
59898194,..
97510495,"58,8"
38683336,..
95618280,"21,8"
17675502,..
75600007,..
15278518,..
15390992,"60,0"
63943560,..
85516596,..
31998226,..
38236800,..
59026584,"43,9"
79829846,"54,8"
20061769,..
65458415,.
95154882,..
52333875,"72,1"
65666808,"50,0"
24397215,"22,7"
30677562,..
85054102,..
87274273,..
24759907,..
41631104,..
80357110,"91,3"
18451445,..
93367005,"43,2"
16501673,"47,4"
26298615,"100,0"
50104466,..
79845033,"44,4"
41099519,..
59386837,"19,6"
21627442,"45,5"
17276047,..
73217812,"26,3"
48244956,..
36769815,..
16931486,"47,6"
92489953,"59,3"
43873969,..
55825382,..
19306558,.
24993048,..
70132092,"52,5"
65034473,..
13084253,..
32321364,..
59942080,.
66273269,.
82888663,"18,6"
11275959,"29,9"
58518163,..
50615280,"77,8"
19035583,"50,0"
27993549,"17,6"
37912396,..
90312942,"38,1"
19839859,..
80280597,..
67628478,..
37517404,..
29159460,"60,0"
43601850,..
89630851,..
86351879,"81,6"
14586562,.
74322969,..
90260899,..
69302313,"56,5"
31057219,"22,4"
27079521,"56,8"
64579522,"48,0"
65234368,"88,9"
34381901,"57,4"
96414537,"74,2"
99394620,"86,7"
95368476,"55,6"
14853321,"46,4"
76448076,"24,0"
31537066,..
86488203,..
25156286,"100,0"
92949043,"58,3"
92818240,"36,7"
84329061,"39,7"
71969230,"57,1"
91048178,"16,9"
76942525,..
31486865,..
10373112,..
61720981,..
25698509,"50,0"
50424828,"29,7"
82931004,..
83584125,..
16496466,..
12075195,..
62300682,..
65265211,..
97191332,"41,4"
71938440,..
22811839,"26,2"
33205596,..
19930101,"22,8"
60727136,..
45132264,..
61647360,..
33657492,"48,8"
61622991,"31,9"
66644568,..
93659517,"31,6"
61175914,..
73316818,"71,9"
27859889,..
29161632,..
45541222,..
63451147,..
61197669,..
17812651,"81,0"
57668673,..
69040241,..
91905819,..
54882637,"81,3"
53923398,"13,7"
47844862,"44,4"
22239675,"85,7"
72984079,..
36480690,..
24787883,..
52048443,..
32550660,..
59599256,"45,2"
69865450,"30,0"
31112935,..
90509211,..
37316242,"20,7"
20173336,"42,4"
49872493,"75,9"
39147056,"52,8"
11953769,..
28646435,"52,0"
50393060,..
85788659,..
95340745,..
59521477,"41,0"
92442684,"79,2"
38544187,"51,1"
54599691,"68,8"
54467211,"75,6"
23517683,"78,9"
82251333,"68,0"
99864908,..
27106031,"50,0"
59463950,"60,7"
63931325,"27,9"
57391913,..
75374280,..
46148350,..
50133877,"66,7"
49868916,"40,8"
90240730,"24,7"
84908877,"38,7"
24277564,..
88956420,..
34002355,..
36355200,"50,0"
96920524,"52,6"
18217765,"68,8"
60919765,..
14677676,"36,4"
96152872,"21,7"
77835341,..
70803636,"45,8"
23797825,..
44738639,"68,8"
77712952,..
92009807,..
10433896,"92,3"
10342448,..
43154449,..
98032567,..
96194948,"55,6"
25955541,"54,2"
88025221,"46,2"
14799321,"34,5"
56041699,"72,0"
70955448,"66,7"
68824244,"51,2"
90685868,..
24501884,"46,5"
56084099,..
80711021,"44,1"
17648596,"27,3"
16720048,"30,8"
39341381,..
60088179,"23,0"
28391147,"29,9"
29209307,..
21778322,..
31380193,..
90290154,"86,7"
25847233,"36,6"
92816527,"38,4"
16848652,"62,5"
94975733,..
56802300,..
15149235,"60,9"
77379848,..
13981977,.
24538846,..
36886750,..
67422309,..
67058407,..
34421265,"30,2"
15791044,..
98696836,"41,4"
82160887,"50,0"
23175129,..
77358716,"72,2"
29225010,..
33249781,"38,5"
64648566,"66,7"
18691102,..
70302356,..
65421426,"50,0"
24349146,"51,8"
83605345,"61,1"
15933512,"46,6"
12198363,..
47692481,"37,0"
64693272,..
18072172,.
85188855,"52,2"
39528347,..
85473846,"17,6"
29744774,.
89690587,"38,3"
20768651,.
32239920,"47,7"
98781765,"27,5"
87112995,"46,4"
18686599,..
93779220,..
53279140,"31,9"
80785976,..
47559319,"71,4"
21532545,..
56187883,"48,2"
51023367,"36,2"
95069937,"100,0"
52690153,"75,0"
93221031,.
68229719,..
84947634,..
89982804,..
60743463,..
73171934,..
74434644,..
93281974,..
23424275,.
16554575,"77,8"
60096875,..
40386043,.
33685428,..
10924758,..
75082798,..
16950252,..
15077883,..
48434184,..
51138448,..
93939982,..
31533003,"48,0"
24273261,..
59455288,.
25677996,..
31279294,..
36782335,.
90551279,"57,6"
93062368,..
69626109,..
10638939,"75,0"
72127035,..
85003442,..
98052678,..
32671805,..
16313848,..
54172830,..
75458014,..
78023197,..
40991561,..
70923626,..
76877530,.
47046103,..
19560192,"50,0"
98053087,..
46660042,..
67783774,..
85214294,..
12279302,..
91984508,"42,4"
40667807,..
40634612,..
80762863,..
64574972,..
30530571,..
96024712,..
27115998,"88,9"
39583059,..
38645259,..
46145886,..
27041885,..
48722826,..
97596286,..
67554405,..
56021320,..
23457902,..
57397381,..
72022487,..
70969556,..
28248021,..
44417214,..
25025681,..
14102256,..
75082280,..
39096170,..
69240218,"84,6"
82002016,..
23306658,..
94090461,..
63035915,..
50821167,..
68748767,"94,4"
20984584,..
25648215,..
11608031,..
13006857,..
16956086,..
58187973,.
88894245,..
71160225,.
44672598,"68,4"
22220001,..
71353314,..
69471748,..
93239262,"38,3"
13963517,.
68655578,..
31179045,"47,6"
59655752,..
18711877,..
67071618,..
18617410,..
40338843,..
14292382,.
87859089,..
98908403,..
24982097,.
68597767,..
38048202,..
90990441,..
40575001,..
26508763,..
76903284,..
69747871,.
79346084,"60,9"
89816391,..
53903798,..
33132452,..
17675502,..
75600007,..
85516596,.
50104466,..
59386837,.
43873969,..
24993048,..
58518163,..
29159460,..
89630851,..
86351879,"73,3"
74322969,..
64579522,..
14853321,..
86488203,..
84329061,..
71969230,..
31486865,..
61720981,.
50424828,..
83584125,..
65265211,..
66644568,..
61175914,..
29161632,..
36480690,..
32550660,..
37316242,..
50393060,..
95340745,..
59521477,..
46148350,.
49868916,"46,7"
84908877,..
24277564,..
36355200,..
88025221,"46,2"
56041699,..
70955448,"66,7"
60088179,..
25847233,"60,9"
16848652,..
56802300,.
36886750,..
67422309,..
82160887,..
64648566,..
15933512,..
12198363,..
64693272,..
89690587,..
18686599,..
93779220,..
80785976,..
47559319,"71,4"
52690153,..
93221031,..
18345915,.
97870412,..
18208087,"90,9"
41416934,"71,4"
21567982,.
83474173,"73,3"
88445871,"36,4"
25624692,..
25356960,..
98132436,"41,5"
60096875,..
29324709,..
26864271,..
44240250,..
75082798,.
91333138,..
12154972,"63,9"
15077883,.
48434184,..
19647256,..
56737496,..
55155562,"32,4"
24008049,"77,3"
59734510,..
19586169,..
24273261,.
59455288,..
89888648,..
36782335,..
20666515,.
90551279,"41,2"
93062368,..
90267145,..
88153340,"40,0"
94353434,"49,1"
88886610,"37,0"
88556189,..
72127035,..
22752398,"56,1"
31843016,..
29097621,"31,6"
16313848,"35,7"
11294673,..
86327236,..
69241230,.
80327946,..
86385479,..
70923626,..
92905347,..
47550455,..
56664512,.
19560192,..
46660042,..
38917647,..
82084961,..
98369689,..
56529916,"53,1"
17849518,.
18091973,..
69629086,..
31657916,..
19741742,..
40829056,..
85800840,"48,9"
39583059,"45,0"
39805497,"54,5"
46145886,..
84247499,..
71571158,..
86473502,..
58368956,"54,8"
23350817,.
41358402,.
87262566,..
23457902,..
56947954,"75,0"
72022487,"45,8"
28248021,..
74408578,..
86724994,..
39302565,..
61432781,"78,0"
14057258,..
81551726,..
76195214,.
70137084,.
57350392,..
92651253,..
82826083,"65,0"
26167236,..
63035915,..
32042066,..
92814975,..
64123241,"86,7"
20984584,..
98541468,"72,2"
25648215,..
79994304,..
86762103,..
68381790,..
13006857,..
16956086,..
88894245,..
67752682,..
75340089,"61,1"
22220001,"72,0"
15100079,.
36252055,..
72891848,.
48862305,"32,1"
13963517,.
31255918,..
53180719,..
68655578,..
37054246,..
62216381,"44,4"
18711877,.
61229217,..
41697930,"43,8"
77440824,..
14292382,..
54764253,"61,9"
98908403,..
16493131,..
24982097,.
27964873,..
30706655,..
78690637,..
24653673,.
87303004,..
97835550,.
22446331,.
42911621,"31,4"
14504503,..
76903284,..
81997762,..
70119254,"100,0"
42060237,"39,3"
85782695,..
38236800,.
41631104,..
16501673,..
26298615,"100,0"
41099519,..
59386837,.
73217812,..
16931486,.
70132092,"52,0"
27993549,..
90312942,..
19839859,..
29159460,..
43601850,..
74322969,.
31057219,..
34381901,"93,8"
96414537,..
99394620,"84,6"
76448076,..
92818240,"52,9"
84329061,.
71969230,..
91048178,..
65265211,..
22811839,"26,2"
61622991,"31,9"
61175914,..
91905819,..
54882637,"84,6"
53923398,..
69865450,..
20173336,..
49872493,..
39147056,"82,4"
11953769,..
85788659,..
59521477,..
54467211,"80,0"
82251333,"80,0"
90240730,"32,4"
34002355,..
96920524,..
96152872,..
92009807,.
10342448,..
90685868,..
17648596,"27,3"
39341381,..
29209307,.
90290154,..
92816527,"60,0"
24538846,..
67422309,..
34421265,..
82160887,"58,3"
33249781,..
18691102,..
24349146,"59,6"
83605345,..
47692481,..
85188855,..
85473846,..
32239920,"55,6"
56187883,..
52690153,..
74776778,"28,6"
71262305,"55,6"
84947634,..
48009865,..
89982804,..
97968599,..
91748148,"56,4"
42218661,..
74434644,"33,3"
42022406,..
34076477,"19,5"
54896448,"100,0"
97758137,..
26334561,.
40386043,"38,6"
20699742,..
82814120,"43,8"
45164827,..
10924758,"66,7"
34153869,..
17846181,..
75082798,..
23555409,..
27030026,..
15077883,"46,2"
48434184,..
58724424,..
39911065,..
56737496,"28,9"
55155562,"29,3"
31533003,"27,5"
19981611,..
25679488,"50,0"
35063170,..
31279294,..
36782335,..
67279303,.
21648755,..
11111710,.
49616977,..
84835666,"77,8"
20319353,..
85068812,..
78397312,.
36444853,..
89837629,.
12994441,..
88774402,"75,0"
75141151,..
61701709,"12,9"
38684438,..
39549479,"70,2"
73147554,"40,5"
69983740,..
12052268,..
71597051,..
40690520,..
35006050,..
10638939,..
34336190,..
88834120,..
53640774,..
72127035,"71,4"
71922787,"23,8"
92507006,..
20100577,..
79606767,"37,2"
11294673,.
86327236,..
66335258,.
54172830,"52,2"
56330385,..
44392995,"31,3"
60730660,"20,5"
82592568,"29,8"
86385479,..
49862313,..
42859669,.
99592025,..
34247736,..
76877530,.
38167912,"80,0"
43826783,.
58125096,"28,8"
17173461,..
30468157,..
23681822,..
92858957,..
82084961,..
73829818,..
18881773,..
12279302,..
64205087,"44,2"
18091973,..
88466776,"91,7"
54606928,"12,8"
19741742,..
45830583,..
30530571,..
78839208,..
30458073,.
27115998,"83,3"
79516949,.
87207941,"53,8"
11673760,"9,4"
38400227,..
81619482,..
39149668,..
67554405,..
73944169,"33,3"
78872213,..
64569393,..
48217580,"19,3"
57397381,"35,6"
72022487,"34,9"
71512894,"70,0"
28248021,..
44417214,"55,0"
74408578,"19,2"
71043974,"34,1"
61161774,..
75914181,..
24544503,..
69240218,"90,9"
12934438,..
43313366,"60,5"
37550979,..
60214465,.
23306658,..
11102578,..
10129345,..
94090461,"50,0"
26324896,..
56639389,..
53896162,"24,7"
17779637,..
71929526,..
60873719,.
68748767,..
23548714,..
48593439,..
91773491,.
30361243,"35,6"
25596917,"71,0"
31155312,.
84424083,"47,3"
10481541,..
68381790,..
13006857,..
16956086,..
58187973,..
31870541,.
44672598,"73,5"
31822012,..
62855448,..
91812793,..
58907711,..
68285560,..
69471748,"38,2"
99976753,"29,3"
75575321,..
57690933,..
12130801,..
95785055,..
68741484,..
37054246,..
31179045,"50,0"
59655752,..
41555549,"35,3"
85459854,..
67071618,..
28025244,..
40338843,..
14292382,..
87859089,.
98908403,..
83272868,..
45552626,"47,7"
92332557,..
78690637,..
77544055,"41,9"
76903284,.
49141105,..
26646080,"7,3"
79346084,"40,0"
14448619,..
43565270,"64,4"
85152591,..
40600798,"10,5"
48120273,..
94167577,..
53903798,..
97770837,..
70811222,.
17911161,..
35084976,..
77632411,..
59898194,..
38195284,..
97510495,..
89461767,..
94717858,..
75075402,..
26326048,..
37839488,..
73812226,..
15278518,.
85516596,..
16784385,..
24339566,..
65458415,.
52333875,..
24759907,..
31315191,"60,5"
48555205,"8,6"
32116280,..
64388538,.
52153758,..
99755443,"8,6"
30167976,"37,5"
32071849,..
79845033,.
41099519,..
59386837,..
21382451,.
55825382,..
59942080,..
37912396,..
45593337,..
19839859,..
30615080,"37,7"
86351879,"48,1"
90260899,..
31057219,..
27079521,..
64579522,..
34381901,..
55150847,.
53069733,..
14853321,..
86488203,"19,6"
25156286,..
28081446,..
92818240,"25,0"
12399380,.
31486865,"8,3"
97265732,..
61720981,..
50424828,.
95024660,..
32263814,..
33657492,..
79309485,..
77713695,"96,2"
23544320,..
69040241,..
20855811,..
53923398,..
74560191,.
47844862,"59,8"
72984079,..
61674097,..
93488613,..
59599256,"17,1"
90509211,..
50393060,.
85788659,..
59521477,..
54599691,"22,4"
31975673,"24,7"
27106031,..
46148350,..
49868916,..
74919147,.
78389879,..
44412461,..
96920524,"56,0"
70803636,..
23797825,..
10433896,..
49170638,..
25379974,.
18042101,..
70955448,"100,0"
92805465,..
61176909,..
21778322,..
31380193,..
62612992,..
16848652,"46,2"
15149235,"78,6"
24538846,"91,7"
67058407,..
98696836,"25,3"
49739986,..
92192566,..
65421426,"27,3"
72071234,"16,5"
65833454,..
28045567,"36,0"
38880984,..
18686599,"78,6"
47559319,..
20752831,"19,3"
51023367,..
52690153,..
93221031,.
18345915,..
71262305,..
97870412,..
82840198,"100,0"
41416934,..
21866405,..
42022406,"88,0"
25624692,..
64284020,"37,2"
40386043,..
26864271,.
75082798,..
23555409,..
30341162,.
72266906,"95,2"
15077883,.
48434184,..
56421429,..
56737496,..
24008049,"76,0"
36680097,..
59734510,..
19586169,..
95683850,"100,0"
89888648,"57,1"
36782335,.
37906565,..
90551279,"63,2"
69686851,..
90267145,..
85068812,..
16819383,..
79094701,"60,0"
11274830,"48,6"
35006050,..
88556189,..
97177328,..
72127035,..
22752398,..
71922787,..
81993306,..
16313848,"35,3"
11294673,..
28398531,..
79033948,"58,6"
69241230,.
80327946,"31,3"
86385479,..
99838438,"94,7"
42859669,..
92905347,..
99592025,..
30329172,"70,6"
47046103,..
19560192,..
98053087,..
46660042,..
44113417,..
39555838,.
82084961,"35,3"
46162400,"58,7"
12448823,..
18091973,.
40634612,..
69629086,..
31657916,.
42573391,..
29032715,"92,9"
19909435,"71,4"
85800840,"93,8"
27115998,"72,2"
41867682,..
39583059,"40,0"
38645259,.
63791419,"59,1"
46145886,"37,9"
84247499,..
48722826,"89,7"
