skolkod,andel_minst_e_idr1
39302565,"95,0"
61432781,"98,3"
14057258,..
81551726,..
76195214,..
70137084,"100,0"
57350392,..
92651253,..
82826083,"90,0"
26167236,..
63035915,"82,1"
32042066,"94,7"
92814975,..
64123241,"93,3"
20984584,..
98541468,"94,4"
25648215,..
79994304,..
86762103,..
68381790,..
13006857,"83,3"
16956086,..
88894245,..
67752682,"94,1"
75340089,"100,0"
22220001,"96,0"
15100079,..
36252055,"100,0"
72891848,..
48862305,"92,9"
13963517,..
31255918,"100,0"
53180719,"100,0"
68655578,"88,6"
37054246,..
62216381,"96,3"
18711877,..
61229217,"84,6"
41697930,"96,9"
77440824,..
14292382,"100,0"
54764253,"90,5"
98908403,"84,6"
16493131,"100,0"
24982097,..
27964873,"84,6"
30706655,"100,0"
78690637,"100,0"
24653673,..
87303004,..
97835550,..
22446331,..
42911621,"100,0"
14504503,..
76903284,..
81997762,"93,3"
70119254,"91,7"
42060237,"96,4"
85782695,"84,6"
38236800,..
41631104,"100,0"
16501673,..
26298615,"100,0"
41099519,..
59386837,..
73217812,..
16931486,..
70132092,"92,0"
27993549,"100,0"
90312942,"85,7"
19839859,..
29159460,..
43601850,"100,0"
74322969,..
31057219,..
34381901,"100,0"
96414537,..
99394620,"100,0"
76448076,"92,0"
92818240,"90,2"
84329061,..
71969230,..
91048178,..
65265211,..
22811839,"85,2"
61622991,"100,0"
61175914,..
91905819,..
54882637,"100,0"
53923398,..
69865450,..
20173336,"100,0"
49872493,..
39147056,"82,4"
11953769,..
85788659,..
59521477,..
54467211,"100,0"
82251333,"100,0"
90240730,"97,1"
34002355,..
96920524,"83,3"
96152872,"100,0"
92009807,..
10342448,"75,0"
90685868,"100,0"
17648596,"94,5"
39341381,..
29209307,..
90290154,..
92816527,"90,0"
24538846,..
67422309,"84,6"
34421265,..
82160887,"95,8"
33249781,"100,0"
18691102,..
24349146,"91,2"
83605345,..
47692481,..
85188855,..
85473846,"95,5"
32239920,"88,9"
56187883,"71,4"
52690153,..
74776778,"94,6"
71262305,"100,0"
84947634,"100,0"
48009865,"94,9"
89982804,..
97968599,"100,0"
91748148,"100,0"
42218661,..
74434644,"96,1"
42022406,..
34076477,"99,3"
54896448,"100,0"
97758137,"100,0"
26334561,"100,0"
40386043,"100,0"
20699742,"100,0"
82814120,"100,0"
45164827,"100,0"
10924758,"100,0"
34153869,"100,0"
17846181,..
75082798,"96,2"
23555409,"96,7"
27030026,"100,0"
15077883,"92,3"
48434184,"100,0"
58724424,..
39911065,"100,0"
56737496,"94,7"
55155562,"98,3"
31533003,"100,0"
19981611,"100,0"
25679488,"100,0"
35063170,"100,0"
31279294,..
36782335,"100,0"
67279303,..
21648755,"96,3"
11111710,..
49616977,"100,0"
84835666,"100,0"
20319353,"100,0"
85068812,..
78397312,"100,0"
36444853,"100,0"
89837629,..
12994441,"86,7"
88774402,"100,0"
75141151,"100,0"
61701709,"100,0"
38684438,"92,3"
39549479,"97,6"
73147554,"100,0"
69983740,"100,0"
12052268,"86,4"
71597051,"100,0"
40690520,"100,0"
35006050,"100,0"
10638939,..
34336190,"100,0"
88834120,"100,0"
53640774,"100,0"
72127035,"100,0"
71922787,"100,0"
92507006,"100,0"
20100577,"97,9"
79606767,"93,0"
11294673,..
86327236,"100,0"
66335258,..
54172830,"100,0"
56330385,"89,5"
44392995,"100,0"
60730660,"100,0"
82592568,"100,0"
86385479,"100,0"
49862313,"95,8"
42859669,"100,0"
99592025,"100,0"
34247736,"100,0"
76877530,..
38167912,"100,0"
43826783,..
58125096,"90,4"
17173461,..
30468157,"100,0"
23681822,"98,9"
92858957,"98,3"
82084961,"100,0"
73829818,"100,0"
18881773,..
12279302,"94,1"
64205087,"96,4"
18091973,"100,0"
88466776,"91,7"
54606928,"100,0"
19741742,"100,0"
45830583,"100,0"
30530571,"98,4"
78839208,"96,3"
30458073,..
27115998,"100,0"
79516949,..
87207941,"96,2"
11673760,"100,0"
38400227,"100,0"
81619482,"100,0"
39149668,"100,0"
67554405,"100,0"
73944169,"100,0"
78872213,"100,0"
64569393,"91,7"
48217580,"100,0"
57397381,"90,8"
72022487,"100,0"
71512894,"100,0"
28248021,"100,0"
44417214,"95,0"
74408578,"98,1"
71043974,"100,0"
61161774,"98,6"
75914181,..
24544503,"100,0"
69240218,"100,0"
12934438,"100,0"
43313366,"100,0"
37550979,"100,0"
60214465,"100,0"
23306658,"100,0"
11102578,"100,0"
10129345,"98,9"
94090461,"100,0"
26324896,"100,0"
56639389,"100,0"
53896162,"99,3"
17779637,"100,0"
71929526,"100,0"
60873719,"93,8"
68748767,..
23548714,"88,5"
48593439,"100,0"
91773491,..
30361243,"100,0"
25596917,"100,0"
31155312,..
84424083,"100,0"
10481541,"97,9"
68381790,..
13006857,"96,4"
16956086,"100,0"
58187973,"100,0"
31870541,"100,0"
44672598,"100,0"
31822012,"100,0"
62855448,"100,0"
91812793,"100,0"
58907711,"100,0"
68285560,"97,8"
69471748,"100,0"
99976753,"100,0"
75575321,"100,0"
57690933,"100,0"
12130801,"100,0"
95785055,"100,0"
68741484,"100,0"
37054246,"100,0"
31179045,"100,0"
59655752,"100,0"
41555549,"100,0"
85459854,"100,0"
67071618,"100,0"
28025244,"100,0"
40338843,"100,0"
14292382,..
87859089,"100,0"
98908403,"96,3"
83272868,"93,8"
45552626,"97,7"
92332557,"100,0"
78690637,"94,7"
77544055,"100,0"
76903284,"100,0"
49141105,"85,7"
26646080,"100,0"
79346084,"100,0"
14448619,"100,0"
43565270,"100,0"
85152591,"100,0"
40600798,"98,5"
48120273,"100,0"
94167577,"94,1"
53903798,"82,4"
97770837,"87,5"
70811222,..
17911161,"91,9"
35084976,"100,0"
77632411,"100,0"
59898194,"100,0"
38195284,"94,7"
97510495,"89,8"
89461767,"93,1"
94717858,"100,0"
75075402,"96,3"
26326048,"95,7"
37839488,"98,2"
73812226,"88,9"
15278518,"100,0"
85516596,"94,7"
16784385,"100,0"
24339566,"100,0"
65458415,..
52333875,"94,7"
24759907,"64,0"
31315191,"100,0"
48555205,"96,7"
32116280,"100,0"
64388538,..
52153758,"100,0"
99755443,"99,3"
30167976,"100,0"
32071849,"100,0"
79845033,..
41099519,"100,0"
59386837,..
21382451,"100,0"
55825382,"98,3"
59942080,"95,5"
37912396,..
45593337,"100,0"
19839859,..
30615080,"100,0"
86351879,"96,3"
90260899,"100,0"
31057219,..
27079521,"100,0"
64579522,..
34381901,"100,0"
55150847,"98,2"
53069733,..
14853321,"100,0"
86488203,"100,0"
25156286,..
28081446,"100,0"
92818240,"100,0"
12399380,..
31486865,"98,3"
97265732,"100,0"
61720981,"100,0"
50424828,..
95024660,"98,6"
32263814,"100,0"
33657492,"96,6"
79309485,"100,0"
77713695,"100,0"
23544320,"100,0"
69040241,..
20855811,"92,3"
53923398,"91,7"
74560191,..
47844862,"97,8"
72984079,"100,0"
61674097,"100,0"
93488613,"100,0"
59599256,"98,8"
90509211,"97,5"
50393060,"100,0"
85788659,..
59521477,"95,0"
54599691,"100,0"
31975673,"100,0"
27106031,"100,0"
46148350,..
49868916,"100,0"
74919147,"100,0"
78389879,"100,0"
44412461,"98,9"
96920524,"100,0"
70803636,"100,0"
23797825,"94,3"
10433896,"100,0"
49170638,"100,0"
25379974,..
18042101,"100,0"
70955448,"100,0"
92805465,"98,9"
61176909,"100,0"
21778322,"100,0"
31380193,..
62612992,"100,0"
16848652,"100,0"
15149235,"92,9"
24538846,"100,0"
67058407,"100,0"
98696836,"100,0"
49739986,"100,0"
92192566,"100,0"
65421426,"100,0"
72071234,"100,0"
65833454,..
28045567,"100,0"
38880984,"95,8"
18686599,"100,0"
47559319,"100,0"
20752831,"98,2"
51023367,..
52690153,..
93221031,..
18345915,"100,0"
71262305,..
97870412,"100,0"
82840198,"92,3"
41416934,..
21866405,"100,0"
42022406,"96,0"
25624692,..
64284020,"93,0"
40386043,"100,0"
26864271,..
75082798,"87,5"
23555409,"100,0"
30341162,..
72266906,"95,2"
15077883,..
48434184,..
56421429,"100,0"
56737496,..
24008049,"100,0"
36680097,..
59734510,..
19586169,..
95683850,"100,0"
89888648,"100,0"
36782335,"78,3"
37906565,"100,0"
90551279,"94,7"
69686851,"88,0"
90267145,..
85068812,..
16819383,"100,0"
79094701,"96,0"
11274830,"98,6"
35006050,"100,0"
88556189,..
97177328,"76,5"
72127035,..
22752398,"100,0"
71922787,..
81993306,"89,5"
16313848,"91,2"
11294673,..
28398531,..
79033948,"96,6"
69241230,..
80327946,"100,0"
86385479,"100,0"
99838438,"100,0"
42859669,"100,0"
92905347,..
99592025,"92,3"
30329172,"94,1"
47046103,..
19560192,..
98053087,"92,3"
46660042,"100,0"
44113417,"100,0"
39555838,..
82084961,"98,0"
46162400,"96,8"
12448823,..
18091973,..
40634612,"100,0"
69629086,"98,3"
31657916,..
42573391,..
29032715,"100,0"
19909435,"100,0"
85800840,"100,0"
27115998,"100,0"
41867682,"100,0"
39583059,"96,7"
38645259,..
63791419,"95,5"
46145886,"100,0"
84247499,"86,7"
48722826,"100,0"
53691739,"77,4"
60209222,"96,4"
78872213,"100,0"
51620045,"100,0"
56947954,"96,3"
72022487,"100,0"
70969556,..
28248021,..
74408578,"100,0"
86724994,"100,0"
39302565,"92,9"
74316305,"100,0"
72109637,..
97868185,..
77823650,"95,8"
76195214,..
70137084,"100,0"
69306209,"96,2"
80931789,"88,9"
90473340,..
26167236,..
63035915,"93,8"
12613085,"96,2"
66824652,"100,0"
32042066,"100,0"
92814975,"100,0"
69063711,..
77609073,..
68748767,..
52129378,"89,7"
61823258,..
68006362,"97,7"
86762103,..
68381790,..
13006857,"92,9"
16956086,"96,3"
58187973,..
88894245,..
67752682,"100,0"
44672598,"100,0"
22220001,"100,0"
16702464,..
36252055,"100,0"
72891848,..
32887559,"93,5"
43284031,"100,0"
13963517,..
26267406,..
31255918,"100,0"
51736304,..
53180719,"100,0"
27489137,"100,0"
37054246,"90,5"
62216381,"100,0"
88750078,"100,0"
22383788,"95,7"
81876614,..
75324351,..
61229217,"100,0"
41697930,"88,5"
17184072,..
77440824,"100,0"
14292382,"100,0"
87859089,..
16493131,"100,0"
24982097,..
68597767,..
30706655,"100,0"
38048202,"100,0"
87303004,..
97835550,..
26671095,"100,0"
42911621,"96,2"
15870428,"90,0"
26750052,"100,0"
81997762,"100,0"
79346084,"95,8"
14448619,"96,6"
94167577,"87,5"
21312503,"100,0"
33132452,"86,4"
15390992,"100,0"
38236800,"92,9"
95154882,..
65666808,"100,0"
93367005,"100,0"
16501673,..
79845033,"100,0"
41099519,..
59386837,..
17276047,"80,0"
48244956,"100,0"
70132092,"100,0"
27993549,"100,0"
90312942,"100,0"
37517404,..
29159460,"100,0"
43601850,"100,0"
86351879,"100,0"
74322969,..
90260899,..
31057219,"100,0"
27079521,"100,0"
96414537,..
95368476,..
76448076,"100,0"
91048178,"100,0"
76942525,..
61720981,"94,1"
82931004,"100,0"
33205596,"100,0"
60727136,..
33657492,"90,9"
93659517,"100,0"
57668673,"95,0"
91905819,..
54882637,..
36480690,..
52048443,"86,7"
69865450,..
37316242,"100,0"
50393060,..
59521477,"100,0"
54467211,"90,0"
59463950,"100,0"
63931325,"100,0"
75374280,..
50133877,"86,7"
34002355,..
18217765,..
96152872,"100,0"
10433896,"100,0"
43154449,"100,0"
96194948,..
68824244,"93,1"
90685868,"100,0"
39341381,..
28391147,"97,0"
31380193,..
90290154,..
92816527,"96,7"
94975733,"100,0"
77379848,..
13981977,..
67422309,..
82160887,..
23175129,"91,7"
29225010,"100,0"
24349146,"90,2"
85188855,..
39528347,"92,9"
32239920,"80,0"
80785976,"91,7"
21532545,..
56187883,"100,0"
51023367,"100,0"
52690153,..
61004230,"96,0"
23517336,"100,0"
48009865,..
82840198,..
19464342,..
43609520,"80,0"
42218661,"100,0"
42022406,"95,7"
56679384,"97,4"
69018222,"93,8"
64284020,..
97758137,"100,0"
40386043,"86,4"
33685428,"100,0"
34153869,..
75082798,"83,3"
23555409,..
30341162,"92,3"
19912478,"100,0"
58724424,..
95684185,"100,0"
93939982,..
55155562,..
24008049,"100,0"
54481243,"90,9"
36680097,..
25677996,"95,2"
31279294,..
36782335,"93,8"
21648755,"86,7"
69686851,..
54965510,"95,6"
25872338,..
10974852,..
85068812,.
78397312,"96,6"
36444853,"92,9"
61469192,"95,2"
79094701,"100,0"
71597051,"100,0"
53231578,"96,6"
91011325,"93,3"
97382366,"86,8"
10638939,..
69739484,"83,1"
92887917,"100,0"
68734112,..
44653962,..
47264019,"76,7"
20099064,"97,5"
16313848,"100,0"
79033948,"92,9"
68240485,"92,9"
95046058,"100,0"
44392995,"100,0"
99838438,"92,3"
30329172,"100,0"
76877530,..
38167912,..
77839100,..
55535552,.
92533079,"98,0"
92858957,"100,0"
82084961,..
50908408,"100,0"
18594470,"97,1"
72232853,"98,8"
18091973,..
36539945,..
40634612,"100,0"
66132676,"98,4"
64574972,"100,0"
48931433,..
85800840,"96,4"
68920727,"100,0"
27115998,..
79516949,"100,0"
96684210,"95,8"
23836342,"100,0"
81619482,"100,0"
39149668,.
48722826,..
73063662,"90,5"
43251309,"100,0"
67554405,..
94455820,..
78872213,..
56021320,"89,5"
64569393,..
86888278,..
57397381,"92,6"
44417214,..
49488344,"95,8"
57777751,..
38732602,"91,7"
86158933,"100,0"
75914181,..
84476205,"100,0"
24544503,"100,0"
86787111,"92,9"
97868185,"100,0"
70137084,..
23306658,..
11102578,"100,0"
94468610,"94,6"
90473340,"100,0"
64648904,"100,0"
75939593,"100,0"
51449748,"92,6"
28267726,"100,0"
71929526,"100,0"
71472793,"100,0"
69063711,..
35894996,..
65722876,"96,1"
49231191,"89,4"
13006857,"100,0"
16956086,..
88894245,..
44672598,..
99356671,..
29449669,"98,3"
91812793,"100,0"
14355031,"78,9"
46611859,"94,4"
65150019,"100,0"
47537928,"96,6"
44285075,"100,0"
68741484,..
72421673,..
15763669,..
18711877,"100,0"
61229217,..
70376604,"100,0"
40338843,..
16493131,"95,7"
83272868,"100,0"
16748680,"100,0"
92332557,"97,3"
78690637,"94,1"
90990441,..
49112879,"98,0"
43623146,..
18974693,"100,0"
28967085,..
33233228,..
94167577,"100,0"
27023528,"92,3"
97770837,..
29423248,"84,2"
33132452,..
17911161,..
35084976,..
77632411,"100,0"
53760158,"100,0"
78422467,"99,3"
75075402,"100,0"
46256929,"79,5"
83374651,"95,8"
30762346,..
15390992,"95,7"
85516596,..
95154882,..
24663703,..
28519815,"98,8"
65666808,..
24759907,"72,8"
35366805,"96,4"
89370947,"99,2"
64388538,"98,7"
17276047,..
48244956,"76,9"
43873969,"79,2"
19306558,"95,2"
45593337,..
25178582,"100,0"
70543431,"100,0"
56041144,"83,3"
90260899,..
33572033,"93,8"
95368476,"100,0"
76448076,"100,0"
28081446,"83,3"
21400668,"88,9"
92949043,"100,0"
31486865,"97,8"
97265732,"100,0"
50424828,"100,0"
11533776,"93,3"
99622695,..
51131594,"85,7"
89680395,"100,0"
53696633,"100,0"
27440210,"100,0"
62758285,"100,0"
57668673,..
63993414,..
49136871,..
53923398,"100,0"
74560191,..
36480690,"87,5"
24787883,..
52048443,..
43277545,"89,3"
66095163,"73,3"
54004368,"100,0"
31975673,..
99864908,..
49868916,"100,0"
44412461,"100,0"
49576295,..
45293715,"95,5"
77712952,..
10433896,"100,0"
43154449,..
46379730,"86,7"
46986216,"95,7"
16720048,"92,6"
31380193,..
85485803,"91,7"
88429477,..
98696836,"100,0"
49739986,"100,0"
29225010,"100,0"
56886667,"98,1"
62394916,..
67908927,"100,0"
18072172,..
11341077,"100,0"
77797484,"90,9"
80785976,"93,3"
21532545,"92,3"
51023367,..
43649848,"95,0"
74316305,"94,7"
84098842,"100,0"
17062663,"100,0"
71069359,"100,0"
48304166,"100,0"
92009807,"93,3"
93221031,..
17474377,"100,0"
55795961,..
84947634,"85,7"
68564903,"100,0"
18208087,"100,0"
41416934,"100,0"
21866405,"92,9"
25624692,..
25356960,"86,4"
98132436,.
40386043,"84,6"
44240250,"100,0"
75082798,..
91333138,"92,3"
12154972,"100,0"
15077883,..
48434184,..
19647256,..
93939982,..
55155562,"90,5"
24008049,"100,0"
59734510,..
19586169,..
24273261,..
89888648,..
90003262,..
36782335,..
67279303,"100,0"
21648755,"90,9"
90267145,..
61880907,"100,0"
88556189,"100,0"
72127035,..
70969714,"86,7"
31843016,..
29097621,"91,7"
16313848,"89,6"
86327236,..
86310217,"85,7"
69241230,..
80327946,"100,0"
70923626,..
92905347,..
30329172,"100,0"
47046103,"94,4"
17173461,..
19560192,..
98053087,..
46660042,"84,6"
38917647,..
98369689,"86,7"
17849518,..
40667807,..
69629086,"100,0"
31657916,..
46241804,"80,0"
29032715,"94,4"
19909435,..
85800840,"100,0"
39583059,"85,7"
38645259,..
39805497,"100,0"
83829189,"100,0"
84247499,"85,7"
97064126,..
48722826,"100,0"
71571158,"95,7"
73567152,"77,3"
84286698,"91,7"
23350817,..
87262566,"93,1"
56947954,"90,5"
72022487,"100,0"
70969556,..
86724994,"94,4"
39302565,"83,3"
61432781,"100,0"
14057258,..
81551726,..
52634142,"100,0"
76195214,..
70137084,"100,0"
92651253,..
26167236,..
28848709,"70,0"
49168016,"100,0"
28770304,"100,0"
17119840,"100,0"
61823258,..
86762103,..
76007769,"100,0"
88894245,..
47884009,..
75340089,..
36670439,"100,0"
72891848,..
83805032,"100,0"
31255918,"100,0"
35035671,"94,1"
53180719,..
17062663,"87,5"
88750078,"92,3"
85459854,"100,0"
61229217,..
93503103,"95,5"
14292382,..
87859089,..
16493131,"95,0"
48304166,..
27964873,"87,0"
30706655,..
78690637,..
24653673,"100,0"
87303004,"100,0"
97835550,..
22446331,"81,8"
40575001,"95,8"
76903284,"96,4"
81997762,..
42060237,..
89816391,"100,0"
38236800,..
85054102,"90,5"
87274273,"93,8"
16501673,..
26298615,"91,7"
50104466,..
59386837,"100,0"
73217812,..
16931486,..
13084253,"92,3"
82888663,"97,0"
11275959,"100,0"
27993549,"100,0"
90312942,"100,0"
19839859,..
29159460,..
43601850,..
14586562,..
74322969,..
90260899,"100,0"
31057219,"100,0"
27079521,..
34381901,"100,0"
95368476,..
84329061,..
71969230,..
91048178,..
10373112,..
65265211,..
19930101,"91,2"
33657492,..
53923398,"90,5"
69865450,..
37316242,..
20173336,..
49872493,..
39147056,"88,9"
85788659,..
95340745,..
59521477,"100,0"
54467211,"94,1"
82251333,..
63931325,"100,0"
75374280,"100,0"
46148350,..
50133877,"100,0"
90240730,"95,3"
84908877,..
34002355,..
18217765,..
92009807,"69,8"
90685868,..
56084099,"100,0"
39341381,..
29209307,"100,0"
92816527,"100,0"
15149235,..
77379848,..
34421265,"86,4"
18691102,..
70302356,"100,0"
24349146,"98,0"
83605345,..
47692481,..
85188855,..
85473846,"100,0"
98781765,"91,9"
56187883,..
51023367,..
52690153,..
93221031,"91,7"
61004230,..
71262305,..
68564903,"100,0"
89982804,"100,0"
74434644,"100,0"
18425335,"92,3"
23424275,..
34153869,..
75082798,"80,0"
27030026,"100,0"
15077883,..
39911065,..
56737496,"92,3"
87756916,"73,3"
19586169,..
24273261,..
59455288,"76,9"
25679488,..
35063170,..
36782335,"100,0"
37906565,..
21648755,"91,3"
49616977,"76,9"
72998905,..
69481650,"72,7"
12994441,..
30086854,"97,5"
38684438,"94,7"
73147554,"100,0"
35006050,"100,0"
10638939,..
71922787,..
44341171,"92,3"
32671805,..
79606767,"89,5"
11294673,..
86327236,"100,0"
28398531,"100,0"
54172830,..
56330385,..
42859669,..
92905347,..
47550455,"85,7"
17173461,..
98053087,"85,2"
92858957,"100,0"
44113417,..
18881773,..
94570025,"100,0"
54606928,"87,5"
42573391,..
97270136,..
30530571,..
40829056,..
38645259,..
87207941,..
11673760,"100,0"
38400227,"78,6"
27041885,..
97064126,..
67554405,"85,7"
86473502,..
98239050,"100,0"
94455820,..
78872213,"92,9"
23350817,..
87262566,..
41844601,"81,8"
23457902,..
57397381,"84,2"
72022487,..
28248021,..
44417214,"91,7"
49488344,"88,2"
14102256,"100,0"
43313366,"100,0"
37550979,..
76195214,"100,0"
60214465,"100,0"
11102578,"91,7"
84098842,"100,0"
63035915,"45,8"
26324896,"93,8"
50821167,..
77609073,"100,0"
68748767,..
25596917,"100,0"
20984584,..
25648215,..
11608031,..
86762103,..
68381790,..
16956086,..
22220001,..
15100079,..
16702464,..
72891848,..
69471748,"81,3"
99976753,..
14278480,"88,2"
51955293,"100,0"
12130801,..
53180719,..
68741484,"100,0"
41555549,..
75324351,..
28025244,..
40338843,..
16493131,"100,0"
48304166,"92,3"
24982097,..
68597767,..
30706655,..
78690637,"100,0"
87303004,..
14504503,..
77544055,"100,0"
76903284,..
15870428,"100,0"
81997762,..
42060237,..
14448619,..
27023528,..
33132452,"100,0"
56942970,..
97510495,"100,0"
15278518,"97,8"
38236800,..
24759907,..
16501673,"100,0"
79845033,..
41099519,"88,2"
59386837,..
55825382,..
59942080,..
90312942,..
14586562,..
27079521,..
34381901,..
96414537,..
14853321,"83,3"
86488203,"100,0"
92818240,"82,1"
71969230,..
76942525,..
50424828,"95,0"
12075195,"100,0"
65265211,..
33657492,"86,4"
61175914,..
57668673,..
69040241,"100,0"
53923398,"81,8"
47844862,"96,3"
69865450,"92,9"
90509211,"81,8"
37316242,..
50393060,..
85788659,..
54599691,"94,7"
27106031,"88,2"
63931325,..
57391913,"100,0"
46148350,..
96920524,..
70803636,"100,0"
23797825,"95,2"
90685868,"100,0"
80711021,"93,8"
39341381,..
31380193,..
25847233,"100,0"
16848652,..
36886750,"91,7"
67058407,"100,0"
98696836,"95,2"
64648566,"90,9"
83605345,..
15933512,"100,0"
47692481,"78,6"
85188855,..
85473846,"100,0"
53279140,"84,6"
51023367,..
52690153,..
17474377,..
18425335,"88,9"
19150273,"100,0"
64284020,..
23555409,..
73255276,..
58724424,..
31429031,..
87756916,"91,3"
59734510,..
19586169,..
31279294,..
11111710,"95,8"
90551279,"92,3"
69686851,"100,0"
59396229,"83,3"
85068812,..
36444853,"96,6"
65752105,..
10638939,..
88556189,..
44653962,"100,0"
87764775,..
66335258,"100,0"
44392995,"88,5"
80327946,..
42859669,..
92905347,..
19560192,..
56529916,"90,9"
12279302,"84,2"
17849518,..
77688926,"93,8"
37358234,..
42573391,..
97270136,"100,0"
30530571,..
96024712,"100,0"
40829056,..
39583059,"97,4"
46145886,..
48722826,..
97596286,"100,0"
67554405,"100,0"
86473502,..
64569393,"83,3"
87262566,..
23457902,..
44417214,..
86158933,"100,0"
36072799,"88,5"
81551726,..
76195214,..
23306658,..
17944628,"92,9"
26167236,"88,2"
64648904,"93,8"
53896162,"100,0"
11185244,"87,0"
69063711,..
35894996,"95,7"
68748767,"90,9"
20984584,.
31155312,"83,3"
61823258,"100,0"
79994304,..
11608031,..
67752682,"100,0"
91812793,"90,9"
14355031,"78,6"
72891848,..
25745773,..
14278480,"94,7"
28023078,"96,9"
13963517,..
51736304,..
53180719,"94,7"
72421673,..
41878314,..
18711877,..
90990441,..
42911621,"100,0"
26508763,"95,7"
14504503,..
81997762,..
34222422,..
84230226,..
94167577,..
33132452,..
63943560,"75,0"
85516596,"84,2"
38236800,..
59026584,"100,0"
65666808,"93,2"
80357110,"87,0"
16501673,..
73217812,"60,7"
36769815,"100,0"
65034473,..
29159460,..
14586562,..
95368476,..
86488203,..
25156286,"100,0"
71969230,..
91048178,..
76942525,..
50424828,..
60727136,..
45132264,"75,0"
73316818,"100,0"
91905819,..
36480690,"90,9"
24787883,"87,5"
69865450,..
31112935,..
49872493,..
92442684,..
82251333,..
84908877,..
24277564,..
96152872,..
44738639,"87,5"
96194948,"81,8"
25955541,"92,3"
90685868,..
80711021,"100,0"
31380193,..
90290154,..
92816527,..
98696836,..
64648566,..
18691102,..
15933512,"97,6"
47692481,..
85188855,..
85473846,"90,9"
53279140,..
80785976,..
56187883,"88,9"
71262305,..
19464342,..
23424275,"100,0"
88573795,"100,0"
73255276,"100,0"
58724424,..
31429031,"94,4"
25679488,..
36782335,..
21648755,"100,0"
69481650,"87,5"
95165649,"97,2"
12994441,.
10638939,..
44341171,"93,8"
32671805,..
28398531,"100,0"
80327946,"90,0"
70923626,..
47550455,"80,0"
38167912,..
80686587,"100,0"
62439199,"95,0"
19741742,..
30530571,..
11673760,"100,0"
38400227,"100,0"
83829189,..
97064126,.
62104139,"100,0"
41844601,"100,0"
70969556,..
44417214,..
14102256,"100,0"
54839753,..
26167236,"85,7"
63035915,"87,0"
77609073,"100,0"
68748767,..
20984584,.
11608031,..
68381790,"100,0"
75340089,..
91812793,"87,5"
72891848,..
22426680,"92,3"
53180719,..
60424371,"100,0"
41555549,..
78690637,"89,5"
87303004,..
26508763,"100,0"
76903284,"100,0"
81997762,..
14448619,..
27023528,"96,7"
38236800,..
30677562,"90,4"
55825382,..
92949043,"100,0"
84329061,..
91048178,..
76942525,..
16496466,..
69865450,..
37316242,"96,8"
28646435,"84,0"
92442684,..
84908877,..
14799321,..
56041699,..
80711021,"100,0"
15149235,..
15791044,..
15933512,"100,0"
47692481,..
85188855,..
53279140,"94,1"
68229719,..
65192707,"100,0"
30538202,"100,0"
40386043,"100,0"
34153869,..
51138448,..
25720752,"100,0"
31533003,"100,0"
36782335,..
54965510,"100,0"
69983740,..
70066748,"100,0"
68734112,..
53462953,..
30468157,..
96684210,"100,0"
40766349,..
31199511,..
11102578,..
17944628,"100,0"
75939593,"100,0"
56639389,"100,0"
69063711,..
65722876,"100,0"
31822012,"100,0"
58544422,"100,0"
12130801,..
78690637,"100,0"
30279258,"95,8"
26996566,..
94167577,..
41938272,"100,0"
49068301,..
88839172,"100,0"
88955893,"96,6"
42775003,"100,0"
32071849,..
90076461,"83,3"
31486865,..
63993414,..
32995170,"100,0"
32550660,"100,0"
49868916,..
74919147,..
36355200,..
88025221,"100,0"
46986216,"100,0"
65392939,..
56886667,"100,0"
77797484,"92,3"
47559319,..
93221031,..
71262305,..
97870412,"78,6"
18208087,..
83474173,..
88445871,..
64284020,"93,8"
98132436,..
88259298,..
17846181,..
16950252,"100,0"
48434184,..
56421429,..
17008320,..
56737496,..
55155562,..
95683850,"100,0"
35063170,.
67279303,"100,0"
90267145,..
16819383,"100,0"
53660780,"95,2"
51321260,"95,2"
58502307,"100,0"
70969714,..
81993306,"100,0"
16313848,..
54172830,..
86385479,..
92905347,..
47550455,"95,2"
20620556,..
17173461,..
46660042,..
46162400,..
18091973,..
19909435,"100,0"
30530571,..
38645259,..
39805497,..
83829189,"88,5"
48722826,..
60209222,"90,9"
84286698,..
87262566,..
56947954,"100,0"
72022487,"100,0"
74316305,..
72109637,..
81551726,..
82002016,..
23306658,"100,0"
69306209,"100,0"
12954099,..
26167236,..
66824652,..
49168016,..
92814975,..
25648215,..
13006857,"100,0"
16956086,..
47884009,..
55421481,..
16702464,..
32887559,..
15609112,..
39199869,..
88750078,..
41555549,..
81876614,..
67071618,"100,0"
75324351,.
58929357,"100,0"
93503103,"95,5"
17184072,..
77440824,..
16493131,"100,0"
41119610,"100,0"
97835550,..
42911621,"100,0"
75027822,"100,0"
21850904,"100,0"
12546590,"100,0"
18451445,..
59386837,..
16931486,.
70132092,..
66273269,"92,9"
37912396,..
90312942,..
19839859,..
67628478,..
86351879,"91,7"
69302313,..
31057219,..
64579522,.
34381901,"100,0"
96414537,..
95368476,..
31537066,..
84329061,"95,7"
65265211,..
71938440,"100,0"
33657492,..
27859889,"92,3"
69865450,..
49872493,..
95340745,..
59521477,..
54467211,"100,0"
59463950,"100,0"
75374280,..
46148350,..
60919765,..
96152872,"100,0"
68824244,..
56084099,..
39341381,..
94975733,..
56802300,..
77379848,..
13981977,..
34421265,..
23175129,..
18691102,..
47692481,..
20768651,..
98781765,..
95069937,"100,0"
