program,provnamn,skol_kod,andel_c
vård- och omsorgsprogrammet,svenska 1,31429031,..
restaurang- och livsmedelsprogrammet,svenska 1,16361868,.
fordons- och transportprogrammet,svenska 1,24008049,..
el- och energiprogrammet,svenska 1,36680097,.
handels- och administrationsprogrammet,svenska 1,87756916,..
hantverksprogrammet,svenska 1,87756916,"33,3"
bygg- och anläggningsprogrammet,svenska 1,59734510,.
el- och energiprogrammet,svenska 1,59734510,..
fordons- och transportprogrammet,svenska 1,59734510,.
hantverksprogrammet,svenska 1,59734510,..
naturbruksprogrammet,svenska 1,59734510,..
vvs- och fastighetsprogrammet,svenska 1,59734510,..
barn- och fritidsprogrammet,svenska 1,19586169,..
bygg- och anläggningsprogrammet,svenska 1,19586169,..
el- och energiprogrammet,svenska 1,19586169,..
fordons- och transportprogrammet,svenska 1,19586169,..
handels- och administrationsprogrammet,svenska 1,19586169,..
hantverksprogrammet,svenska 1,19586169,..
vård- och omsorgsprogrammet,svenska 1,19586169,..
barn- och fritidsprogrammet,svenska 1,24273261,.
bygg- och anläggningsprogrammet,svenska 1,24273261,..
fordons- och transportprogrammet,svenska 1,24273261,..
handels- och administrationsprogrammet,svenska 1,24273261,..
industritekniska programmet,svenska 1,24273261,..
el- och energiprogrammet,svenska 1,95683850,..
industritekniska programmet,svenska 1,95683850,..
vård- och omsorgsprogrammet,svenska 1,95683850,..
barn- och fritidsprogrammet,svenska 1,59455288,..
bygg- och anläggningsprogrammet,svenska 1,59455288,..
handels- och administrationsprogrammet,svenska 1,59455288,..
naturbruksprogrammet,svenska 1,59455288,..
vård- och omsorgsprogrammet,svenska 1,59455288,..
naturbruksprogrammet,svenska 1,82163292,"19,7"
handels- och administrationsprogrammet,svenska 1,25679488,.
restaurang- och livsmedelsprogrammet,svenska 1,25679488,.
barn- och fritidsprogrammet,svenska 1,25677996,..
vård- och omsorgsprogrammet,svenska 1,25677996,..
bygg- och anläggningsprogrammet,svenska 1,89888648,.
el- och energiprogrammet,svenska 1,89888648,..
vvs- och fastighetsprogrammet,svenska 1,89888648,..
fordons- och transportprogrammet,svenska 1,90003262,.
naturbruksprogrammet,svenska 1,88163512,"10,9"
industritekniska programmet,svenska 1,35063170,.
barn- och fritidsprogrammet,svenska 1,31279294,.
hantverksprogrammet,svenska 1,31279294,..
restaurang- och livsmedelsprogrammet,svenska 1,31279294,..
barn- och fritidsprogrammet,svenska 1,36782335,..
bygg- och anläggningsprogrammet,svenska 1,36782335,.
el- och energiprogrammet,svenska 1,36782335,..
fordons- och transportprogrammet,svenska 1,36782335,..
handels- och administrationsprogrammet,svenska 1,36782335,..
hotell- och turismprogrammet,svenska 1,36782335,.
naturbruksprogrammet,svenska 1,36782335,..
restaurang- och livsmedelsprogrammet,svenska 1,36782335,..
sjöfartsutbildningen,svenska 1,36782335,..
vvs- och fastighetsprogrammet,svenska 1,36782335,..
vård- och omsorgsprogrammet,svenska 1,36782335,..
bygg- och anläggningsprogrammet,svenska 1,20666515,..
vvs- och fastighetsprogrammet,svenska 1,20666515,.
el- och energiprogrammet,svenska 1,37906565,..
handels- och administrationsprogrammet,svenska 1,37906565,..
vård- och omsorgsprogrammet,svenska 1,37906565,..
fordons- och transportprogrammet,svenska 1,67279303,..
industritekniska programmet,svenska 1,67279303,.
fordons- och transportprogrammet,svenska 1,21648755,.
handels- och administrationsprogrammet,svenska 1,21648755,.
hantverksprogrammet,svenska 1,11111710,"21,4"
barn- och fritidsprogrammet,svenska 1,90551279,..
bygg- och anläggningsprogrammet,svenska 1,90551279,..
el- och energiprogrammet,svenska 1,90551279,..
hantverksprogrammet,svenska 1,90551279,..
industritekniska programmet,svenska 1,90551279,..
restaurang- och livsmedelsprogrammet,svenska 1,90551279,..
vvs- och fastighetsprogrammet,svenska 1,90551279,..
vård- och omsorgsprogrammet,svenska 1,90551279,..
barn- och fritidsprogrammet,svenska 1,93062368,..
bygg- och anläggningsprogrammet,svenska 1,93062368,..
restaurang- och livsmedelsprogrammet,svenska 1,93062368,..
vvs- och fastighetsprogrammet,svenska 1,93062368,..
el- och energiprogrammet,svenska 1,69686851,..
hantverksprogrammet,svenska 1,69686851,"14,9"
naturbruksprogrammet,svenska 1,69686851,"46,2"
handels- och administrationsprogrammet,svenska 1,49616977,..
handels- och administrationsprogrammet,svenska 1,72998905,..
handels- och administrationsprogrammet,svenska 1,69481650,..
hotell- och turismprogrammet,svenska 1,69481650,..
bygg- och anläggningsprogrammet,svenska 1,88153340,.
bygg- och anläggningsprogrammet,svenska 1,94353434,..
hantverksprogrammet,svenska 1,59396229,..
hotell- och turismprogrammet,svenska 1,95165649,..
naturbruksprogrammet,svenska 1,95165649,..
barn- och fritidsprogrammet,svenska 1,69626109,..
el- och energiprogrammet,svenska 1,85068812,.
hantverksprogrammet,svenska 1,36444853,..
restaurang- och livsmedelsprogrammet,svenska 1,15414001,..
industritekniska programmet,svenska 1,16819383,..
handels- och administrationsprogrammet,svenska 1,12994441,..
industritekniska programmet,svenska 1,53660780,..
handels- och administrationsprogrammet,svenska 1,30086854,..
el- och energiprogrammet,svenska 1,79094701,..
handels- och administrationsprogrammet,svenska 1,38684438,.
vård- och omsorgsprogrammet,svenska 1,35647481,"22,2"
handels- och administrationsprogrammet,svenska 1,73147554,"29,4"
hantverksprogrammet,svenska 1,65752105,..
fordons- och transportprogrammet,svenska 1,61880907,..
el- och energiprogrammet,svenska 1,35006050,.
handels- och administrationsprogrammet,svenska 1,35006050,..
bygg- och anläggningsprogrammet,svenska 1,88886610,..
barn- och fritidsprogrammet,svenska 1,10638939,..
handels- och administrationsprogrammet,svenska 1,10638939,.
hantverksprogrammet,svenska 1,10638939,..
hotell- och turismprogrammet,svenska 1,10638939,..
bygg- och anläggningsprogrammet,svenska 1,88556189,.
el- och energiprogrammet,svenska 1,88556189,.
fordons- och transportprogrammet,svenska 1,88556189,..
hantverksprogrammet,svenska 1,88556189,..
industritekniska programmet,svenska 1,88556189,..
vvs- och fastighetsprogrammet,svenska 1,88556189,..
vård- och omsorgsprogrammet,svenska 1,88556189,.
naturbruksprogrammet,svenska 1,35236491,"27,6"
el- och energiprogrammet,svenska 1,34831349,..
bygg- och anläggningsprogrammet,svenska 1,63511898,..
el- och energiprogrammet,svenska 1,63511898,..
fordons- och transportprogrammet,svenska 1,63511898,..
handels- och administrationsprogrammet,svenska 1,63511898,..
hantverksprogrammet,svenska 1,63511898,..
hotell- och turismprogrammet,svenska 1,63511898,..
vvs- och fastighetsprogrammet,svenska 1,63511898,..
vård- och omsorgsprogrammet,svenska 1,63511898,..
barn- och fritidsprogrammet,svenska 1,72127035,..
bygg- och anläggningsprogrammet,svenska 1,72127035,..
el- och energiprogrammet,svenska 1,72127035,.
fordons- och transportprogrammet,svenska 1,72127035,..
industritekniska programmet,svenska 1,72127035,..
vård- och omsorgsprogrammet,svenska 1,72127035,..
fordons- och transportprogrammet,svenska 1,70969714,.
industritekniska programmet,svenska 1,70969714,..
restaurang- och livsmedelsprogrammet,svenska 1,70969714,..
barn- och fritidsprogrammet,svenska 1,85003442,.
vård- och omsorgsprogrammet,svenska 1,85003442,..
bygg- och anläggningsprogrammet,svenska 1,22752398,..
el- och energiprogrammet,svenska 1,22752398,..
handels- och administrationsprogrammet,svenska 1,71922787,.
restaurang- och livsmedelsprogrammet,svenska 1,74148070,..
naturbruksprogrammet,svenska 1,50696507,"32,3"
hantverksprogrammet,svenska 1,44653962,"40,0"
vård- och omsorgsprogrammet,svenska 1,44653962,..
el- och energiprogrammet,svenska 1,81993306,"31,3"
industritekniska programmet,svenska 1,81993306,..
bygg- och anläggningsprogrammet,svenska 1,29097621,..
fordons- och transportprogrammet,svenska 1,29097621,..
bygg- och anläggningsprogrammet,svenska 1,87764775,.
fordons- och transportprogrammet,svenska 1,87764775,.
hantverksprogrammet,svenska 1,87764775,..
vvs- och fastighetsprogrammet,svenska 1,87764775,..
vård- och omsorgsprogrammet,svenska 1,87764775,..
vård- och omsorgsprogrammet,svenska 1,48438396,.
barn- och fritidsprogrammet,svenska 1,98052678,..
handels- och administrationsprogrammet,svenska 1,44341171,..
hotell- och turismprogrammet,svenska 1,44341171,..
barn- och fritidsprogrammet,svenska 1,32671805,.
handels- och administrationsprogrammet,svenska 1,32671805,..
hantverksprogrammet,svenska 1,32671805,..
hotell- och turismprogrammet,svenska 1,32671805,..
industritekniska programmet,svenska 1,32671805,..
restaurang- och livsmedelsprogrammet,svenska 1,32671805,"26,1"
vård- och omsorgsprogrammet,svenska 1,32671805,..
naturbruksprogrammet,svenska 1,38448056,"18,9"
barn- och fritidsprogrammet,svenska 1,16313848,..
bygg- och anläggningsprogrammet,svenska 1,16313848,..
el- och energiprogrammet,svenska 1,16313848,"32,1"
fordons- och transportprogrammet,svenska 1,16313848,..
industritekniska programmet,svenska 1,16313848,..
vvs- och fastighetsprogrammet,svenska 1,16313848,..
vård- och omsorgsprogrammet,svenska 1,16313848,"15,6"
handels- och administrationsprogrammet,svenska 1,79606767,.
bygg- och anläggningsprogrammet,svenska 1,11294673,..
el- och energiprogrammet,svenska 1,11294673,..
handels- och administrationsprogrammet,svenska 1,11294673,..
vård- och omsorgsprogrammet,svenska 1,11294673,..
barn- och fritidsprogrammet,svenska 1,86327236,.
bygg- och anläggningsprogrammet,svenska 1,86327236,..
fordons- och transportprogrammet,svenska 1,86327236,.
handels- och administrationsprogrammet,svenska 1,86327236,..
industritekniska programmet,svenska 1,86327236,..
handels- och administrationsprogrammet,svenska 1,28398531,..
hotell- och turismprogrammet,svenska 1,28398531,..
hantverksprogrammet,svenska 1,66335258,..
vård- och omsorgsprogrammet,svenska 1,66335258,..
barn- och fritidsprogrammet,svenska 1,54172830,..
industritekniska programmet,svenska 1,54172830,..
fordons- och transportprogrammet,svenska 1,86310217,..
barn- och fritidsprogrammet,svenska 1,77352223,.
bygg- och anläggningsprogrammet,svenska 1,77352223,..
el- och energiprogrammet,svenska 1,77352223,..
fordons- och transportprogrammet,svenska 1,77352223,..
handels- och administrationsprogrammet,svenska 1,77352223,.
hantverksprogrammet,svenska 1,77352223,..
hotell- och turismprogrammet,svenska 1,77352223,..
restaurang- och livsmedelsprogrammet,svenska 1,77352223,..
vvs- och fastighetsprogrammet,svenska 1,77352223,.
vård- och omsorgsprogrammet,svenska 1,77352223,..
naturbruksprogrammet,svenska 1,83085136,"39,5"
barn- och fritidsprogrammet,svenska 1,75458014,..
restaurang- och livsmedelsprogrammet,svenska 1,65136104,..
vvs- och fastighetsprogrammet,svenska 1,65136104,..
el- och energiprogrammet,svenska 1,79033948,"18,4"
hantverksprogrammet,svenska 1,44392995,..
bygg- och anläggningsprogrammet,svenska 1,69241230,.
el- och energiprogrammet,svenska 1,69241230,..
fordons- och transportprogrammet,svenska 1,69241230,..
hantverksprogrammet,svenska 1,69241230,..
industritekniska programmet,svenska 1,69241230,..
vvs- och fastighetsprogrammet,svenska 1,69241230,.
bygg- och anläggningsprogrammet,svenska 1,80327946,.
el- och energiprogrammet,svenska 1,80327946,"12,8"
fordons- och transportprogrammet,svenska 1,80327946,"31,3"
hantverksprogrammet,svenska 1,80327946,..
hotell- och turismprogrammet,svenska 1,80327946,..
restaurang- och livsmedelsprogrammet,svenska 1,80327946,"20,7"
vvs- och fastighetsprogrammet,svenska 1,80327946,..
vård- och omsorgsprogrammet,svenska 1,78875918,..
barn- och fritidsprogrammet,svenska 1,78023197,..
vård- och omsorgsprogrammet,svenska 1,78023197,"30,0"
bygg- och anläggningsprogrammet,svenska 1,86385479,..
el- och energiprogrammet,svenska 1,86385479,..
industritekniska programmet,svenska 1,86385479,..
restaurang- och livsmedelsprogrammet,svenska 1,86385479,.
vvs- och fastighetsprogrammet,svenska 1,86385479,.
el- och energiprogrammet,svenska 1,99838438,..
el- och energiprogrammet,svenska 1,42859669,..
handels- och administrationsprogrammet,svenska 1,42859669,..
hantverksprogrammet,svenska 1,42859669,..
vvs- och fastighetsprogrammet,svenska 1,42859669,..
barn- och fritidsprogrammet,svenska 1,70923626,..
bygg- och anläggningsprogrammet,svenska 1,70923626,..
fordons- och transportprogrammet,svenska 1,70923626,.
hotell- och turismprogrammet,svenska 1,70923626,.
restaurang- och livsmedelsprogrammet,svenska 1,70923626,..
vård- och omsorgsprogrammet,svenska 1,70923626,..
bygg- och anläggningsprogrammet,svenska 1,92905347,..
el- och energiprogrammet,svenska 1,92905347,..
fordons- och transportprogrammet,svenska 1,92905347,..
handels- och administrationsprogrammet,svenska 1,92905347,.
hantverksprogrammet,svenska 1,92905347,..
industritekniska programmet,svenska 1,92905347,..
vvs- och fastighetsprogrammet,svenska 1,92905347,.
vård- och omsorgsprogrammet,svenska 1,92905347,..
el- och energiprogrammet,svenska 1,99592025,.
vård- och omsorgsprogrammet,svenska 1,34247736,"38,1"
bygg- och anläggningsprogrammet,svenska 1,47550455,..
handels- och administrationsprogrammet,svenska 1,47550455,..
hotell- och turismprogrammet,svenska 1,47550455,..
industritekniska programmet,svenska 1,47550455,..
restaurang- och livsmedelsprogrammet,svenska 1,47550455,..
el- och energiprogrammet,svenska 1,30329172,..
fordons- och transportprogrammet,svenska 1,30329172,..
vvs- och fastighetsprogrammet,svenska 1,30329172,..
barn- och fritidsprogrammet,svenska 1,76877530,..
industritekniska programmet,svenska 1,20620556,..
restaurang- och livsmedelsprogrammet,svenska 1,20620556,..
fordons- och transportprogrammet,svenska 1,17173461,.
handels- och administrationsprogrammet,svenska 1,17173461,..
industritekniska programmet,svenska 1,17173461,..
barn- och fritidsprogrammet,svenska 1,19560192,.
bygg- och anläggningsprogrammet,svenska 1,19560192,..
el- och energiprogrammet,svenska 1,19560192,..
fordons- och transportprogrammet,svenska 1,19560192,..
handels- och administrationsprogrammet,svenska 1,19560192,..
hantverksprogrammet,svenska 1,19560192,..
restaurang- och livsmedelsprogrammet,svenska 1,19560192,..
sjöfartsutbildningen,svenska 1,19560192,..
vvs- och fastighetsprogrammet,svenska 1,19560192,..
vård- och omsorgsprogrammet,svenska 1,19560192,"71,4"
barn- och fritidsprogrammet,svenska 1,98053087,..
el- och energiprogrammet,svenska 1,98053087,..
handels- och administrationsprogrammet,svenska 1,98053087,..
handels- och administrationsprogrammet,svenska 1,92858957,..
barn- och fritidsprogrammet,svenska 1,46660042,..
bygg- och anläggningsprogrammet,svenska 1,46660042,.
el- och energiprogrammet,svenska 1,46660042,"28,6"
fordons- och transportprogrammet,svenska 1,46660042,..
industritekniska programmet,svenska 1,46660042,..
restaurang- och livsmedelsprogrammet,svenska 1,46660042,..
vård- och omsorgsprogrammet,svenska 1,46660042,..
el- och energiprogrammet,svenska 1,44113417,..
bygg- och anläggningsprogrammet,svenska 1,38917647,..
fordons- och transportprogrammet,svenska 1,38917647,..
el- och energiprogrammet,svenska 1,39555838,.
vård- och omsorgsprogrammet,svenska 1,39555838,..
barn- och fritidsprogrammet,svenska 1,85214294,..
vård- och omsorgsprogrammet,svenska 1,85214294,..
bygg- och anläggningsprogrammet,svenska 1,82084961,..
el- och energiprogrammet,svenska 1,82084961,..
vvs- och fastighetsprogrammet,svenska 1,82084961,.
el- och energiprogrammet,svenska 1,46162400,..
industritekniska programmet,svenska 1,46162400,.
fordons- och transportprogrammet,svenska 1,98369689,..
bygg- och anläggningsprogrammet,svenska 1,56529916,"6,2"
hantverksprogrammet,svenska 1,56529916,.
restaurang- och livsmedelsprogrammet,svenska 1,40810950,..
vvs- och fastighetsprogrammet,svenska 1,73829818,..
handels- och administrationsprogrammet,svenska 1,18881773,..
bygg- och anläggningsprogrammet,svenska 1,17849518,..
fordons- och transportprogrammet,svenska 1,17849518,..
restaurang- och livsmedelsprogrammet,svenska 1,17849518,..
handels- och administrationsprogrammet,svenska 1,94570025,"18,0"
barn- och fritidsprogrammet,svenska 1,91984508,..
naturbruksprogrammet,svenska 1,78659008,"31,7"
barn- och fritidsprogrammet,svenska 1,12448823,..
el- och energiprogrammet,svenska 1,12448823,.
barn- och fritidsprogrammet,svenska 1,40667807,..
fordons- och transportprogrammet,svenska 1,40667807,.
vård- och omsorgsprogrammet,svenska 1,40667807,.
bygg- och anläggningsprogrammet,svenska 1,18091973,..
el- och energiprogrammet,svenska 1,18091973,..
industritekniska programmet,svenska 1,18091973,..
naturbruksprogrammet,svenska 1,18091973,..
barn- och fritidsprogrammet,svenska 1,40634612,.
el- och energiprogrammet,svenska 1,40634612,..
hotell- och turismprogrammet,svenska 1,62439199,..
restaurang- och livsmedelsprogrammet,svenska 1,66132676,"17,2"
barn- och fritidsprogrammet,svenska 1,80762863,..
vård- och omsorgsprogrammet,svenska 1,80762863,..
hantverksprogrammet,svenska 1,77688926,..
vvs- och fastighetsprogrammet,svenska 1,14508922,..
bygg- och anläggningsprogrammet,svenska 1,69629086,"14,7"
el- och energiprogrammet,svenska 1,69629086,..
fordons- och transportprogrammet,svenska 1,69629086,.
naturbruksprogrammet,svenska 1,88624631,"30,0"
naturbruksprogrammet,svenska 1,35390185,.
hantverksprogrammet,svenska 1,37358234,..
barn- och fritidsprogrammet,svenska 1,31657916,..
bygg- och anläggningsprogrammet,svenska 1,31657916,..
el- och energiprogrammet,svenska 1,31657916,..
fordons- och transportprogrammet,svenska 1,31657916,..
handels- och administrationsprogrammet,svenska 1,31657916,..
sjöfartsutbildningen,svenska 1,31657916,..
vård- och omsorgsprogrammet,svenska 1,31657916,..
handels- och administrationsprogrammet,svenska 1,54606928,..
fordons- och transportprogrammet,svenska 1,46241804,..
el- och energiprogrammet,svenska 1,42573391,..
handels- och administrationsprogrammet,svenska 1,42573391,..
hantverksprogrammet,svenska 1,42573391,..
barn- och fritidsprogrammet,svenska 1,64574972,.
vård- och omsorgsprogrammet,svenska 1,64574972,..
bygg- och anläggningsprogrammet,svenska 1,19741742,..
hotell- och turismprogrammet,svenska 1,19741742,..
restaurang- och livsmedelsprogrammet,svenska 1,19741742,.
vvs- och fastighetsprogrammet,svenska 1,19741742,..
el- och energiprogrammet,svenska 1,29032715,..
fordons- och transportprogrammet,svenska 1,29032715,..
vård- och omsorgsprogrammet,svenska 1,48931433,..
handels- och administrationsprogrammet,svenska 1,97270136,.
hantverksprogrammet,svenska 1,97270136,"45,5"
restaurang- och livsmedelsprogrammet,svenska 1,97270136,.
el- och energiprogrammet,svenska 1,19909435,"37,5"
fordons- och transportprogrammet,svenska 1,19909435,..
vvs- och fastighetsprogrammet,svenska 1,19909435,.
barn- och fritidsprogrammet,svenska 1,30530571,..
handels- och administrationsprogrammet,svenska 1,30530571,.
hantverksprogrammet,svenska 1,30530571,..
hotell- och turismprogrammet,svenska 1,30530571,..
industritekniska programmet,svenska 1,30530571,.
restaurang- och livsmedelsprogrammet,svenska 1,30530571,..
barn- och fritidsprogrammet,svenska 1,96024712,..
hantverksprogrammet,svenska 1,96024712,.
vård- och omsorgsprogrammet,svenska 1,96024712,..
bygg- och anläggningsprogrammet,svenska 1,40829056,..
fordons- och transportprogrammet,svenska 1,40829056,..
handels- och administrationsprogrammet,svenska 1,40829056,..
hantverksprogrammet,svenska 1,40829056,..
naturbruksprogrammet,svenska 1,40829056,..
bygg- och anläggningsprogrammet,svenska 1,85800840,..
el- och energiprogrammet,svenska 1,85800840,..
fordons- och transportprogrammet,svenska 1,85800840,..
vvs- och fastighetsprogrammet,svenska 1,85800840,..
barn- och fritidsprogrammet,svenska 1,27115998,"24,0"
el- och energiprogrammet,svenska 1,27115998,"45,8"
el- och energiprogrammet,svenska 1,41867682,..
naturbruksprogrammet,svenska 1,65662401,"19,3"
barn- och fritidsprogrammet,svenska 1,39583059,..
bygg- och anläggningsprogrammet,svenska 1,39583059,"29,6"
el- och energiprogrammet,svenska 1,39583059,..
fordons- och transportprogrammet,svenska 1,39583059,..
hantverksprogrammet,svenska 1,39583059,..
vvs- och fastighetsprogrammet,svenska 1,39583059,.
barn- och fritidsprogrammet,svenska 1,38645259,"45,5"
bygg- och anläggningsprogrammet,svenska 1,38645259,..
el- och energiprogrammet,svenska 1,38645259,.
fordons- och transportprogrammet,svenska 1,38645259,..
handels- och administrationsprogrammet,svenska 1,38645259,..
industritekniska programmet,svenska 1,38645259,..
vvs- och fastighetsprogrammet,svenska 1,38645259,..
vård- och omsorgsprogrammet,svenska 1,38645259,.
handels- och administrationsprogrammet,svenska 1,87207941,"26,1"
handels- och administrationsprogrammet,svenska 1,11673760,..
hotell- och turismprogrammet,svenska 1,11673760,..
restaurang- och livsmedelsprogrammet,svenska 1,11673760,"25,0"
vård- och omsorgsprogrammet,svenska 1,11673760,..
el- och energiprogrammet,svenska 1,63791419,..
vård- och omsorgsprogrammet,svenska 1,63791419,..
bygg- och anläggningsprogrammet,svenska 1,39805497,..
fordons- och transportprogrammet,svenska 1,39805497,..
industritekniska programmet,svenska 1,39805497,..
handels- och administrationsprogrammet,svenska 1,38400227,..
hotell- och turismprogrammet,svenska 1,38400227,..
restaurang- och livsmedelsprogrammet,svenska 1,38400227,.
vvs- och fastighetsprogrammet,svenska 1,38400227,..
fordons- och transportprogrammet,svenska 1,83829189,..
hotell- och turismprogrammet,svenska 1,83829189,..
industritekniska programmet,svenska 1,83829189,..
restaurang- och livsmedelsprogrammet,svenska 1,83829189,..
barn- och fritidsprogrammet,svenska 1,46145886,..
bygg- och anläggningsprogrammet,svenska 1,46145886,.
el- och energiprogrammet,svenska 1,46145886,..
hantverksprogrammet,svenska 1,46145886,.
vård- och omsorgsprogrammet,svenska 1,46145886,..
flygteknikutbildningen,svenska 1,43649848,..
naturbruksprogrammet,svenska 1,75344502,"17,9"
bygg- och anläggningsprogrammet,svenska 1,84247499,..
el- och energiprogrammet,svenska 1,84247499,..
fordons- och transportprogrammet,svenska 1,84247499,"15,6"
barn- och fritidsprogrammet,svenska 1,27041885,..
handels- och administrationsprogrammet,svenska 1,27041885,..
vård- och omsorgsprogrammet,svenska 1,27041885,..
vård- och omsorgsprogrammet,svenska 1,97064126,..
naturbruksprogrammet,svenska 1,32580162,..
barn- och fritidsprogrammet,svenska 1,48722826,..
el- och energiprogrammet,svenska 1,48722826,..
fordons- och transportprogrammet,svenska 1,48722826,..
hantverksprogrammet,svenska 1,48722826,..
industritekniska programmet,svenska 1,48722826,..
bygg- och anläggningsprogrammet,svenska 1,71571158,..
el- och energiprogrammet,svenska 1,53691739,.
barn- och fritidsprogrammet,svenska 1,97596286,..
hantverksprogrammet,svenska 1,97596286,..
vård- och omsorgsprogrammet,svenska 1,97596286,..
barn- och fritidsprogrammet,svenska 1,67554405,..
handels- och administrationsprogrammet,svenska 1,67554405,..
hantverksprogrammet,svenska 1,67554405,"27,8"
vård- och omsorgsprogrammet,svenska 1,67554405,..
bygg- och anläggningsprogrammet,svenska 1,86473502,..
handels- och administrationsprogrammet,svenska 1,86473502,..
hantverksprogrammet,svenska 1,86473502,..
naturbruksprogrammet,svenska 1,86473502,..
vvs- och fastighetsprogrammet,svenska 1,86473502,..
vård- och omsorgsprogrammet,svenska 1,86473502,..
handels- och administrationsprogrammet,svenska 1,98239050,..
bygg- och anläggningsprogrammet,svenska 1,58368956,"14,5"
fordons- och transportprogrammet,svenska 1,73567152,"12,5"
vvs- och fastighetsprogrammet,svenska 1,73567152,..
naturbruksprogrammet,svenska 1,61547652,..
el- och energiprogrammet,svenska 1,60209222,.
industritekniska programmet,svenska 1,60209222,..
restaurang- och livsmedelsprogrammet,svenska 1,60209222,..
hotell- och turismprogrammet,svenska 1,62104139,..
el- och energiprogrammet,svenska 1,78872213,..
handels- och administrationsprogrammet,svenska 1,78872213,..
fordons- och transportprogrammet,svenska 1,84286698,"33,3"
industritekniska programmet,svenska 1,84286698,..
vård- och omsorgsprogrammet,svenska 1,84286698,..
naturbruksprogrammet,svenska 1,62490359,..
naturbruksprogrammet,svenska 1,64725297,..
naturbruksprogrammet,svenska 1,43362941,"28,6"
barn- och fritidsprogrammet,svenska 1,23350817,..
bygg- och anläggningsprogrammet,svenska 1,23350817,..
fordons- och transportprogrammet,svenska 1,23350817,..
handels- och administrationsprogrammet,svenska 1,23350817,..
restaurang- och livsmedelsprogrammet,svenska 1,23350817,..
vård- och omsorgsprogrammet,svenska 1,76860623,..
barn- och fritidsprogrammet,svenska 1,56021320,..
bygg- och anläggningsprogrammet,svenska 1,41358402,..
hantverksprogrammet,svenska 1,64569393,..
bygg- och anläggningsprogrammet,svenska 1,87262566,..
fordons- och transportprogrammet,svenska 1,87262566,..
industritekniska programmet,svenska 1,87262566,..
handels- och administrationsprogrammet,svenska 1,41844601,..
hotell- och turismprogrammet,svenska 1,41844601,"38,5"
el- och energiprogrammet,svenska 1,51620045,..
barn- och fritidsprogrammet,svenska 1,23457902,..
bygg- och anläggningsprogrammet,svenska 1,23457902,.
handels- och administrationsprogrammet,svenska 1,23457902,..
hantverksprogrammet,svenska 1,23457902,..
naturbruksprogrammet,svenska 1,23457902,..
vvs- och fastighetsprogrammet,svenska 1,23457902,..
naturbruksprogrammet,svenska 1,27597104,"20,6"
barn- och fritidsprogrammet,svenska 1,57397381,..
handels- och administrationsprogrammet,svenska 1,57397381,..
vård- och omsorgsprogrammet,svenska 1,57397381,..
bygg- och anläggningsprogrammet,svenska 1,56947954,..
el- och energiprogrammet,svenska 1,56947954,..
fordons- och transportprogrammet,svenska 1,56947954,..
industritekniska programmet,svenska 1,56947954,..
barn- och fritidsprogrammet,svenska 1,72022487,.
bygg- och anläggningsprogrammet,svenska 1,72022487,..
el- och energiprogrammet,svenska 1,72022487,..
fordons- och transportprogrammet,svenska 1,72022487,.
handels- och administrationsprogrammet,svenska 1,72022487,..
industritekniska programmet,svenska 1,72022487,.
restaurang- och livsmedelsprogrammet,svenska 1,72022487,.
vvs- och fastighetsprogrammet,svenska 1,72022487,.
vård- och omsorgsprogrammet,svenska 1,72022487,..
barn- och fritidsprogrammet,svenska 1,70969556,..
el- och energiprogrammet,svenska 1,70969556,.
fordons- och transportprogrammet,svenska 1,70969556,..
hotell- och turismprogrammet,svenska 1,70969556,..
vård- och omsorgsprogrammet,svenska 1,70969556,..
barn- och fritidsprogrammet,svenska 1,28248021,..
bygg- och anläggningsprogrammet,svenska 1,28248021,..
el- och energiprogrammet,svenska 1,28248021,..
vård- och omsorgsprogrammet,svenska 1,28248021,..
barn- och fritidsprogrammet,svenska 1,44417214,..
handels- och administrationsprogrammet,svenska 1,44417214,..
hantverksprogrammet,svenska 1,44417214,..
restaurang- och livsmedelsprogrammet,svenska 1,44417214,.
vvs- och fastighetsprogrammet,svenska 1,44417214,..
vård- och omsorgsprogrammet,svenska 1,44417214,..
barn- och fritidsprogrammet,svenska 1,25025681,..
handels- och administrationsprogrammet,svenska 1,49488344,.
bygg- och anläggningsprogrammet,svenska 1,74408578,..
el- och energiprogrammet,svenska 1,74408578,..
bygg- och anläggningsprogrammet,svenska 1,86724994,..
el- och energiprogrammet,svenska 1,86724994,"21,7"
fordons- och transportprogrammet,svenska 1,86724994,..
industritekniska programmet,svenska 1,86724994,..
vvs- och fastighetsprogrammet,svenska 1,86724994,.
hantverksprogrammet,svenska 1,86158933,..
restaurang- och livsmedelsprogrammet,svenska 1,86158933,..
barn- och fritidsprogrammet,svenska 1,14102256,..
handels- och administrationsprogrammet,svenska 1,14102256,..
hotell- och turismprogrammet,svenska 1,14102256,..
vård- och omsorgsprogrammet,svenska 1,14102256,..
barn- och fritidsprogrammet,svenska 1,75082280,..
restaurang- och livsmedelsprogrammet,svenska 1,75082280,..
vård- och omsorgsprogrammet,svenska 1,75914181,..
bygg- och anläggningsprogrammet,svenska 1,39302565,..
el- och energiprogrammet,svenska 1,39302565,"29,4"
fordons- och transportprogrammet,svenska 1,39302565,.
hantverksprogrammet,svenska 1,36072799,..
restaurang- och livsmedelsprogrammet,svenska 1,36072799,..
bygg- och anläggningsprogrammet,svenska 1,61432781,..
