program,provnamn,skol_kod,andel_c
vård- och omsorgsprogrammet,svenska som andraspråk 1,84329061,..
barn- och fritidsprogrammet,svenska som andraspråk 1,71969230,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,71969230,..
fordons- och transportprogrammet,svenska som andraspråk 1,71969230,..
handels- och administrationsprogrammet,svenska som andraspråk 1,71969230,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,71969230,.
el- och energiprogrammet,svenska som andraspråk 1,91048178,..
hotell- och turismprogrammet,svenska som andraspråk 1,91048178,..
handels- och administrationsprogrammet,svenska som andraspråk 1,76942525,..
barn- och fritidsprogrammet,svenska som andraspråk 1,61720981,..
el- och energiprogrammet,svenska som andraspråk 1,61720981,..
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,61720981,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,61720981,..
el- och energiprogrammet,svenska som andraspråk 1,82931004,..
barn- och fritidsprogrammet,svenska som andraspråk 1,83584125,..
handels- och administrationsprogrammet,svenska som andraspråk 1,12075195,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,65265211,..
fordons- och transportprogrammet,svenska som andraspråk 1,65265211,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,65265211,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,97191332,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,22811839,..
el- och energiprogrammet,svenska som andraspråk 1,33205596,..
fordons- och transportprogrammet,svenska som andraspråk 1,19930101,..
hantverksprogrammet,svenska som andraspråk 1,45132264,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,61647360,..
handels- och administrationsprogrammet,svenska som andraspråk 1,33657492,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,33657492,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,61622991,..
barn- och fritidsprogrammet,svenska som andraspråk 1,66644568,.
el- och energiprogrammet,svenska som andraspråk 1,93659517,.
fordons- och transportprogrammet,svenska som andraspråk 1,61175914,..
industritekniska programmet,svenska som andraspråk 1,61175914,..
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,61175914,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,61175914,..
industritekniska programmet,svenska som andraspråk 1,27859889,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,17812651,.
el- och energiprogrammet,svenska som andraspråk 1,57668673,..
handels- och administrationsprogrammet,svenska som andraspråk 1,57668673,..
handels- och administrationsprogrammet,svenska som andraspråk 1,69040241,.
bygg- och anläggningsprogrammet,svenska som andraspråk 1,91905819,..
fordons- och transportprogrammet,svenska som andraspråk 1,91905819,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,91905819,..
hotell- och turismprogrammet,svenska som andraspråk 1,20855811,..
el- och energiprogrammet,svenska som andraspråk 1,54882637,.
vvs- och fastighetsprogrammet,svenska som andraspråk 1,54882637,..
fordons- och transportprogrammet,svenska som andraspråk 1,53923398,..
handels- och administrationsprogrammet,svenska som andraspråk 1,53923398,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,22239675,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,72984079,..
hantverksprogrammet,svenska som andraspråk 1,24787883,..
el- och energiprogrammet,svenska som andraspråk 1,52048443,..
barn- och fritidsprogrammet,svenska som andraspråk 1,32550660,..
el- och energiprogrammet,svenska som andraspråk 1,69865450,..
fordons- och transportprogrammet,svenska som andraspråk 1,69865450,..
handels- och administrationsprogrammet,svenska som andraspråk 1,69865450,..
industritekniska programmet,svenska som andraspråk 1,69865450,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,69865450,..
el- och energiprogrammet,svenska som andraspråk 1,37316242,..
hotell- och turismprogrammet,svenska som andraspråk 1,37316242,..
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,37316242,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,20173336,.
naturbruksprogrammet,svenska som andraspråk 1,20173336,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,49872493,..
fordons- och transportprogrammet,svenska som andraspråk 1,49872493,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,49872493,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,49872493,..
barn- och fritidsprogrammet,svenska som andraspråk 1,85788659,..
fordons- och transportprogrammet,svenska som andraspråk 1,85788659,..
handels- och administrationsprogrammet,svenska som andraspråk 1,85788659,..
barn- och fritidsprogrammet,svenska som andraspråk 1,95340745,..
fordons- och transportprogrammet,svenska som andraspråk 1,95340745,..
industritekniska programmet,svenska som andraspråk 1,95340745,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,95340745,..
barn- och fritidsprogrammet,svenska som andraspråk 1,59521477,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,59521477,..
el- och energiprogrammet,svenska som andraspråk 1,59521477,..
industritekniska programmet,svenska som andraspråk 1,59521477,..
handels- och administrationsprogrammet,svenska som andraspråk 1,54599691,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,54599691,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,54467211,..
el- och energiprogrammet,svenska som andraspråk 1,54467211,..
fordons- och transportprogrammet,svenska som andraspråk 1,54467211,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,82251333,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,99864908,..
handels- och administrationsprogrammet,svenska som andraspråk 1,27106031,.
el- och energiprogrammet,svenska som andraspråk 1,59463950,..
industritekniska programmet,svenska som andraspråk 1,59463950,..
el- och energiprogrammet,svenska som andraspråk 1,75374280,..
fordons- och transportprogrammet,svenska som andraspråk 1,75374280,..
industritekniska programmet,svenska som andraspråk 1,75374280,..
barn- och fritidsprogrammet,svenska som andraspråk 1,46148350,..
handels- och administrationsprogrammet,svenska som andraspråk 1,46148350,..
industritekniska programmet,svenska som andraspråk 1,46148350,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,46148350,.
el- och energiprogrammet,svenska som andraspråk 1,50133877,.
fordons- och transportprogrammet,svenska som andraspråk 1,50133877,..
barn- och fritidsprogrammet,svenska som andraspråk 1,49868916,.
vård- och omsorgsprogrammet,svenska som andraspråk 1,49868916,.
barn- och fritidsprogrammet,svenska som andraspråk 1,84908877,..
fordons- och transportprogrammet,svenska som andraspråk 1,84908877,..
hantverksprogrammet,svenska som andraspråk 1,84908877,..
hotell- och turismprogrammet,svenska som andraspråk 1,84908877,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,84908877,..
barn- och fritidsprogrammet,svenska som andraspråk 1,24277564,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,24277564,..
fordons- och transportprogrammet,svenska som andraspråk 1,34002355,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,34002355,..
barn- och fritidsprogrammet,svenska som andraspråk 1,36355200,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,36355200,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,96920524,..
handels- och administrationsprogrammet,svenska som andraspråk 1,96920524,..
el- och energiprogrammet,svenska som andraspråk 1,18217765,..
fordons- och transportprogrammet,svenska som andraspråk 1,18217765,..
industritekniska programmet,svenska som andraspråk 1,60919765,..
hantverksprogrammet,svenska som andraspråk 1,96152872,..
industritekniska programmet,svenska som andraspråk 1,96152872,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,77835341,.
handels- och administrationsprogrammet,svenska som andraspråk 1,23797825,.
hantverksprogrammet,svenska som andraspråk 1,44738639,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,77712952,.
el- och energiprogrammet,svenska som andraspråk 1,10433896,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,10342448,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,10342448,..
el- och energiprogrammet,svenska som andraspråk 1,96194948,..
hantverksprogrammet,svenska som andraspråk 1,96194948,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,96194948,..
hantverksprogrammet,svenska som andraspråk 1,25955541,..
barn- och fritidsprogrammet,svenska som andraspråk 1,88025221,.
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,14799321,..
barn- och fritidsprogrammet,svenska som andraspråk 1,56041699,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,56041699,.
el- och energiprogrammet,svenska som andraspråk 1,68824244,.
industritekniska programmet,svenska som andraspråk 1,68824244,..
tågteknikutbildningen,svenska som andraspråk 1,68824244,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,90685868,..
el- och energiprogrammet,svenska som andraspråk 1,90685868,..
fordons- och transportprogrammet,svenska som andraspråk 1,90685868,..
handels- och administrationsprogrammet,svenska som andraspråk 1,90685868,..
fordons- och transportprogrammet,svenska som andraspråk 1,56084099,.
industritekniska programmet,svenska som andraspråk 1,56084099,..
handels- och administrationsprogrammet,svenska som andraspråk 1,80711021,.
hotell- och turismprogrammet,svenska som andraspråk 1,80711021,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,17648596,.
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,16720048,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,39341381,..
el- och energiprogrammet,svenska som andraspråk 1,39341381,..
fordons- och transportprogrammet,svenska som andraspråk 1,39341381,..
handels- och administrationsprogrammet,svenska som andraspråk 1,39341381,.
industritekniska programmet,svenska som andraspråk 1,39341381,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,39341381,..
barn- och fritidsprogrammet,svenska som andraspråk 1,60088179,.
vvs- och fastighetsprogrammet,svenska som andraspråk 1,60088179,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,60088179,.
el- och energiprogrammet,svenska som andraspråk 1,28391147,..
el- och energiprogrammet,svenska som andraspråk 1,77843821,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,29209307,.
fordons- och transportprogrammet,svenska som andraspråk 1,29209307,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,21778322,.
el- och energiprogrammet,svenska som andraspråk 1,31380193,..
handels- och administrationsprogrammet,svenska som andraspråk 1,31380193,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,90290154,..
el- och energiprogrammet,svenska som andraspråk 1,90290154,..
hantverksprogrammet,svenska som andraspråk 1,90290154,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,90290154,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,90290154,.
handels- och administrationsprogrammet,svenska som andraspråk 1,25847233,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,25847233,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,92816527,.
el- och energiprogrammet,svenska som andraspråk 1,92816527,..
fordons- och transportprogrammet,svenska som andraspråk 1,92816527,..
hantverksprogrammet,svenska som andraspråk 1,92816527,..
hotell- och turismprogrammet,svenska som andraspråk 1,92816527,..
barn- och fritidsprogrammet,svenska som andraspråk 1,16848652,..
handels- och administrationsprogrammet,svenska som andraspråk 1,16848652,.
vård- och omsorgsprogrammet,svenska som andraspråk 1,16848652,..
el- och energiprogrammet,svenska som andraspråk 1,56802300,..
industritekniska programmet,svenska som andraspråk 1,56802300,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,56802300,..
fordons- och transportprogrammet,svenska som andraspråk 1,15149235,..
hotell- och turismprogrammet,svenska som andraspråk 1,15149235,..
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,15149235,..
el- och energiprogrammet,svenska som andraspråk 1,77379848,..
barn- och fritidsprogrammet,svenska som andraspråk 1,36886750,..
handels- och administrationsprogrammet,svenska som andraspråk 1,36886750,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,67422309,..
el- och energiprogrammet,svenska som andraspråk 1,67422309,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,67422309,..
handels- och administrationsprogrammet,svenska som andraspråk 1,67058407,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,15791044,..
el- och energiprogrammet,svenska som andraspråk 1,49739986,..
el- och energiprogrammet,svenska som andraspråk 1,29225010,..
barn- och fritidsprogrammet,svenska som andraspråk 1,64648566,..
handels- och administrationsprogrammet,svenska som andraspråk 1,64648566,..
hantverksprogrammet,svenska som andraspråk 1,64648566,..
el- och energiprogrammet,svenska som andraspråk 1,18691102,..
fordons- och transportprogrammet,svenska som andraspråk 1,18691102,..
vvs- och fastighetsprogrammet,svenska som andraspråk 1,18691102,..
fordons- och transportprogrammet,svenska som andraspråk 1,70302356,.
vård- och omsorgsprogrammet,svenska som andraspråk 1,65421426,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,24349146,..
el- och energiprogrammet,svenska som andraspråk 1,24349146,..
fordons- och transportprogrammet,svenska som andraspråk 1,24349146,..
handels- och administrationsprogrammet,svenska som andraspråk 1,15933512,..
hotell- och turismprogrammet,svenska som andraspråk 1,15933512,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,47692481,.
handels- och administrationsprogrammet,svenska som andraspråk 1,47692481,.
hotell- och turismprogrammet,svenska som andraspråk 1,47692481,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,47692481,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,85188855,..
el- och energiprogrammet,svenska som andraspråk 1,85188855,..
handels- och administrationsprogrammet,svenska som andraspråk 1,85188855,..
hotell- och turismprogrammet,svenska som andraspråk 1,85188855,..
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,85188855,..
el- och energiprogrammet,svenska som andraspråk 1,39528347,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,85473846,..
fordons- och transportprogrammet,svenska som andraspråk 1,85473846,..
handels- och administrationsprogrammet,svenska som andraspråk 1,85473846,..
barn- och fritidsprogrammet,svenska som andraspråk 1,89690587,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,89690587,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,32239920,..
