program,skolkod,gbp_examen
Yrkesprogram,73829818,"12,1"
Yrkesprogram,18881773,..
Yrkesprogram,80686587,"14,4"
Yrkesprogram,12279302,"13,1"
Yrkesprogram,17849518,"12,5"
Yrkesprogram,94570025,"14,2"
Yrkesprogram,91984508,"13,7"
Yrkesprogram,78659008,"15,9"
Yrkesprogram,12448823,..
Yrkesprogram,40667807,"12,9"
Yrkesprogram,18091973,"13,8"
Yrkesprogram,40634612,"11,4"
Yrkesprogram,62439199,"13,4"
Yrkesprogram,66132676,"14,6"
Yrkesprogram,80762863,"13,3"
Yrkesprogram,77688926,"14,3"
Yrkesprogram,14508922,..
Yrkesprogram,69629086,"13,2"
Yrkesprogram,88624631,"12,8"
Yrkesprogram,35390185,..
Yrkesprogram,37358234,..
Yrkesprogram,31657916,..
Yrkesprogram,54606928,"15,2"
Yrkesprogram,46241804,"13,7"
Yrkesprogram,42573391,"13,8"
Yrkesprogram,64574972,"13,7"
Yrkesprogram,19741742,"13,3"
Yrkesprogram,29032715,"13,6"
Yrkesprogram,48931433,"15,3"
Yrkesprogram,97270136,"14,3"
Yrkesprogram,19909435,"13,1"
Yrkesprogram,30530571,"14,4"
Yrkesprogram,96024712,"13,3"
Yrkesprogram,40829056,"12,9"
Yrkesprogram,85800840,"13,7"
Yrkesprogram,27115998,"13,0"
Yrkesprogram,41867682,"12,3"
Yrkesprogram,65662401,"14,7"
Yrkesprogram,39583059,"13,7"
Yrkesprogram,38645259,"12,9"
Yrkesprogram,87207941,..
Yrkesprogram,11673760,"14,3"
Yrkesprogram,63791419,"14,1"
Yrkesprogram,39805497,"13,5"
Yrkesprogram,38400227,"14,3"
Yrkesprogram,83829189,"13,3"
Yrkesprogram,46145886,"14,9"
Yrkesprogram,43649848,"13,9"
Yrkesprogram,75344502,"14,8"
Yrkesprogram,84247499,"13,6"
Yrkesprogram,27041885,"13,5"
Yrkesprogram,97064126,..
Yrkesprogram,32580162,"14,5"
Yrkesprogram,48722826,"13,0"
Yrkesprogram,71571158,"12,7"
Yrkesprogram,53691739,"12,1"
Yrkesprogram,97596286,"13,8"
Yrkesprogram,67554405,"13,7"
Yrkesprogram,86473502,"12,7"
Yrkesprogram,98239050,"14,4"
Yrkesprogram,94455820,..
Yrkesprogram,58368956,"14,0"
Yrkesprogram,73567152,"13,7"
Yrkesprogram,61547652,"13,7"
Yrkesprogram,60209222,"13,9"
Yrkesprogram,62104139,"13,7"
Yrkesprogram,78872213,"13,5"
Yrkesprogram,84286698,"13,8"
Yrkesprogram,62490359,"14,9"
Yrkesprogram,64725297,"14,0"
Yrkesprogram,43362941,"14,7"
Yrkesprogram,23350817,"14,1"
Yrkesprogram,76860623,"13,6"
Yrkesprogram,56021320,"13,2"
Yrkesprogram,41358402,"11,3"
Yrkesprogram,64569393,"14,6"
Yrkesprogram,87262566,"13,1"
Yrkesprogram,41844601,"14,1"
Yrkesprogram,51620045,"13,9"
Yrkesprogram,23457902,"13,1"
Yrkesprogram,27597104,"13,5"
Yrkesprogram,57397381,"13,2"
Yrkesprogram,56947954,"13,6"
Yrkesprogram,72022487,"13,8"
Yrkesprogram,70969556,"13,4"
Yrkesprogram,28248021,"13,9"
Yrkesprogram,44417214,"13,8"
Yrkesprogram,25025681,"12,6"
Yrkesprogram,49488344,"13,7"
Yrkesprogram,74408578,"13,3"
Yrkesprogram,86724994,"13,4"
Yrkesprogram,86158933,"14,3"
Yrkesprogram,14102256,"13,9"
Yrkesprogram,75082280,"13,5"
Yrkesprogram,75914181,"14,1"
Yrkesprogram,39302565,"12,2"
Yrkesprogram,36072799,"15,1"
Yrkesprogram,61432781,"13,1"
Yrkesprogram,78287294,"13,5"
Yrkesprogram,74316305,"12,8"
Yrkesprogram,39096170,"14,3"
Yrkesprogram,99279503,"14,0"
Yrkesprogram,72109637,..
Yrkesprogram,69240218,"14,5"
Yrkesprogram,14057258,..
Yrkesprogram,43313366,"13,1"
Yrkesprogram,97868185,..
Yrkesprogram,81551726,..
Yrkesprogram,77823650,"14,0"
Yrkesprogram,37550979,..
Yrkesprogram,52634142,"14,4"
Yrkesprogram,76195214,"14,6"
Yrkesprogram,54839753,..
Yrkesprogram,32705515,"13,6"
Yrkesprogram,60214465,..
Yrkesprogram,70137084,"13,1"
Yrkesprogram,82002016,..
Yrkesprogram,21901328,"14,2"
Yrkesprogram,23306658,"13,3"
Yrkesprogram,57350392,..
Yrkesprogram,11102578,"13,8"
Yrkesprogram,69306209,"12,5"
Yrkesprogram,92651253,"13,2"
Yrkesprogram,31740319,"14,0"
Yrkesprogram,17944628,"16,9"
Yrkesprogram,82826083,"13,2"
Yrkesprogram,94090461,"13,8"
Yrkesprogram,12954099,..
Yrkesprogram,80931789,"13,6"
Yrkesprogram,84098842,"13,6"
Yrkesprogram,90473340,..
Yrkesprogram,26167236,"13,5"
Yrkesprogram,69807202,"14,5"
Yrkesprogram,64648904,"14,4"
Yrkesprogram,63035915,"13,4"
Yrkesprogram,26324896,"13,7"
Yrkesprogram,28848709,"12,7"
Yrkesprogram,12613085,"11,8"
Yrkesprogram,53896162,"15,6"
Yrkesprogram,11185244,"14,8"
Yrkesprogram,56211717,"14,0"
Yrkesprogram,66824652,"14,1"
Yrkesprogram,49168016,"13,1"
Yrkesprogram,32042066,"14,2"
Yrkesprogram,50821167,..
Yrkesprogram,92814975,"13,4"
Yrkesprogram,28770304,"13,3"
Yrkesprogram,64123241,"12,6"
Yrkesprogram,69063711,"14,3"
Yrkesprogram,77609073,"13,2"
Yrkesprogram,35894996,"13,9"
Yrkesprogram,17119840,"13,2"
Yrkesprogram,68748767,"13,4"
Yrkesprogram,25596917,"14,1"
Yrkesprogram,20984584,"12,3"
Yrkesprogram,52129378,"13,1"
Yrkesprogram,98541468,"11,2"
Yrkesprogram,31155312,"13,8"
Yrkesprogram,25648215,"12,7"
Yrkesprogram,61823258,"14,0"
Yrkesprogram,39178171,"14,4"
Yrkesprogram,79994304,..
Yrkesprogram,68006362,"13,6"
Yrkesprogram,11608031,"13,4"
Yrkesprogram,86762103,"12,6"
Yrkesprogram,68381790,"13,3"
Yrkesprogram,13006857,"13,7"
Yrkesprogram,76007769,"12,8"
Yrkesprogram,16956086,"13,4"
Yrkesprogram,58187973,"14,4"
Yrkesprogram,88894245,"13,8"
Yrkesprogram,71160225,"12,9"
Yrkesprogram,67752682,"13,5"
Yrkesprogram,47884009,"13,9"
Yrkesprogram,44672598,"13,6"
Yrkesprogram,75340089,"13,8"
Yrkesprogram,36670439,"13,0"
Yrkesprogram,22220001,"13,3"
Yrkesprogram,15100079,..
Yrkesprogram,55421481,..
Yrkesprogram,99356671,..
Yrkesprogram,16702464,..
Yrkesprogram,71353314,..
Yrkesprogram,36252055,"13,3"
Yrkesprogram,91812793,"14,3"
Yrkesprogram,14355031,"14,4"
Yrkesprogram,72891848,"12,7"
Yrkesprogram,31796890,..
Yrkesprogram,22426680,..
Yrkesprogram,83805032,"12,3"
Yrkesprogram,48862305,"12,7"
Yrkesprogram,32887559,"13,3"
Yrkesprogram,71541108,"14,5"
Yrkesprogram,69471748,"13,7"
Yrkesprogram,93239262,"14,3"
Yrkesprogram,25745773,"15,4"
Yrkesprogram,99976753,..
Yrkesprogram,14278480,"13,8"
Yrkesprogram,28023078,"13,4"
Yrkesprogram,43284031,"13,2"
Yrkesprogram,13963517,"14,7"
Yrkesprogram,26267406,"12,8"
Yrkesprogram,31255918,"14,7"
Yrkesprogram,51955293,"14,1"
Yrkesprogram,35035671,"14,1"
Yrkesprogram,12130801,..
Yrkesprogram,51736304,"12,7"
Yrkesprogram,53180719,"13,3"
Yrkesprogram,27489137,"14,3"
Yrkesprogram,15609112,"12,7"
Yrkesprogram,60424371,"14,0"
Yrkesprogram,68655578,"12,4"
Yrkesprogram,17062663,"12,7"
Yrkesprogram,68741484,"12,5"
Yrkesprogram,56267421,"14,4"
Yrkesprogram,34990065,"13,8"
Yrkesprogram,37054246,"13,5"
Yrkesprogram,39199869,..
Yrkesprogram,62216381,"13,7"
Yrkesprogram,31179045,"13,2"
Yrkesprogram,72421673,"12,8"
Yrkesprogram,59655752,..
Yrkesprogram,88750078,"14,2"
Yrkesprogram,41878314,..
Yrkesprogram,41555549,"14,2"
Yrkesprogram,32003298,"13,9"
Yrkesprogram,22383788,"13,8"
Yrkesprogram,85459854,"13,4"
Yrkesprogram,81876614,..
Yrkesprogram,18711877,"14,4"
Yrkesprogram,67071618,"14,0"
Yrkesprogram,75324351,"13,2"
Yrkesprogram,61229217,"13,1"
Yrkesprogram,58929357,"14,8"
Yrkesprogram,42517257,"15,3"
Yrkesprogram,70376604,"14,6"
Yrkesprogram,93503103,"13,6"
Yrkesprogram,18617410,"14,9"
Yrkesprogram,41697930,"13,3"
Yrkesprogram,28025244,"13,8"
Yrkesprogram,17184072,"12,5"
Yrkesprogram,40338843,"13,5"
Yrkesprogram,77440824,"12,9"
Yrkesprogram,71069359,"12,9"
Yrkesprogram,86896907,"14,1"
Yrkesprogram,14292382,"15,1"
Yrkesprogram,87859089,"12,4"
Yrkesprogram,54764253,"13,0"
Yrkesprogram,98908403,"13,8"
Yrkesprogram,16493131,"14,1"
Yrkesprogram,41119610,"15,6"
Yrkesprogram,48304166,"12,9"
Yrkesprogram,24982097,"14,4"
Yrkesprogram,97104132,"15,3"
Yrkesprogram,68597767,..
Yrkesprogram,27964873,"12,5"
Yrkesprogram,30706655,"13,7"
Yrkesprogram,65674821,..
Yrkesprogram,46332927,"14,4"
Yrkesprogram,78690637,"13,9"
Yrkesprogram,24653673,"13,4"
Yrkesprogram,38048202,"13,5"
Yrkesprogram,90990441,..
Yrkesprogram,86319615,"13,3"
Yrkesprogram,87303004,"12,7"
Yrkesprogram,97835550,"13,1"
Yrkesprogram,22446331,"14,3"
Yrkesprogram,26671095,"13,0"
Yrkesprogram,42911621,"13,6"
Yrkesprogram,40575001,"13,3"
Yrkesprogram,75027822,"13,0"
Yrkesprogram,26508763,"14,0"
Yrkesprogram,14504503,"13,2"
Yrkesprogram,21850904,"17,2"
Yrkesprogram,77544055,"13,5"
Yrkesprogram,16198647,"14,2"
Yrkesprogram,12496135,"12,5"
Yrkesprogram,76903284,"13,0"
Yrkesprogram,68649663,"13,7"
Yrkesprogram,15870428,"13,5"
Yrkesprogram,26750052,"13,1"
Yrkesprogram,81997762,"12,7"
Yrkesprogram,69747871,..
Yrkesprogram,70119254,"13,5"
Yrkesprogram,79346084,"13,4"
Yrkesprogram,34222422,"14,9"
Yrkesprogram,84230226,..
Yrkesprogram,42060237,"13,0"
Yrkesprogram,89816391,"12,7"
Yrkesprogram,14448619,"12,6"
Yrkesprogram,12546590,"14,6"
Yrkesprogram,94167577,"11,9"
Yrkesprogram,27023528,"15,5"
Yrkesprogram,53903798,"13,4"
Yrkesprogram,85782695,"12,8"
Yrkesprogram,98815582,"14,9"
Yrkesprogram,97770837,"14,9"
Yrkesprogram,21312503,"14,9"
Yrkesprogram,14926020,"12,6"
Yrkesprogram,33132452,"13,3"
Yrkesprogram,56942970,..
Yrkesprogram,56653353,"14,9"
Yrkesprogram,59898194,..
Yrkesprogram,97510495,"15,5"
Yrkesprogram,38683336,"15,9"
Yrkesprogram,95618280,"14,6"
Yrkesprogram,17675502,"13,7"
Yrkesprogram,75600007,..
Yrkesprogram,15278518,"14,3"
Yrkesprogram,15390992,"15,0"
Yrkesprogram,63943560,"12,4"
Yrkesprogram,85516596,"14,9"
Yrkesprogram,31998226,..
Yrkesprogram,38236800,"13,3"
Yrkesprogram,59026584,"14,8"
Yrkesprogram,79829846,"13,7"
Yrkesprogram,20061769,"13,8"
Yrkesprogram,65458415,..
Yrkesprogram,95154882,..
Yrkesprogram,52333875,"14,3"
Yrkesprogram,65666808,"13,5"
Yrkesprogram,24397215,"14,8"
Yrkesprogram,30677562,"14,1"
Yrkesprogram,85054102,"13,1"
Yrkesprogram,87274273,"15,1"
Yrkesprogram,24759907,..
Yrkesprogram,41631104,"14,8"
Yrkesprogram,80357110,"16,2"
Yrkesprogram,18451445,..
Yrkesprogram,93367005,"12,8"
Yrkesprogram,16501673,"13,1"
Yrkesprogram,26298615,"13,4"
Yrkesprogram,50104466,..
Yrkesprogram,79845033,"13,7"
Yrkesprogram,41099519,"12,4"
Yrkesprogram,59386837,"13,4"
Yrkesprogram,21627442,"15,3"
Yrkesprogram,17276047,"12,4"
Yrkesprogram,73217812,"13,4"
Yrkesprogram,48244956,"13,0"
Yrkesprogram,36769815,"13,5"
Yrkesprogram,16931486,"13,4"
Yrkesprogram,92489953,"13,8"
Yrkesprogram,43873969,"12,4"
Yrkesprogram,55825382,"14,1"
Yrkesprogram,19306558,..
Yrkesprogram,24993048,..
Yrkesprogram,70132092,"11,4"
Yrkesprogram,65034473,..
Yrkesprogram,13084253,"12,5"
Yrkesprogram,32321364,..
Yrkesprogram,59942080,..
Yrkesprogram,66273269,"12,9"
Yrkesprogram,82888663,"14,7"
Yrkesprogram,11275959,"13,9"
Yrkesprogram,58518163,"14,3"
Yrkesprogram,50615280,"15,3"
Yrkesprogram,19035583,"13,9"
Yrkesprogram,27993549,"13,5"
Yrkesprogram,37912396,"13,9"
Yrkesprogram,90312942,"13,2"
Yrkesprogram,19839859,"12,8"
Yrkesprogram,80280597,..
Yrkesprogram,67628478,..
Yrkesprogram,37517404,..
Yrkesprogram,29159460,"13,1"
Yrkesprogram,43601850,"12,3"
Yrkesprogram,89630851,"15,1"
Yrkesprogram,86351879,"12,8"
Yrkesprogram,14586562,..
Yrkesprogram,74322969,"12,3"
Yrkesprogram,90260899,"13,0"
Yrkesprogram,69302313,"14,5"
Yrkesprogram,31057219,"13,9"
Yrkesprogram,27079521,"12,6"
Yrkesprogram,64579522,"13,6"
Yrkesprogram,65234368,"14,7"
Yrkesprogram,34381901,"13,0"
Yrkesprogram,96414537,"13,7"
Yrkesprogram,99394620,"14,6"
Yrkesprogram,95368476,"13,8"
Yrkesprogram,14853321,"13,7"
Yrkesprogram,76448076,"12,4"
Yrkesprogram,31537066,"13,2"
Yrkesprogram,86488203,"14,2"
Yrkesprogram,25156286,..
Yrkesprogram,92949043,"15,2"
Yrkesprogram,92818240,"13,7"
Yrkesprogram,84329061,"13,3"
Yrkesprogram,71969230,"11,7"
Yrkesprogram,91048178,"13,1"
Yrkesprogram,76942525,"14,2"
Yrkesprogram,31486865,"14,1"
Yrkesprogram,10373112,..
Yrkesprogram,61720981,"13,3"
Yrkesprogram,25698509,"15,2"
Yrkesprogram,50424828,"14,1"
Yrkesprogram,82931004,"11,3"
Yrkesprogram,83584125,"14,9"
Yrkesprogram,16496466,..
Yrkesprogram,12075195,"13,5"
Yrkesprogram,62300682,"13,8"
Yrkesprogram,65265211,"13,5"
Yrkesprogram,97191332,"13,9"
Yrkesprogram,71938440,"13,0"
Yrkesprogram,22811839,"12,9"
Yrkesprogram,33205596,"12,2"
Yrkesprogram,19930101,"12,5"
Yrkesprogram,60727136,"13,8"
Yrkesprogram,45132264,"13,8"
Yrkesprogram,61647360,..
Yrkesprogram,33657492,"13,3"
Yrkesprogram,61622991,"13,1"
Yrkesprogram,66644568,"13,7"
Yrkesprogram,93659517,"14,1"
Yrkesprogram,61175914,"13,9"
Yrkesprogram,73316818,"16,2"
Yrkesprogram,27859889,"14,0"
Yrkesprogram,29161632,..
Yrkesprogram,45541222,"15,5"
Yrkesprogram,63451147,"14,1"
Yrkesprogram,61197669,..
Yrkesprogram,17812651,"13,7"
Yrkesprogram,57668673,"13,0"
Yrkesprogram,69040241,..
Yrkesprogram,91905819,"12,8"
Yrkesprogram,54882637,"12,9"
Yrkesprogram,53923398,"13,2"
Yrkesprogram,47844862,"12,2"
Yrkesprogram,22239675,"14,3"
Yrkesprogram,72984079,..
Yrkesprogram,36480690,"14,0"
Yrkesprogram,24787883,"15,3"
Yrkesprogram,52048443,"13,6"
Yrkesprogram,32550660,"16,1"
Yrkesprogram,59599256,"13,4"
Yrkesprogram,69865450,"13,1"
Yrkesprogram,31112935,"14,2"
Yrkesprogram,90509211,"12,7"
Yrkesprogram,37316242,"13,9"
Yrkesprogram,20173336,"14,3"
Yrkesprogram,49872493,"14,4"
Yrkesprogram,39147056,"13,5"
Yrkesprogram,11953769,..
Yrkesprogram,28646435,"13,3"
Yrkesprogram,50393060,"13,2"
Yrkesprogram,85788659,"14,0"
Yrkesprogram,95340745,"14,2"
Yrkesprogram,59521477,"12,0"
Yrkesprogram,92442684,"13,3"
Yrkesprogram,38544187,"14,0"
Yrkesprogram,54599691,"13,0"
Yrkesprogram,54467211,"14,1"
Yrkesprogram,23517683,"14,7"
Yrkesprogram,82251333,"14,2"
Yrkesprogram,99864908,"14,4"
Yrkesprogram,27106031,"14,0"
Yrkesprogram,59463950,"13,2"
Yrkesprogram,63931325,"14,5"
Yrkesprogram,57391913,"13,9"
Yrkesprogram,75374280,"12,4"
Yrkesprogram,46148350,"13,4"
Yrkesprogram,50133877,"12,6"
Yrkesprogram,49868916,"13,7"
Yrkesprogram,90240730,"13,5"
Yrkesprogram,84908877,"13,4"
Yrkesprogram,24277564,"14,4"
Yrkesprogram,88956420,..
Yrkesprogram,34002355,"11,5"
Yrkesprogram,36355200,"13,0"
Yrkesprogram,96920524,"14,0"
Yrkesprogram,18217765,"13,2"
Yrkesprogram,60919765,..
Yrkesprogram,14677676,"14,2"
Yrkesprogram,96152872,"13,6"
Yrkesprogram,77835341,"14,3"
Yrkesprogram,70803636,"14,1"
Yrkesprogram,23797825,"13,5"
Yrkesprogram,44738639,"14,5"
Yrkesprogram,77712952,"12,7"
Yrkesprogram,92009807,"13,1"
Yrkesprogram,10433896,"13,0"
Yrkesprogram,10342448,"13,0"
Yrkesprogram,43154449,"12,7"
Yrkesprogram,98032567,..
Yrkesprogram,96194948,"15,1"
Yrkesprogram,25955541,"15,3"
Yrkesprogram,88025221,"13,0"
Yrkesprogram,14799321,"12,7"
Yrkesprogram,56041699,"12,7"
Yrkesprogram,70955448,"14,5"
Yrkesprogram,68824244,"12,5"
Yrkesprogram,90685868,"13,5"
Yrkesprogram,24501884,"15,0"
Yrkesprogram,56084099,"12,6"
Yrkesprogram,80711021,"13,8"
Yrkesprogram,17648596,"13,3"
Yrkesprogram,16720048,"14,1"
Yrkesprogram,39341381,..
Yrkesprogram,60088179,"13,4"
Yrkesprogram,28391147,"13,0"
Yrkesprogram,29209307,"12,9"
Yrkesprogram,21778322,"14,4"
Yrkesprogram,31380193,"14,5"
Yrkesprogram,90290154,"14,0"
Yrkesprogram,25847233,"13,4"
Yrkesprogram,92816527,"13,4"
Yrkesprogram,16848652,"14,3"
Yrkesprogram,94975733,"13,1"
Yrkesprogram,56802300,"13,5"
Yrkesprogram,15149235,"14,6"
Yrkesprogram,77379848,..
Yrkesprogram,13981977,..
Yrkesprogram,24538846,..
Yrkesprogram,36886750,"13,2"
Yrkesprogram,67422309,"13,3"
Yrkesprogram,67058407,"12,7"
Yrkesprogram,34421265,"13,6"
Yrkesprogram,15791044,..
Yrkesprogram,98696836,"13,0"
Yrkesprogram,82160887,"13,5"
Yrkesprogram,23175129,"11,1"
Yrkesprogram,77358716,"14,4"
Yrkesprogram,29225010,"12,2"
Yrkesprogram,33249781,"13,7"
Yrkesprogram,64648566,"15,0"
Yrkesprogram,18691102,..
Yrkesprogram,70302356,"12,6"
Yrkesprogram,65421426,"13,7"
Yrkesprogram,24349146,"12,6"
Yrkesprogram,83605345,"12,9"
Yrkesprogram,15933512,"14,1"
Yrkesprogram,12198363,..
Yrkesprogram,47692481,"13,6"
Yrkesprogram,64693272,"14,2"
Yrkesprogram,18072172,..
Yrkesprogram,85188855,"13,0"
Yrkesprogram,39528347,"13,2"
Yrkesprogram,85473846,"13,7"
Yrkesprogram,29744774,..
Yrkesprogram,89690587,"14,4"
Yrkesprogram,20768651,..
Yrkesprogram,32239920,"12,8"
Yrkesprogram,98781765,"13,4"
Yrkesprogram,87112995,"13,9"
Yrkesprogram,18686599,..
Yrkesprogram,93779220,"13,0"
Yrkesprogram,53279140,"14,5"
Yrkesprogram,80785976,"12,8"
Yrkesprogram,47559319,"15,6"
Yrkesprogram,21532545,..
Yrkesprogram,56187883,"13,4"
Yrkesprogram,51023367,"13,2"
Yrkesprogram,95069937,"15,0"
Yrkesprogram,52690153,"13,6"
Barn- och fritidsprogrammet,93221031,..
Barn- och fritidsprogrammet,68229719,..
Barn- och fritidsprogrammet,84947634,..
Barn- och fritidsprogrammet,89982804,"13,1"
Barn- och fritidsprogrammet,60743463,..
Barn- och fritidsprogrammet,73171934,..
Barn- och fritidsprogrammet,74434644,"13,0"
Barn- och fritidsprogrammet,93281974,"14,1"
Barn- och fritidsprogrammet,23424275,..
