skolkod,andel_med_examen
25025681,"85,5"
88776535,"89,3"
49488344,"91,7"
74408578,"92,3"
71043974,"90,7"
57777751,..
38732602,"91,7"
89807183,"93,9"
61161774,"93,4"
86158933,"92,3"
75914181,"82,2"
39302565,"78,6"
96818167,"94,1"
79527481,"89,6"
67300857,"90,9"
99279503,"83,3"
63653488,..
84476205,"95,6"
24544503,"90,4"
25392789,"96,5"
69240218,"93,2"
38460895,"66,7"
31199511,"91,1"
12934438,"96,5"
43313366,"94,8"
86787111,"94,3"
97868185,"100,0"
77823650,..
37550979,"100,0"
60214465,"76,9"
70137084,"92,9"
82002016,"96,2"
23306658,"100,0"
97535124,"100,0"
11102578,"98,7"
69306209,"89,5"
10129345,"98,9"
17944628,"91,4"
94468610,"91,9"
94090461,"95,9"
12954099,"94,2"
80931789,"95,0"
90473340,"91,7"
69807202,"86,4"
64648904,"100,0"
75939593,"94,2"
26324896,"90,0"
56639389,"98,5"
95700485,"95,2"
51449748,"90,1"
28267726,"94,0"
12613085,"87,5"
53896162,"94,7"
17779637,"85,1"
66824652,"86,2"
49168016,"94,4"
71929526,"93,5"
60873719,"96,3"
28085125,"87,5"
21938183,"94,2"
78986228,.
71472793,"93,5"
69063711,"100,0"
77609073,..
35894996,"76,7"
12926770,"86,8"
68748767,"71,9"
23548714,"69,8"
48593439,"70,0"
91773491,"65,7"
30361243,"91,6"
25596917,"93,7"
65722876,"92,7"
52129378,"85,3"
65381163,"74,3"
31155312,"55,3"
84424083,"97,7"
49231191,"89,4"
78231062,"99,2"
10481541,"87,7"
68381790,"93,2"
13006857,"96,2"
16956086,"90,6"
58187973,"96,6"
88894245,..
31870541,"94,7"
44672598,"95,9"
31822012,"83,2"
83161201,"91,4"
99356671,..
16702464,"100,0"
29449669,"89,8"
62855448,"88,9"
36252055,"95,0"
91812793,"97,8"
14355031,"96,8"
46611859,"91,1"
58907711,"100,0"
68285560,"96,0"
58544422,"92,8"
65150019,"91,7"
71541108,"81,8"
53832505,"61,0"
47537928,"75,9"
69471748,"76,5"
49750031,"98,0"
76485705,"98,2"
93239262,"86,2"
99976753,"88,0"
75575321,"97,7"
28023078,"87,5"
43284031,"93,3"
24194577,..
26267406,..
51955293,"96,4"
57690933,"95,8"
12130801,"91,2"
51736304,"95,2"
44285075,"82,9"
95785055,"100,0"
68655578,"76,1"
68741484,"88,6"
37054246,"97,7"
39199869,"98,3"
31179045,"73,1"
72421673,"95,7"
15763669,..
59655752,"90,7"
88750078,"93,3"
41555549,"94,4"
85459854,"98,5"
81876614,"98,0"
18711877,"96,2"
67071618,"100,0"
75324351,"100,0"
61229217,"68,4"
70376604,"92,9"
59575030,"92,9"
18617410,"82,8"
28025244,"92,6"
40338843,"93,3"
77440824,"94,8"
14292382,"94,1"
51981332,"100,0"
87859089,"97,5"
98908403,"75,0"
16493131,"93,9"
83272868,"96,3"
11526364,"96,2"
45552626,"82,5"
50906954,.
16748680,"87,9"
65674821,"94,7"
92332557,"88,0"
78690637,"86,9"
38048202,"98,6"
90990441,..
26671095,"100,0"
65320354,"100,0"
77544055,"98,4"
49112879,"88,0"
30279258,"94,4"
76903284,"87,7"
43623146,..
49141105,"71,2"
15870428,"87,5"
26646080,"91,2"
26750052,"97,8"
18974693,"92,5"
26996566,..
27704246,"90,9"
28967085,..
69747871,..
31151740,"81,0"
79346084,"87,2"
89816391,"95,1"
14448619,"94,6"
12546590,"90,7"
43565270,"80,2"
77176811,"93,5"
52791537,"97,6"
85152591,"100,0"
85819857,"100,0"
40600798,"96,2"
52942981,"91,8"
54117171,"95,2"
48120273,"97,3"
33233228,..
94167577,"66,9"
27023528,"75,5"
53903798,"64,1"
97770837,"84,8"
69650864,"100,0"
59581397,"95,8"
41938272,"96,2"
29423248,"97,0"
76054399,"93,9"
33132452,"66,7"
60142020,..
70811222,"100,0"
17911161,"59,0"
35084976,"88,0"
25525759,.
77632411,"95,9"
49068301,"76,8"
59898194,"88,4"
38195284,"89,9"
97510495,"90,1"
89461767,"86,7"
94717858,"90,8"
53760158,"100,0"
78422467,"94,6"
37802196,..
36288955,"98,4"
74812809,"97,8"
88839172,"98,7"
48412612,"88,6"
95618280,"86,3"
75075402,"89,5"
26326048,"76,7"
37839488,"78,0"
46256929,"92,1"
83374651,"100,0"
59796774,"100,0"
17675502,..
75600007,"81,4"
73812226,"77,1"
30762346,..
82964090,"98,8"
88955893,"97,6"
15278518,"85,2"
15390992,"94,8"
63943560,"80,6"
85516596,"81,6"
16784385,"87,5"
89963319,..
24339566,"95,8"
65458415,..
95154882,..
52333875,"76,9"
24663703,..
28519815,"74,5"
65666808,.
69543519,"59,3"
89693952,.
24759907,"60,6"
78433202,"84,7"
35366805,"85,7"
31315191,"91,7"
42775003,"99,3"
56670842,"100,0"
89370947,"97,5"
48555205,"86,9"
31313926,"72,4"
30312720,"92,6"
32116280,"92,2"
57143976,"86,0"
93367005,"80,7"
53175499,"100,0"
64388538,"100,0"
52153758,"100,0"
22116645,"95,2"
99755443,"97,0"
30167976,"88,4"
50104466,"100,0"
28004794,..
32071849,"99,0"
79845033,"93,2"
41099519,"92,0"
59386837,"100,0"
17276047,"87,9"
21382451,"90,7"
48244956,"74,3"
36769815,..
43873969,"95,0"
55825382,"83,3"
19306558,"95,2"
35301145,"87,5"
24993048,"87,5"
13084253,"84,2"
59942080,"77,8"
66273269,"96,2"
11275959,"100,0"
58518163,"80,8"
27993549,"80,0"
37912396,"100,0"
45593337,"85,5"
10226870,"95,0"
19839859,"100,0"
67628478,"100,0"
37517404,..
32057701,"95,7"
30615080,"69,0"
25178582,"87,0"
70543431,"100,0"
23476801,..
86351879,"87,8"
56041144,"84,9"
74322969,"95,5"
90260899,"92,3"
31057219,"88,6"
27079521,"100,0"
33572033,"85,4"
64579522,"97,3"
34381901,"96,3"
55150847,"93,0"
90076461,"91,8"
53069733,"87,8"
99394620,"100,0"
95368476,"94,3"
14853321,"95,7"
76448076,"78,1"
31537066,"93,3"
86488203,"87,7"
25156286,"92,0"
28081446,"96,7"
21400668,"92,9"
92949043,"86,8"
92818240,"81,8"
84329061,"88,5"
91048178,"88,9"
82718660,"100,0"
12399380,"100,0"
31486865,"98,1"
97265732,"98,1"
61720981,"90,3"
50424828,"71,4"
82931004,..
95024660,"90,3"
32263814,"94,7"
47393891,"89,3"
48414975,"100,0"
11533776,"82,7"
47108751,..
28829503,"91,1"
99622695,..
98651664,"98,7"
33657492,"93,6"
79309485,"98,9"
37078868,..
16130958,"95,7"
82195565,"97,6"
33596572,"97,3"
77713695,"97,5"
51131594,"85,7"
89680395,"100,0"
53696633,"100,0"
27440210,"89,6"
62758285,"100,0"
16218090,"100,0"
64667996,"97,2"
23544320,"100,0"
57668673,"94,7"
69040241,..
63993414,"100,0"
49136871,..
20855811,"72,1"
53923398,"84,2"
74560191,"100,0"
47844862,"93,4"
72984079,"75,5"
36480690,"86,0"
24787883,..
32995170,"86,1"
52048443,"98,1"
61674097,"93,4"
32550660,"98,8"
93488613,"82,4"
45600034,"100,0"
59599256,"95,6"
26957025,"96,2"
90509211,"89,6"
43277545,"69,6"
11953769,.
50393060,"96,7"
85788659,"78,9"
95340745,..
59521477,"90,6"
92442684,..
66095163,"80,4"
54599691,"91,6"
54004368,"94,7"
31975673,"95,1"
82251333,"95,0"
99864908,"89,2"
27106031,"93,6"
59463950,"100,0"
63931325,"100,0"
57391913,"98,1"
75374280,"95,0"
46148350,"90,7"
50133877,"95,5"
49868916,"94,4"
74919147,"88,7"
78389879,"88,0"
24277564,..
44412461,"97,3"
36355200,"88,5"
96920524,"90,0"
18217765,"92,3"
70803636,"97,9"
49576295,"100,0"
66028861,"100,0"
23797825,"75,5"
45293715,"78,8"
77712952,"81,0"
10433896,"92,3"
43154449,"100,0"
49170638,"79,1"
46379730,"97,4"
25379974,"81,8"
88025221,"91,6"
18042101,"96,5"
56041699,..
45111086,"100,0"
70955448,"99,4"
68824244,"90,3"
46707989,"92,0"
46986216,"89,4"
67924816,"93,7"
92805465,"87,4"
56084099,..
16720048,"96,3"
13960635,"93,7"
61176909,"100,0"
43479922,"95,5"
28391147,"88,2"
21778322,"95,0"
31380193,..
62612992,"85,7"
85485803,"85,9"
16848652,"100,0"
88429477,"95,8"
94975733,"97,1"
56802300,"100,0"
15149235,"91,1"
13981977,"100,0"
24538846,"92,9"
67058407,"81,4"
15791044,"93,8"
65392939,"95,5"
98696836,"100,0"
64908550,"96,8"
77358716,"93,8"
49739986,"89,0"
29225010,"87,5"
92192566,"78,2"
56886667,"96,1"
64648566,"85,7"
65421426,"91,7"
62394916,"100,0"
67908927,"87,5"
72071234,"99,4"
24349146,"95,3"
83605345,..
15933512,"95,6"
64693272,"78,6"
18072172,..
65833454,"96,2"
11341077,"93,5"
34988313,"95,5"
28045567,"98,1"
20768651,"87,5"
38880984,"89,6"
28872974,"78,4"
18686599,"94,2"
93779220,"91,2"
77797484,"92,6"
80785976,"86,1"
47559319,"94,6"
21532545,"88,2"
56187883,"83,3"
20752831,"79,5"
51023367,"100,0"
34739511,"100,0"
52690153,"100,0"
93221031,"75,0"
17474377,"94,4"
18345915,"94,6"
68229719,"100,0"
61004230,"90,9"
71262305,"100,0"
55795961,..
84947634,"81,5"
97870412,"100,0"
68564903,"98,2"
82840198,"95,0"
18208087,"93,9"
89982804,"100,0"
19464342,..
60743463,..
32960825,"91,7"
43609520,..
41416934,"100,0"
21567982,"86,7"
49379603,..
80167319,..
73171934,..
83474173,"84,8"
91487291,..
21866405,"89,7"
74434644,"82,0"
42022406,"92,0"
88445871,"91,3"
18425335,"86,9"
93281974,"88,9"
23424275,"95,0"
19150273,"100,0"
25624692,"100,0"
88534520,"96,9"
16554575,"96,3"
25356960,"97,3"
64284020,"90,5"
98132436,"90,9"
60096875,"80,8"
26334561,"84,2"
40386043,"90,7"
29324709,"100,0"
26864271,"64,7"
59483268,..
33685428,"93,3"
88573795,..
82814120,"98,8"
10924758,"89,5"
34153869,..
88259298,..
73098153,"83,3"
44240250,"75,7"
17846181,..
75082798,"69,4"
23555409,"100,0"
91333138,"73,1"
30341162,..
39936461,"100,0"
72266906,"81,0"
27030026,"100,0"
12154972,"88,5"
16950252,"76,9"
34637764,"86,3"
73255276,"100,0"
15077883,"85,4"
48434184,"81,3"
58724424,"80,0"
51138448,"93,8"
19647256,"84,1"
56421429,"87,5"
39911065,..
17008320,..
56737496,"100,0"
88850910,"80,0"
93939982,"86,1"
25720752,"95,0"
55155562,"81,0"
31533003,"92,3"
31429031,"93,0"
16361868,..
24008049,"92,5"
36680097,..
87756916,"76,3"
59734510,"85,3"
19586169,"88,6"
24273261,"93,3"
95683850,"100,0"
59455288,"62,5"
82163292,"94,4"
25679488,"69,6"
25677996,"77,8"
89888648,"88,9"
90003262,..
88163512,"72,7"
35063170,..
31279294,"88,2"
36782335,"86,2"
20666515,"94,4"
37906565,"100,0"
67279303,"92,3"
21648755,"77,2"
11111710,"100,0"
90551279,"91,3"
93062368,"75,0"
69686851,"83,5"
49616977,"76,9"
90267145,"97,7"
72998905,"100,0"
69481650,"84,2"
88153340,"92,5"
94353434,"86,0"
59396229,"90,9"
95165649,"90,2"
69626109,"74,4"
85068812,..
36444853,"86,2"
15414001,"78,2"
38311488,"100,0"
16819383,"73,3"
12994441,..
53660780,"99,0"
30086854,"90,0"
79094701,"100,0"
38684438,"94,7"
96590873,"82,4"
73147554,"100,0"
65752105,..
11274830,"87,5"
51321260,"91,4"
96279444,"94,1"
61880907,"88,0"
35006050,"90,9"
88886610,"96,3"
10638939,"87,5"
88556189,"67,3"
35236491,"95,1"
58502307,"100,0"
97177328,"82,4"
72127035,"93,8"
70969714,"91,7"
85003442,"97,3"
22752398,"94,3"
71922787,"90,9"
31843016,"88,2"
74148070,..
50696507,"85,2"
44653962,"100,0"
81993306,"90,3"
29097621,"90,3"
87764775,"72,2"
48438396,"75,6"
98052678,..
44341171,"62,1"
32671805,"76,6"
38448056,"80,0"
16313848,"83,1"
79606767,"87,0"
11294673,"100,0"
86327236,"78,6"
28398531,"100,0"
66335258,"93,3"
54172830,"78,3"
86310217,"78,6"
83085136,"100,0"
75458014,..
65136104,..
79033948,"96,6"
56330385,"55,6"
44392995,"92,3"
69241230,"78,3"
85544331,"100,0"
80327946,"88,8"
78875918,"80,8"
78023197,"89,1"
86385479,"88,5"
40991561,..
99838438,"89,5"
42859669,"82,4"
70923626,"61,9"
92905347,"91,3"
99592025,"92,3"
34247736,"81,0"
47550455,"89,7"
30329172,"97,1"
76877530,..
47046103,"81,3"
56664512,..
38167912,"90,9"
20620556,"100,0"
17173461,..
19560192,"84,6"
98053087,"89,2"
92858957,"86,7"
46660042,"83,6"
44113417,"66,7"
67783774,..
38917647,..
21363125,.
39555838,..
85214294,"79,2"
82084961,"77,2"
46162400,"86,3"
98369689,"83,9"
56529916,"91,7"
40810950,"88,9"
40037982,"91,1"
73829818,"100,0"
18881773,..
80686587,"95,2"
12279302,"90,9"
17849518,"100,0"
94570025,"79,2"
91984508,"63,6"
78659008,"80,6"
12448823,..
40667807,"92,0"
18091973,"93,8"
40634612,"87,5"
62439199,"85,0"
66132676,"88,5"
80762863,"77,6"
77688926,"100,0"
14508922,..
69629086,"96,5"
88624631,"82,6"
35390185,..
37358234,..
31657916,..
54606928,"68,8"
46241804,"90,0"
42573391,"100,0"
64574972,"90,5"
19741742,"84,4"
29032715,"90,6"
48931433,"100,0"
97270136,"82,8"
19909435,"100,0"
30530571,"95,1"
96024712,"95,7"
40829056,"91,7"
85800840,"96,7"
27115998,"97,2"
41867682,"100,0"
65662401,"93,0"
39583059,"89,1"
38645259,"81,3"
87207941,..
11673760,"76,8"
63791419,"77,3"
39805497,"92,9"
38400227,"71,9"
83829189,"95,1"
46145886,"96,6"
43649848,"80,0"
75344502,"75,0"
84247499,"87,8"
27041885,"76,3"
97064126,..
32580162,"100,0"
48722826,"96,8"
71571158,"84,4"
53691739,"100,0"
97596286,"84,5"
67554405,"96,3"
86473502,"78,6"
98239050,"92,9"
94455820,..
58368956,"83,3"
73567152,"77,1"
61547652,"91,5"
60209222,"91,4"
62104139,"90,9"
78872213,"96,0"
84286698,"100,0"
62490359,"84,6"
64725297,"89,7"
43362941,"82,6"
23350817,"83,3"
76860623,"95,2"
56021320,"100,0"
41358402,"100,0"
64569393,"88,9"
87262566,"85,4"
41844601,"71,7"
51620045,"97,2"
23457902,"85,7"
27597104,"91,3"
57397381,"74,6"
56947954,"93,6"
72022487,"88,8"
70969556,"90,0"
28248021,"71,0"
44417214,"96,4"
25025681,"84,6"
49488344,"100,0"
74408578,"89,3"
86724994,"94,0"
86158933,"73,9"
14102256,"90,0"
75082280,"85,7"
75914181,"94,1"
39302565,"91,3"
36072799,"84,6"
61432781,"85,9"
78287294,"96,3"
74316305,"91,4"
39096170,"94,1"
99279503,"93,5"
72109637,..
69240218,"76,9"
14057258,..
43313366,"85,2"
97868185,..
81551726,..
77823650,"94,0"
37550979,..
52634142,"94,6"
76195214,"96,9"
54839753,..
32705515,"92,7"
60214465,..
70137084,"81,7"
82002016,..
21901328,"78,9"
23306658,"94,4"
57350392,..
11102578,"95,8"
69306209,"80,5"
92651253,"95,2"
31740319,"89,2"
17944628,"85,7"
82826083,"96,9"
94090461,"80,0"
12954099,..
80931789,"96,3"
84098842,"89,7"
90473340,..
26167236,"89,3"
69807202,"94,2"
64648904,"100,0"
63035915,"84,7"
26324896,"81,3"
28848709,"100,0"
12613085,"100,0"
53896162,"100,0"
11185244,"68,6"
56211717,"90,0"
66824652,"77,8"
49168016,"100,0"
32042066,"94,2"
50821167,..
92814975,"90,0"
28770304,"83,8"
64123241,"86,7"
69063711,"100,0"
77609073,"84,6"
35894996,"89,8"
17119840,"93,9"
68748767,"74,2"
25596917,"70,6"
20984584,"89,5"
52129378,"74,4"
98541468,"88,9"
31155312,"91,7"
25648215,"79,2"
61823258,"87,5"
39178171,"86,2"
79994304,..
68006362,"84,4"
11608031,"88,2"
86762103,"85,7"
68381790,"92,3"
13006857,"86,6"
76007769,"100,0"
16956086,"91,7"
58187973,"90,9"
88894245,"100,0"
71160225,"92,0"
67752682,"100,0"
47884009,"87,1"
44672598,"93,3"
75340089,"93,8"
36670439,"84,6"
22220001,"88,1"
15100079,..
55421481,..
99356671,..
16702464,..
71353314,..
36252055,"92,5"
91812793,"100,0"
14355031,"100,0"
72891848,"78,6"
31796890,..
22426680,..
83805032,"69,0"
48862305,"88,9"
32887559,"91,3"
71541108,"72,2"
69471748,"76,6"
93239262,"95,7"
25745773,"92,8"
99976753,..
14278480,"80,6"
28023078,"89,8"
43284031,"94,3"
13963517,"100,0"
26267406,"100,0"
31255918,"89,7"
51955293,"100,0"
35035671,"82,4"
12130801,..
51736304,"90,9"
53180719,"90,5"
27489137,"100,0"
15609112,"100,0"
60424371,"88,2"
68655578,"86,2"
17062663,"96,4"
68741484,"89,7"
56267421,"100,0"
34990065,"91,1"
37054246,"86,2"
39199869,..
62216381,"89,8"
31179045,"93,5"
72421673,"100,0"
59655752,..
88750078,"94,1"
41878314,..
41555549,"87,5"
32003298,"100,0"
22383788,"95,7"
85459854,"100,0"
81876614,..
18711877,"100,0"
67071618,"85,7"
75324351,"94,7"
61229217,"91,2"
58929357,"100,0"
42517257,"81,3"
70376604,"95,8"
93503103,"100,0"
18617410,"100,0"
41697930,"98,8"
28025244,"77,8"
17184072,"100,0"
40338843,"95,7"
77440824,"95,2"
71069359,"100,0"
86896907,"93,5"
14292382,"92,1"
87859089,"63,2"
54764253,"100,0"
98908403,"95,8"
16493131,"94,9"
41119610,"100,0"
48304166,"100,0"
24982097,"66,7"
97104132,"100,0"
68597767,..
27964873,"80,6"
30706655,"80,0"
65674821,..
46332927,"94,6"
78690637,"88,6"
24653673,"95,2"
38048202,"84,6"
90990441,..
86319615,"75,0"
87303004,"94,6"
97835550,"77,3"
22446331,"83,8"
26671095,"100,0"
42911621,"94,8"
40575001,"84,2"
75027822,"100,0"
26508763,"97,4"
14504503,"88,5"
21850904,"100,0"
77544055,"78,6"
16198647,"98,6"
12496135,"100,0"
76903284,"85,2"
68649663,"81,1"
15870428,"82,9"
26750052,"94,1"
81997762,"91,8"
69747871,..
70119254,"100,0"
79346084,"87,2"
34222422,"86,7"
84230226,..
42060237,"86,4"
89816391,"90,5"
14448619,"80,0"
12546590,"66,7"
94167577,"68,4"
27023528,"78,0"
53903798,"72,5"
85782695,"84,6"
98815582,"77,3"
97770837,"77,8"
21312503,"100,0"
14926020,"73,7"
33132452,"80,7"
56942970,..
56653353,"97,9"
59898194,..
97510495,"100,0"
38683336,"100,0"
95618280,"67,3"
17675502,"67,9"
75600007,..
15278518,"86,7"
15390992,"96,9"
63943560,"93,8"
85516596,"91,3"
31998226,..
38236800,"81,3"
59026584,"93,6"
79829846,"92,9"
20061769,"100,0"
65458415,..
95154882,..
52333875,"79,1"
65666808,"86,7"
24397215,"88,6"
30677562,"92,5"
85054102,"95,2"
87274273,"100,0"
24759907,..
41631104,"68,8"
80357110,"78,3"
18451445,..
93367005,"86,5"
16501673,"68,4"
26298615,"100,0"
50104466,..
79845033,"81,5"
41099519,"96,0"
59386837,"96,1"
21627442,"100,0"
17276047,"65,0"
73217812,"73,7"
48244956,"90,0"
36769815,"100,0"
16931486,"90,5"
92489953,"85,2"
43873969,"85,7"
55825382,"68,8"
19306558,..
24993048,..
70132092,"84,7"
65034473,..
13084253,"69,2"
32321364,..
59942080,..
66273269,"85,7"
82888663,"71,2"
11275959,"88,1"
58518163,"85,7"
50615280,"94,4"
19035583,"100,0"
27993549,"66,2"
37912396,"90,9"
90312942,"96,4"
19839859,"100,0"
80280597,..
67628478,..
37517404,..
29159460,"92,0"
43601850,"87,9"
89630851,"93,0"
86351879,"89,5"
14586562,..
74322969,"85,3"
90260899,"100,0"
69302313,"91,3"
31057219,"85,1"
27079521,"91,9"
64579522,"84,0"
65234368,"100,0"
34381901,"89,4"
96414537,"96,8"
99394620,"100,0"
95368476,"100,0"
14853321,"96,4"
76448076,"80,0"
31537066,"80,0"
86488203,"75,8"
25156286,..
92949043,"87,5"
92818240,"88,6"
84329061,"92,1"
71969230,"81,0"
91048178,"88,1"
76942525,"73,1"
31486865,"96,0"
10373112,..
61720981,"87,3"
25698509,"86,8"
50424828,"86,5"
82931004,"94,7"
83584125,"100,0"
16496466,..
12075195,"87,5"
62300682,"94,7"
65265211,"96,6"
97191332,"82,8"
71938440,"85,7"
22811839,"100,0"
33205596,"100,0"
19930101,"94,7"
60727136,"100,0"
45132264,"87,5"
61647360,..
33657492,"65,1"
61622991,"95,8"
66644568,"83,3"
93659517,"94,7"
61175914,"94,1"
73316818,"100,0"
27859889,"100,0"
29161632,..
45541222,"100,0"
63451147,"100,0"
61197669,..
17812651,"95,2"
57668673,"84,0"
69040241,..
91905819,"96,7"
54882637,"87,5"
53923398,"82,2"
47844862,"96,3"
22239675,"81,0"
72984079,..
36480690,"88,5"
24787883,"87,5"
52048443,"93,3"
32550660,"81,3"
59599256,"93,5"
69865450,"88,0"
31112935,"73,3"
90509211,"81,8"
37316242,"93,1"
20173336,"84,8"
49872493,"96,6"
39147056,"90,6"
11953769,..
28646435,"96,0"
50393060,"92,0"
85788659,"80,8"
95340745,"92,3"
59521477,"92,3"
92442684,"85,4"
38544187,"76,6"
54599691,"78,1"
54467211,"97,8"
23517683,"94,7"
82251333,"98,0"
99864908,"81,3"
27106031,"91,7"
59463950,"100,0"
63931325,"100,0"
57391913,"81,0"
75374280,"74,1"
46148350,"87,0"
50133877,"92,9"
49868916,"87,8"
90240730,"84,4"
84908877,"87,1"
24277564,"76,2"
88956420,..
34002355,"71,8"
36355200,"79,2"
96920524,"89,5"
18217765,"100,0"
60919765,..
14677676,"72,7"
96152872,"82,6"
77835341,"91,7"
70803636,"91,7"
23797825,"76,2"
44738639,"75,0"
77712952,"80,0"
92009807,"78,2"
10433896,"92,3"
10342448,"67,4"
43154449,"100,0"
98032567,..
96194948,"81,5"
25955541,"100,0"
88025221,"76,9"
14799321,"96,6"
56041699,"80,0"
70955448,"100,0"
68824244,"92,7"
90685868,"96,7"
24501884,"90,7"
56084099,"96,6"
80711021,"88,2"
17648596,"89,1"
16720048,"92,3"
39341381,..
60088179,"78,7"
28391147,"77,6"
29209307,"96,4"
21778322,"89,5"
31380193,"70,6"
90290154,"90,0"
25847233,"81,7"
92816527,"91,9"
16848652,"100,0"
94975733,"93,5"
56802300,"100,0"
15149235,"95,7"
77379848,..
13981977,..
24538846,..
36886750,"94,4"
67422309,"77,1"
67058407,"100,0"
34421265,"88,9"
15791044,..
98696836,"86,2"
82160887,"88,9"
23175129,"83,3"
77358716,"94,4"
29225010,"89,5"
33249781,"80,8"
64648566,"95,8"
18691102,..
70302356,"92,0"
65421426,"88,9"
24349146,"92,4"
83605345,"88,9"
15933512,"97,3"
12198363,..
47692481,"95,7"
64693272,"84,6"
18072172,..
85188855,"95,7"
39528347,"94,4"
85473846,"98,6"
29744774,..
89690587,"83,0"
20768651,..
32239920,"93,8"
98781765,"89,9"
87112995,"75,0"
18686599,..
93779220,"72,2"
53279140,"85,1"
80785976,"100,0"
47559319,"92,9"
21532545,..
56187883,"75,0"
51023367,"97,9"
95069937,"100,0"
52690153,"100,0"
93221031,..
68229719,..
84947634,..
89982804,"100,0"
60743463,..
73171934,..
74434644,"84,2"
93281974,"100,0"
23424275,..
16554575,"96,3"
60096875,"83,3"
40386043,..
33685428,..
10924758,"89,5"
75082798,"85,7"
16950252,"76,9"
15077883,"85,7"
48434184,..
51138448,"93,8"
93939982,"82,1"
31533003,"92,0"
24273261,..
59455288,..
25677996,..
31279294,..
36782335,"100,0"
90551279,"90,9"
93062368,..
69626109,"74,4"
10638939,"95,0"
72127035,..
85003442,"100,0"
98052678,..
32671805,..
16313848,"77,8"
54172830,..
75458014,..
78023197,"84,2"
40991561,..
70923626,..
76877530,..
47046103,..
19560192,"77,3"
98053087,"92,9"
46660042,"77,8"
67783774,..
85214294,"82,4"
12279302,"100,0"
91984508,"63,6"
40667807,..
40634612,..
80762863,"77,5"
64574972,..
30530571,..
96024712,"96,4"
27115998,"94,4"
39583059,"84,2"
38645259,..
46145886,..
27041885,..
48722826,"100,0"
97596286,"74,1"
67554405,"100,0"
56021320,"100,0"
23457902,..
57397381,"85,7"
72022487,..
70969556,..
28248021,..
44417214,"100,0"
25025681,"84,6"
14102256,"85,0"
75082280,"85,7"
39096170,"94,1"
69240218,"76,9"
82002016,..
23306658,..
94090461,"80,0"
63035915,"78,9"
50821167,..
68748767,"72,2"
20984584,..
25648215,"80,0"
11608031,"93,3"
13006857,..
16956086,..
58187973,..
88894245,..
71160225,"100,0"
44672598,"89,5"
22220001,..
71353314,..
69471748,..
93239262,"95,7"
13963517,..
68655578,"95,7"
31179045,"95,2"
59655752,..
18711877,..
67071618,"88,9"
18617410,"100,0"
40338843,"93,3"
14292382,..
87859089,..
98908403,"90,9"
24982097,..
68597767,..
38048202,"78,3"
90990441,..
40575001,"83,3"
26508763,"100,0"
76903284,..
69747871,..
79346084,"82,6"
89816391,..
53903798,"76,9"
33132452,"76,2"
17675502,"67,9"
75600007,..
85516596,..
50104466,..
59386837,..
43873969,"85,7"
24993048,..
58518163,"85,7"
29159460,"92,3"
89630851,"100,0"
86351879,"80,0"
74322969,..
64579522,"92,9"
14853321,..
86488203,"81,3"
84329061,..
71969230,..
31486865,"96,0"
61720981,"87,5"
50424828,..
83584125,"100,0"
65265211,..
66644568,"83,3"
61175914,..
29161632,..
36480690,..
32550660,"81,3"
37316242,..
50393060,..
95340745,..
59521477,..
46148350,..
49868916,"90,0"
84908877,"92,9"
24277564,..
36355200,..
88025221,"76,9"
56041699,..
70955448,"100,0"
60088179,"70,0"
25847233,"78,3"
16848652,..
56802300,..
36886750,..
67422309,..
82160887,"86,7"
64648566,..
15933512,"96,3"
12198363,..
64693272,..
89690587,"78,9"
18686599,..
93779220,"72,2"
80785976,..
47559319,"92,9"
52690153,..
93221031,..
18345915,"94,1"
97870412,"100,0"
18208087,"90,9"
41416934,"100,0"
21567982,"84,6"
83474173,"93,3"
88445871,"92,7"
25624692,..
25356960,"93,3"
98132436,"96,2"
60096875,"78,6"
29324709,"100,0"
26864271,"73,3"
44240250,"76,9"
75082798,"80,0"
91333138,..
12154972,"94,4"
15077883,"84,6"
48434184,"84,6"
19647256,"100,0"
56737496,"100,0"
55155562,"88,2"
24008049,"90,9"
59734510,..
19586169,"100,0"
24273261,..
59455288,..
89888648,..
36782335,"73,3"
20666515,"100,0"
90551279,"88,2"
93062368,..
90267145,"100,0"
88153340,"92,5"
94353434,"86,0"
88886610,"96,3"
88556189,..
72127035,"92,3"
22752398,"95,1"
31843016,"93,3"
29097621,"89,5"
16313848,"78,6"
11294673,..
86327236,..
69241230,..
80327946,"94,1"
86385479,..
70923626,"76,2"
92905347,..
47550455,"92,6"
56664512,..
19560192,..
46660042,"85,0"
38917647,..
82084961,"100,0"
98369689,"88,2"
56529916,"95,9"
17849518,..
18091973,"94,4"
69629086,"97,7"
31657916,.
19741742,"71,4"
40829056,..
85800840,"95,6"
39583059,"87,5"
39805497,"100,0"
46145886,"100,0"
84247499,"100,0"
71571158,..
86473502,..
58368956,"83,3"
23350817,.
41358402,"100,0"
87262566,..
23457902,..
56947954,"81,3"
72022487,"75,0"
28248021,..
74408578,"92,3"
86724994,"97,1"
39302565,"90,0"
61432781,"89,8"
14057258,..
81551726,..
76195214,..
70137084,"77,8"
57350392,..
92651253,"91,7"
82826083,"95,0"
26167236,..
63035915,"74,4"
32042066,"94,7"
92814975,..
64123241,"86,7"
20984584,..
98541468,"88,9"
25648215,..
79994304,..
86762103,..
68381790,..
13006857,"100,0"
16956086,..
88894245,..
67752682,"100,0"
